index,character,episode,line,season,show,characters_spoken,words_spoken
8561,Penny,18, Going online to buy shoes!,2,Big Bang Theory,27,5
8563,Raj,18," You know, if I wanted to spend my Saturday nights doing this, I could have stayed in India.",2,Big Bang Theory,92,18
8564,Howard,18," Oh, stop with the fake third world crap. Your father's a gynaecologist, and you had a house full of servants.",2,Big Bang Theory,110,20
8565,Raj,18, We only had four servants. And two of them were children.,2,Big Bang Theory,58,11
8566,Leonard,18, How are we doing?,2,Big Bang Theory,18,4
8567,Raj,18, We have 128 assorted Penny Blossoms ready to ship.,2,Big Bang Theory,51,9
8568,Howard,18," Oh, God, we're never gonna finish in time. Who made Sheldon the boss anyway?",2,Big Bang Theory,77,14
8569,Sheldon,18, I believe I'm hearing some negativity on the factory floor.,2,Big Bang Theory,60,10
8570,Penny,18, So?,2,Big Bang Theory,4,1
8571,Sheldon,18," Penny, the labour force is a living organism that must be carefully nurtured. Any counterproductive grumbling must be skilfully headed off by management. Observe. Hey! Less talk, more work!",2,Big Bang Theory,190,29
8572,Penny,18, Nicely done.,2,Big Bang Theory,13,2
8573,Sheldon,18," Thank you. You hear any union talk, you let me know.",2,Big Bang Theory,53,11
8574,Leonard,18, Someone's in the kitchen with Dinah,2,Big Bang Theory,36,6
8575,Howard,18, Someone's in the kitchen I know-ow-ow-ow,2,Big Bang Theory,41,6
8576,Penny,18, Someone's in the kitchen with Dinah Sheldon? Sheldon! ,2,Big Bang Theory,55,8
8577,Sheldon,18, â€˜Cause I sold my soul to the company store.,2,Big Bang Theory,46,9
8578,Penny,18," Honey, do you want some coffee?",2,Big Bang Theory,32,6
8579,Sheldon,18," No, I don't drink coffee.",2,Big Bang Theory,26,5
8580,Penny,18," Come on, but if you don't stay awake we'll never finish in time.",2,Big Bang Theory,65,13
8581,Sheldon,18," I'm sorry, coffee's out of the question. When I moved to California, I promised my mother that I wouldn't start doing drugs.",2,Big Bang Theory,125,22
8582,Penny,18," Leonard, help.",2,Big Bang Theory,15,2
8583,Leonard,18," Sheldon, we still have 380 of these things to make.",2,Big Bang Theory,52,10
8584,Sheldon,18, I have complete faith that you will make them. Good night.,2,Big Bang Theory,59,11
8585,Penny,18, Leonard?,2,Big Bang Theory,9,1
8586,Leonard,18," Yeah, no. But, Sheldon, without your insight and leadership this entire enterprise will surely fail.",2,Big Bang Theory,101,15
8587,Sheldon,18," You're right, of course.",2,Big Bang Theory,25,4
8588,Penny,18," Here, this will help.",2,Big Bang Theory,22,4
8589,Sheldon,18," Very well, but if this leads to opiates or hallucinogenics, you're going to have to answer to my mother.",2,Big Bang Theory,105,19
8590,Sheldon,18," Look at Planck's Constant. People say it's arbitrary. It could not be less arbitrary. If it varied even slightly, life as we know it would not exist. Bam! Now, now, let's reconsider the entire argument, but with entropy reversed and effect preceding cause, so you are thinking of a universe that's not expanding from the centre, no, it is retreating from a, from a possibility space. Bam! This is a space where we are all essentially Alice through the looking glass, standing in front the Red Queen, and we're being offered a cracker to quench our thirst. Bam! Of course, in another universe, let's call it universe prime, there's another Sheldon, let's call him Sheldon prime",2,Big Bang Theory,677,116
8591,Penny,18, We should have let him go to bed.,2,Big Bang Theory,34,8
8592,Leonard,18, Bam.,2,Big Bang Theory,5,1
8593,Leonard,18, I can't believe we actually did it.,2,Big Bang Theory,36,7
8594,Howard,18," 1,000 friggin' Penny Blossoms.",2,Big Bang Theory,31,4
8595,Penny,18," I just want you guys to know I am really grateful for your help, and for every dollar I make, I'm going to give you 20 cents.",2,Big Bang Theory,126,27
8596,Howard,18, That's your entire profit margin.,2,Big Bang Theory,34,5
8597,Penny,18, Oh. Then never mind.,2,Big Bang Theory,21,4
8598,Leonard,18, I'll print out the shipping label. Uh-oh.,2,Big Bang Theory,42,7
8599,Penny,18, What?,2,Big Bang Theory,6,1
8600,Leonard,18," We got an e-mail from the East Rutherford, New Jersey, Gay, Lesbian, Bisexual and Transgender Alliance. They want another thousand Penny Blossoms.",2,Big Bang Theory,147,22
8601,Penny,18, Really?,2,Big Bang Theory,8,1
8602,Leonard,18, One-day rush. I really need to take that off the Web site.,2,Big Bang Theory,59,12
8603,Penny,18," Okay, well. Guess we'd better get started.",2,Big Bang Theory,43,7
8604,Howard,18, You can't be serious.,2,Big Bang Theory,22,4
8605,Penny,18, Come on. What about the living organism of the workforce and the American spirit and Jiminy Crockett at the Alamo?,2,Big Bang Theory,115,20
8606,Leonard,18, Davy Crockett. Jiminy Crockett was a cricket.,2,Big Bang Theory,46,7
8607,Penny,18," Yes, yes, I know that, okay? I'm tired, I've had like 18 cups of coffee. The point is, if we all just pull together, we can do this. Who's with me?",2,Big Bang Theory,148,31
8608,Howard,18," Penny, although you may find it hard to believe, we do have lives.",2,Big Bang Theory,67,13
8609,Penny,18, Leonard?,2,Big Bang Theory,9,1
8610,Leonard,18," Sorry. My apologies to the gay community of East Rutherford, New Jersey.",2,Big Bang Theory,73,12
8611,Sheldon,18," Zoom, zoom, zoom! Where's the coffee?",2,Big Bang Theory,38,6
8612,Penny,18, We're all out.,2,Big Bang Theory,15,3
8613,Sheldon,18," No problem. I'll be back before this banana hits the ground. Zoom, zoom, zoom, zoom! Zoom, zoom, zoom, zoom!",2,Big Bang Theory,109,19
8615,Raj,18, Yes! ,2,Big Bang Theory,6,1
8616,Howard,18," Sorry, guys, but Secret Agent Laser Obstacle Lunch is just stupid.",2,Big Bang Theory,67,11
8618,Penny,19," Okay, it's done. Look, guys, for the future, I don't mind killing the big spiders, but you have to at least try with the little ones.",2,Big Bang Theory,134,26
8619,Sheldon,19," Penny, please, we're facing a far more serious problem than stray arachnids.",2,Big Bang Theory,77,12
8620,Leonard,19," Sheldon, it's not that bad.",2,Big Bang Theory,28,5
8621,Sheldon,19," Not bad? It's horrible. I mean, you hear stories about this sort of thing, but you never think it'll happen to you.",2,Big Bang Theory,116,22
8622,Leonard,19," So they steamed your dumplings, get over it. New topic, please.",2,Big Bang Theory,64,11
8623,Howard,19," All right, Penny, let me take this opportunity to point out that you are looking particularly ravishing today.",2,Big Bang Theory,111,18
8624,Penny,19," Not with a thousand condoms, Howard.",2,Big Bang Theory,37,6
8625,Howard,19," So, there is a number.",2,Big Bang Theory,23,5
8626,Penny,19," Okay, new topic, please. Hey, did you hear the people upstairs in 5A are moving out?",2,Big Bang Theory,85,16
8627,Leonard,19, Shh-shh-shh!,2,Big Bang Theory,13,1
8628,Sheldon,19, What?,2,Big Bang Theory,6,1
8629,Penny,19, The people upstairs are moving out.,2,Big Bang Theory,36,6
8630,Leonard,19, No!,2,Big Bang Theory,4,1
8631,Sheldon,19, The horror!,2,Big Bang Theory,12,2
8632,Leonard,19, Why would you just say something like that?,2,Big Bang Theory,44,8
8633,Sheldon,19," No, no, no, no, no, no, no",2,Big Bang Theory,27,7
8634,Penny,19, How else was I supposed to say it?,2,Big Bang Theory,35,8
8635,Leonard,19," Slowly, like putting a new fish in a tank. You don't just drop it in, you let the bag sit in the water a while.",2,Big Bang Theory,112,25
8636,Sheldon,19, The horror!,2,Big Bang Theory,12,2
8637,Penny,19," Sheldon, I'm sure it's going to be fine.",2,Big Bang Theory,41,8
8638,Sheldon,19," No, it's not going to be fine, change is never fine. They say it is, but it's not.",2,Big Bang Theory,83,18
8639,Penny,19," Okay, honey, did you even know the people that are moving out?",2,Big Bang Theory,63,12
8640,Sheldon,19," I never met them. That's what made them perfect, there were no awkward hellos in the halls, there was no clickety-clacking of high heel shoes on hardwood floors, they may as well have been a family of cats just jumping around from drape to drape without that annoying ammonia urine smell.",2,Big Bang Theory,289,51
8641,Penny,19," Well, I'm sure the new people will be just as quiet.",2,Big Bang Theory,53,11
8642,Sheldon,19, You can't know that. How can you possibly know that?,2,Big Bang Theory,53,10
8643,Penny,19," You're right, I can't. You know what? Anyone could rent that apartment now, an opera singer, the cast of stomp, yeah, a tap-dancing pirate with a wooden leg.",2,Big Bang Theory,158,28
8644,Leonard,19, Why are you making it worse?,2,Big Bang Theory,29,6
8645,Penny,19," I tried making it better, he wouldn't go for it.",2,Big Bang Theory,49,10
8646,Howard,19," You're right, that's a great idea.",2,Big Bang Theory,35,6
8647,Leonard,19, What?,2,Big Bang Theory,6,1
8648,Howard,19," I'll take the apartment upstairs. I can finally get away from my mother, and we can all spend some more time together, if you catch my drift.",2,Big Bang Theory,142,27
8649,Penny,19, The horror!,2,Big Bang Theory,12,2
8651,Sheldon,19," Hold on. You honestly expect me to believe that social protocol dictates we break our backs helping Wolowitz move, and then he only need buy us a pizza?",2,Big Bang Theory,153,28
8652,Leonard,19," I'm sorry, that really is how it works.",2,Big Bang Theory,40,8
8653,Sheldon,19," You're tricking me. You tell me the truth, what do we get?",2,Big Bang Theory,59,12
8654,Leonard,19," Raj, help me out here.",2,Big Bang Theory,23,5
8655,Raj,19, You get to choose between a mountain bike or a PS3.,2,Big Bang Theory,52,11
8656,Sheldon,19," I knew it! PS3, definitely PS3, who would pick a mountain bike?",2,Big Bang Theory,64,12
8657,Howard,19," Enough with the guilt, ma, we'll still see each other. I'll come over every night and have dinner with you.",2,Big Bang Theory,108,20
8659,Howard,19," Okay, I get it, you're angry. You don't want to see your little bird leave the nest.",2,Big Bang Theory,85,17
8661,Howard,19," Fine, I'll stay! You happy, crazy lady? I sure as hell hope so, because you're ruining my life!",2,Big Bang Theory,96,18
8662,Leonard,19," Hey, Penny, it's Leonard. Good news, you can take your head out of the oven.",2,Big Bang Theory,77,15
8663,Sheldon,19, I guess I won't be needing this.,2,Big Bang Theory,33,7
8665,Sheldon,19," Oh, no, the new ones, they're here.",2,Big Bang Theory,36,7
8666,Leonard,19," Stay calm, we don't know anything about them yet. What are you doing?",2,Big Bang Theory,70,13
8667,Sheldon,19, I'm checking for musical instruments. Does that sound like castanets to you?,2,Big Bang Theory,77,12
8668,Leonard,19, The box says kitchen.,2,Big Bang Theory,22,4
8669,Sheldon,19, So? Do cocaine smugglers write cocaine on the box?,2,Big Bang Theory,51,9
8671,Leonard,19, Hello.,2,Big Bang Theory,7,1
8672,Sheldon,19, Hello.,2,Big Bang Theory,7,1
8674,Leonard,19, Hello.,2,Big Bang Theory,7,1
8675,Sheldon,19, Hello.,2,Big Bang Theory,7,1
8677,Leonard,19," That is so great. Oh, I'm Leonard, I live downstairs. Upstairs from here, but under you. Not under you per se, but under your apartment.",2,Big Bang Theory,137,25
8679,Leonard,19," Yeah, it is.",2,Big Bang Theory,13,3
8680,Sheldon,19," If that concludes your faltering attempt to mate, hello.",2,Big Bang Theory,57,9
8682,Sheldon,19, Hello. On a scale of one to ten how light of foot would you describe yourself with one being not cat-like at all and ten being freakishly feline?,2,Big Bang Theory,146,28
8684,Sheldon,19, Is that your answer or do you not understand the question? We'll come back to that one.,2,Big Bang Theory,88,17
8685,Leonard,19, Sheldon,2,Big Bang Theory,8,1
8686,Sheldon,19," Hang on. Are you now or have you ever been a salsa, Irish folk or break-dancer?",2,Big Bang Theory,80,16
8688,Leonard,19, You're making her uncomfortable.,2,Big Bang Theory,33,4
8689,Sheldon,19," Oh, I'm sorry. Well, if it helps you feel any better you're doing very well so far. Next question, are you fertile?",2,Big Bang Theory,116,22
8691,Sheldon,19, I'm trying to determine whether crying infants above my head are a possibility.,2,Big Bang Theory,80,13
8693,Sheldon,19," If that changes, let me know. And finally, area rugs, pro or con?",2,Big Bang Theory,66,13
8695,Sheldon,19, Alicia?,2,Big Bang Theory,8,1
8697,Sheldon,19, Welcome to the building.,2,Big Bang Theory,25,4
8700,Leonard,19, Thank you so much for giving me the opportunity to help.,2,Big Bang Theory,57,11
8701,Penny,19," Oh, hey, guys.",2,Big Bang Theory,15,3
8702,Leonard,19," Hey, Penny. this is Alicia, our new neighbour.",2,Big Bang Theory,47,8
8703,Penny,19, Hi.,2,Big Bang Theory,4,1
8705,Leonard,19, I'm helping.,2,Big Bang Theory,13,2
8706,Penny,19, I can see.,2,Big Bang Theory,11,3
8707,Sheldon,19," Alicia's non-musical, childless and pro-rug. She's still on probation, of course, but I like her.",2,Big Bang Theory,98,15
8709,Penny,19," Oh, yeah, I don't usually dress like this. I'm going jogging.",2,Big Bang Theory,62,11
8710,Sheldon,19, You don't jog.,2,Big Bang Theory,15,3
8711,Penny,19, I can start.,2,Big Bang Theory,13,3
8712,Sheldon,19," True, but the more likely explanation for your attire is that you're out of clean clothes again.",2,Big Bang Theory,97,17
8713,Penny,19," Thank you, Sheldon.",2,Big Bang Theory,20,3
8714,Sheldon,19," You're welcome, Penny.",2,Big Bang Theory,23,3
8716,Leonard,19, I think you look fantastic.,2,Big Bang Theory,28,5
8718,Penny,19," Oh, yeah, be careful.",2,Big Bang Theory,22,4
8720,Penny,19, Okay.,2,Big Bang Theory,6,1
8722,Penny,19," See ya. I'm dressed like a slob today, too.",2,Big Bang Theory,44,9
8723,Sheldon,19," Oh, mimicry. I enjoy mimicry. I've been working on Admiral Ackbar from Return of the Jedi. â€œIt's a trap.â€ù You have to imagine me with a giant squid head. â€œIt's a trap. It's a trap. It's a trap.â€ù",2,Big Bang Theory,203,38
8725,Sheldon,19, Come.,2,Big Bang Theory,6,1
8726,Penny,19, Hey.,2,Big Bang Theory,5,1
8727,Sheldon,19," Congratulations, I see you did your laundry.",2,Big Bang Theory,45,7
8728,Penny,19," Well, sort of.",2,Big Bang Theory,15,3
8729,Sheldon,19, How does one sort of,2,Big Bang Theory,21,5
8730,Penny,19," I bought new clothes, okay? Is Leonard around?",2,Big Bang Theory,47,8
8731,Sheldon,19, He's upstairs at Alicia's.,2,Big Bang Theory,27,4
8732,Penny,19," Oh. all right, that's cool, no biggie. He said he'd help me set up my printer, but I guess I can wait. What exactly is he doing up there?",2,Big Bang Theory,138,29
8733,Sheldon,19," In what I can only perceive as a tactical move to destroy me, he is with Wolowitz and Koothrappali setting up her stereo.",2,Big Bang Theory,122,23
8734,Penny,19," Oh, they're all up there, huh? Hmm, typical.",2,Big Bang Theory,45,8
8735,Sheldon,19," It's axiomatically atypical. Up until recently, they did not know Alicia, and had no encounters with her in a previous location. They never went upstairs to visit the former tenants, so your characterization of their behaviour as typical Is demonstrably fallacious.",2,Big Bang Theory,266,41
8736,Penny,19," Okay, now I see the giant squid head. ",2,Big Bang Theory,39,8
8737,Sheldon,19," Oh, great! now, I have to start all over again. ",2,Big Bang Theory,49,10
8739,Howard,19," Yeah, I thought about renting this apartment, but I'm really more of a downtown loft kind of guy.",2,Big Bang Theory,98,18
8741,Howard,19," Oh, actually I'm, uh, living with a woman in Altadena. Purely platonic, she's also my maid.",2,Big Bang Theory,92,16
8743,Howard,19," I won't lie, it's pretty dope.",2,Big Bang Theory,31,6
8744,Penny,19, Hello?,2,Big Bang Theory,7,1
8746,Penny,19," Hey, I just wanted to bring you a little housewarming gift.",2,Big Bang Theory,60,11
8748,Penny,19, Great.,2,Big Bang Theory,7,1
8750,Penny,19," Oh, this? I'm dressed like a slob today.",2,Big Bang Theory,41,8
8752,Howard,19," Oh, pish-posh.  I don't know, it means shucks.  Shucks means shucks. Let one go once in a while.",2,Big Bang Theory,97,18
8753,Leonard,19," Hey, uh, penny, you want to hear something awesome?",2,Big Bang Theory,52,9
8754,Penny,19, Yeah.,2,Big Bang Theory,6,1
8755,Leonard,19," Alicia is an actress, just like you.",2,Big Bang Theory,37,7
8756,Penny,19, That is so awesome.,2,Big Bang Theory,20,4
8758,Penny,19," Yeah, I know, tell me about it.",2,Big Bang Theory,32,7
8760,Penny,19," That's why I work at the Cheesecake Factory, I'm holding out for the right part.",2,Big Bang Theory,81,15
8761,Leonard,19," Alicia, what do you want as your default setting for DVDs, 5.1 Dolby or DTS?",2,Big Bang Theory,77,15
8763,Leonard,19," Well, DTS has more low end, so okay.",2,Big Bang Theory,37,8
8764,Penny,19," Uh, hey, guys, guys, you will really appreciate this, I read the best science joke on the internet. Alicia, you won't get it, but it's right up their alley. Anyway, so, this physicist goes into an ice cream parlour every week and orders an ice cream sundae for himself, and then offers one to the empty stool sitting next to him. This goes on for a while until the owner finally asks him what he's doing. The man says, â€œwell, I'm a physicist, and quantum mechanics teaches us that it is possible for the matter above this stool to spontaneously turn into a beautiful woman who might accept my offer and fall in love with me.â€ù The owner then says, â€œwell, lots of single, beautiful women come in here every day, why don't you buy an ice cream for one of them, and they might fall in love with you?â€ù And the physicist says, â€œyeah, but what are the odds of that happening?â€ù",2,Big Bang Theory,882,163
8765,Leonard,19," It's a little insulting, don't you think?",2,Big Bang Theory,42,7
8766,Penny,19, How would I know? I'm not even sure I get it.,2,Big Bang Theory,46,11
8768,Leonard,19," Uh, yeah, I'd love to.",2,Big Bang Theory,23,5
8769,Penny,19," Uh, hey, maybe when you're done with her printer, you could set up mine. You know, like you promised a week ago.",2,Big Bang Theory,113,22
8770,Leonard,19," Yeah, I'll get to it, don't nag me.",2,Big Bang Theory,36,8
8771,Raj,19, Hello there,2,Big Bang Theory,12,2
8773,Sheldon,19," Who is it? Oh hello, Penny, it's open, come in. Sarcasm.",2,Big Bang Theory,57,11
8774,Penny,19," Well, they're all still up there.",2,Big Bang Theory,34,6
8775,Sheldon,19," You think I can't hear them? Listen to that. Stomp, stomp, stomp. That's Wolowitz in his stacked heels that fool no one.",2,Big Bang Theory,121,22
8776,Penny,19," I don't even know why I care. I don't care. All right, I cared enough to memorize that stupid joke, but that's all I care.",2,Big Bang Theory,123,25
8777,Sheldon,19," You know, Penny, there's something that occurs in beehives you might find interesting. Occasionally, a new queen will arrive while the old queen is still in power. When this happens, the old queen must either locate to a new hive or engage in a battle to the death until only one queen remains.",2,Big Bang Theory,295,53
8778,Penny,19," What are you saying, that I'm threatened by Alicia? That I'm like the old queen of the hive and it's just time for me to go?",2,Big Bang Theory,125,26
8779,Sheldon,19, I'm just talking about bees. They're on the discovery channel. What are you talking about?,2,Big Bang Theory,91,15
8780,Penny,19, Bees. Aaah! I just got that physicist joke.,2,Big Bang Theory,44,8
8782,Leonard,19," Gee, Penny, thanks for buying us dinner.",2,Big Bang Theory,41,7
8783,Howard,19," Yeah, what's the occasion?",2,Big Bang Theory,27,4
8784,Penny,19," No, no occasion, just felt like getting some Chinese chow for my peeps.",2,Big Bang Theory,72,13
8785,Sheldon,19," Did you remember to ask for the chicken with broccoli to be diced, not shredded?",2,Big Bang Theory,81,15
8786,Penny,19, Yes.,2,Big Bang Theory,5,1
8787,Sheldon,19, Even though the menu description specifies shredded?,2,Big Bang Theory,53,7
8788,Penny,19, Yes.,2,Big Bang Theory,5,1
8789,Sheldon,19," Brown rice, not white?",2,Big Bang Theory,23,4
8790,Penny,19, Yes.,2,Big Bang Theory,5,1
8791,Sheldon,19, You stop at the Korean grocery and get the good hot mustard?,2,Big Bang Theory,61,12
8792,Penny,19, Yes.,2,Big Bang Theory,5,1
8793,Sheldon,19, Did you pick up the low-sodium soy sauce from the market?,2,Big Bang Theory,58,11
8794,Penny,19, Yes,2,Big Bang Theory,4,1
8795,Sheldon,19," Good. See how it's done, Leonard?",2,Big Bang Theory,34,6
8796,Penny,19," So, what do we got going on tonight, huh? Playing Halo watching Battlestar, drop some mentos in diet coke?",2,Big Bang Theory,107,19
8797,Leonard,19, You want to watch Battlestar?,2,Big Bang Theory,30,5
8798,Penny,19," What can I say? I got my geek on, boys.",2,Big Bang Theory,40,10
8799,Howard,19," No, no, PMS is different. ",2,Big Bang Theory,27,5
8801,Leonard,19, What's wrong?,2,Big Bang Theory,14,2
8803,Leonard,19," Oh, I'd watch that.",2,Big Bang Theory,20,4
8805,Leonard,19," Okay, well, I'll take you.",2,Big Bang Theory,27,5
8807,Howard,19, I'll run lines with you in the car.,2,Big Bang Theory,36,8
8809,Penny,19," Oh, actually, that's okay. we already have",2,Big Bang Theory,43,7
8810,Howard,19, Yum. Starving.,2,Big Bang Theory,15,2
8811,Penny,19, chinese food right here.,2,Big Bang Theory,25,4
8812,Sheldon,19," They're gone, Penny. They can't hear you.",2,Big Bang Theory,42,7
8813,Penny,19," I cannot believe they're letting her just use them like that. I mean, anything she wants, they go panting after her like trained dogs. You know that just last week, she had Howard drive all the way to her uncle's house in Orange County to pick up her TV?",2,Big Bang Theory,255,49
8814,Sheldon,19, You once had Leonard and me get your television from your ex-boyfriend.,2,Big Bang Theory,72,12
8815,Penny,19," Apples and oranges here, Sheldon. I'm telling you, that girl is a user, iceskating through the life on her looks, taking advantage of innocent weak-willed men, getting auditions for stupid network shows. It creams my corn.",2,Big Bang Theory,223,36
8816,Sheldon,19, May I interject something here?,2,Big Bang Theory,32,5
8817,Penny,19, Please.,2,Big Bang Theory,8,1
8818,Sheldon,19, You got the wrong mustard.,2,Big Bang Theory,27,5
8823,Penny,19, Oh boy.,2,Big Bang Theory,8,2
8825,Penny,19," Uh, no. No, no, no, you know, congratulations, I think you'll make a great hooker.",2,Big Bang Theory,83,15
8827,Penny,19," Um, I don't know, I don't think a lot.",2,Big Bang Theory,39,9
8829,Penny,19," Um, hey, hey, can I talk to you about that for a second?",2,Big Bang Theory,57,13
8831,Penny,19," Well, you know, it's just that Leonard and Howard and Raj, they aren't like other guys. They're special.",2,Big Bang Theory,105,18
8833,Penny,19," Oh, let's see, how can I explain this, um, they don't know how to use their shields.",2,Big Bang Theory,85,17
8835,Penny,19," Yeah, you know, like in Star Trek, when you're in battle and you raise the shields? Where the hell did that come from? Anyways, um, you know how guys like this are, so, please don't take advantage of them.",2,Big Bang Theory,206,39
8837,Penny,19," Come on, they're doing everything for you, because you're leading them on.",2,Big Bang Theory,75,12
8839,Penny,19, Excuse me?,2,Big Bang Theory,11,2
8841,Penny,19," Okay, lady, you are way out of line.",2,Big Bang Theory,37,8
8843,Penny,19," Yeah, you're out of line.",2,Big Bang Theory,26,5
8846,Raj,19," I like green lantern, I'm just saying it's pretty lame that He can be defeated by the colour yellow.",2,Big Bang Theory,101,19
8847,Sheldon,19, Only the modern green lantern is vulnerable to yellow.,2,Big Bang Theory,55,9
8848,Leonard,19, Golden age green lantern was vulnerable to wood.,2,Big Bang Theory,49,8
8849,Raj,19," Great, so I can take them both out with a number-two pencil?",2,Big Bang Theory,61,12
8850,Howard,19," Oh, my God! Girl fight! ",2,Big Bang Theory,25,5
8851,Leonard,19, What are you doing?,2,Big Bang Theory,20,4
8852,Howard,19, I know you. you're stupid enough to break it up.,2,Big Bang Theory,49,10
8854,Howard,19, May I say you look very comely tonight?,2,Big Bang Theory,40,8
8855,Penny,19, Thank you.,2,Big Bang Theory,11,2
8856,Howard,19," You're right, this filly's been broken.",2,Big Bang Theory,40,6
8857,Sheldon,19," You set it on DTS, didn't you?",2,Big Bang Theory,31,7
8858,Leonard,19," I had to, she called me cutie.",2,Big Bang Theory,31,7
8859,Howard,19," According to Alicia's facebook page, she's hooking up with one of the producers on CSI.",2,Big Bang Theory,88,15
8860,Penny,19," Well, dead whore on TV, live one in real life.",2,Big Bang Theory,47,10
8861,Sheldon,19," Oh, great now she's jumping up and down on the bed.",2,Big Bang Theory,52,11
8863,Sheldon,20, Hu-u-u-uh. Hu-u-u-uh!,2,Big Bang Theory,22,2
8864,Leonard,20, Problem?,2,Big Bang Theory,9,1
8865,Sheldon,20, This is Thai food.,2,Big Bang Theory,19,4
8866,Howard,20, Here we go.,2,Big Bang Theory,12,3
8867,Sheldon,20, We don't have Thai food on Thursday. We have pizza on Thursday.,2,Big Bang Theory,64,12
8868,Leonard,20," Yes, but we all agreed that the third Thursday of every month would be Anything Can Happen Thursday.",2,Big Bang Theory,101,18
8869,Sheldon,20," Well apparently the news didn't reach my digestive system, which, when startled, has its own version of Anything Can Happen Thursday.",2,Big Bang Theory,134,21
8870,Howard,20," Come on, the whole idea behind Anything Can Happen Thursday is to get out of this rut we've been in lately.",2,Big Bang Theory,108,21
8871,Sheldon,20," Rut? I think you mean consistency. And if we're going to abandon that, then why even call it Thursday? Let's call it Quonko Day and divide it into 29 hours of 17 minutes apiece, and celebrate it by sacrificing a goat to the mighty god Ra.",2,Big Bang Theory,239,46
8872,Raj,20, I could go for some goat.,2,Big Bang Theory,26,6
8873,Leonard,20," Sheldon, we agreed we'd do something different tonight.",2,Big Bang Theory,56,8
8874,Sheldon,20, All right. Let's go to the comic book store.,2,Big Bang Theory,45,9
8875,Raj,20, We went to the comic book store last night.,2,Big Bang Theory,44,9
8876,Sheldon,20," Last night was Wednesday. Wednesday is comic book night. Tonight, we'll be going on Thursday, because it's Anything Can Happen Thursday.",2,Big Bang Theory,137,21
8877,Leonard,20," Way to think outside but pressed right up against the box, Sheldon.",2,Big Bang Theory,68,12
8878,Raj,20, So what are we going to do tonight?,2,Big Bang Theory,36,8
8879,Howard,20," If I may proffer a suggestion, in bars all across this great nation of ours, Thursday night is Ladies' Night. Which means, as the evening progresses, we will get better looking courtesy of 99 cent margaritas and two-for-one Jell-O shots.",2,Big Bang Theory,238,40
8880,Leonard,20," Come on, Howard, the odds of us picking up girls in a bar are practically zero.",2,Big Bang Theory,80,16
8881,Howard,20, Really? Are you familiar with the Drake Equation?,2,Big Bang Theory,50,8
8882,Sheldon,20," The one that estimates the odds of making contact with extraterrestrials by calculating the product of an increasingly restrictive series of fractional values such as those stars with planets, and those planets likely to develop life? N equals R times FP times NE times FL times FI times FC times L?",2,Big Bang Theory,300,51
8883,Howard,20," Yeah, that one. You can modify it to calculate our chances of having sex by changing the formula to use the number of single women in Los Angeles, the number of those who might find us attractive, and what I call the Wolowitz Coefficient.",2,Big Bang Theory,239,44
8884,Raj,20, The Wolowitz Coefficient?,2,Big Bang Theory,26,3
8885,Howard,20," Neediness times dress size squared. Crunching the numbers, I come up with a conservative 5,812 potential sex partners within a 40-mile radius.",2,Big Bang Theory,143,22
8886,Leonard,20, You're joking.,2,Big Bang Theory,15,2
8887,Howard,20," I'm a horny engineer, Leonard. I never joke about math or sex.",2,Big Bang Theory,63,12
8888,Raj,20," Well, what are we waiting for? Let's bounce, bitches.",2,Big Bang Theory,54,9
8889,Leonard,20," You're right. It's Anything Can Happen Thursday, let's hit the clubs and meet hot women!",2,Big Bang Theory,89,15
8890,Raj,20, Here we go. Lock up your daughters! We're going to hit it and quit it.,2,Big Bang Theory,71,15
8891,Leonard,20, Or we could finish eating and go to the comic book store.,2,Big Bang Theory,58,12
8892,Raj,20, Also a good plan.,2,Big Bang Theory,18,4
8893,Howard,20," Alright, but next Anything Can Happen Thursday, we're definitely going to a bar.",2,Big Bang Theory,81,13
8894,Leonard,20," Oh, absolutely.",2,Big Bang Theory,16,2
8895,Raj,20," You heard that, Ladies' Night ladies? We're eventually coming for you!",2,Big Bang Theory,71,11
8896,Sheldon,20, Fascinating.,2,Big Bang Theory,13,1
8897,Penny,20," Oh hey, guys, where're you headed?",2,Big Bang Theory,35,6
8898,Sheldon,20," To the comic book store. You're probably thinking, the comic book store? On a Thursday? Why, I've fallen down the rabbit hole and into a land of madness. What you have failed to take into account, Penny, is that this is Anything Can Happen Thursday.",2,Big Bang Theory,250,45
8899,Penny,20," You got me. While you're there, could pick me up a few comics for my nephew's birthday?",2,Big Bang Theory,88,17
8900,Sheldon,20, I think you mean comic books. Comics are feeble attempts at humour featuring talking babies and anthropomorphized pets found traditionally in the optimistically named funny pages.,2,Big Bang Theory,180,26
8901,Penny,20," Leonard, could you pick me up a few comics for my nephew's birthday?",2,Big Bang Theory,69,13
8902,Leonard,20, Sure. What does he like?,2,Big Bang Theory,25,5
8903,Penny,20," I don't know, he's 13. Just pick out anything.",2,Big Bang Theory,47,9
8904,Sheldon,20," Just pick out anything? Maybe at the same time we can pick out a new suit for him without knowing his size, or pick out his career for him without knowing his aptitude, or pick out a new breakfast cereal without knowing his fibre requirements or his feelings about little marshmallows.",2,Big Bang Theory,286,51
8905,Penny,20, Spider-Man. Get him Spider-Man.,2,Big Bang Theory,32,4
