index,character,episode,line,season,show,characters_spoken,words_spoken
9378,Elaine,50, I didn't get it.,4,Seinfeld,17,4
9379,Jerry,50, Ugh. So you were saying there was this problem.,4,Seinfeld,48,9
9381,Jerry,50, Snapple?,4,Seinfeld,9,1
9383,Jerry,50, Go on.,4,Seinfeld,7,2
9385,Jerry,50, Yes.,4,Seinfeld,5,1
9387,Jerry,50, Yeah.,4,Seinfeld,6,1
9389,Elaine,50, Hello!,4,Seinfeld,7,1
9390,Jerry,50," Hi, um. Marla, Elaine.",4,Seinfeld,23,4
9391,Elaine,50," I'm sorry, I didn't know you had company. I just wanted               to return your tape.",4,Seinfeld,91,15
9392,Jerry,50," Oh, thanks a lot, two weeks late. Now that costs me thirty-five               dollars to see Havana.",4,Seinfeld,101,16
9393,Elaine,50," I'm sorry, I really am. I just kept forgetting.",4,Seinfeld,48,9
9395,Elaine,50," No, no, I'm leaving.",4,Seinfeld,21,4
9396,Jerry,50, I like that thing in your hair there.,4,Seinfeld,38,8
9397,Elaine,50, Oh yeah? This woman was selling them at this crazy party               I was at last night. You'll appreciate this. Snapple? ,4,Seinfeld,126,20
9399,Elaine,50," I was talking to this guy, you know, and I just happened               to throw my purse on the sofa. And my diaphragm goes flying out.               So I just froze, you know, ahh! Staring at my diaphragm. You know,               it's just lying there. So then, this woman, the one who sold me               this hair thing, she grabbed it before the guy noticed, so. I mean,               big deal, right? So I carry around my diaphragm, who doesn't? Yeah,               like it's a big, big secret that women carry around their diaphragms.               You never know when you're gonna need it, right?                Ahh. ",4,Seinfeld,627,98
9401,Jerry,50, So we'll talk about the hooks then?,4,Seinfeld,36,7
9403,Elaine,50, What? Was it something I said?,4,Seinfeld,31,6
9404,Jerry,50," She's a virgin, she just told me.",4,Seinfeld,34,7
9405,Elaine,50, Well I didn't know.,4,Seinfeld,20,4
9406,Jerry,50, Well it's not like spotting a toupee.,4,Seinfeld,38,7
9407,Elaine,50, Well you think I should say something? Should I say something?               Should I apologize? Was I being anti-virgin?,4,Seinfeld,122,18
9408,Jerry,50," No, no, I mean...",4,Seinfeld,18,4
9409,Elaine,50, 'Cause I'm not anti-virgin. I'll be right back. ,4,Seinfeld,49,8
9410,Jerry,50," Elaine, Elaine...  Yeah?",4,Seinfeld,25,3
9411,George,50, It's George.,4,Seinfeld,13,2
9412,George,50, She's a virgin?,4,Seinfeld,16,3
9413,Jerry,50, A virgin.,4,Seinfeld,10,2
9414,George,50, Wow. So what're you gonna do?,4,Seinfeld,30,6
9415,Jerry,50," I don't know. I'm very attracted to her. That accent, it's               so sexy.",4,Seinfeld,82,13
9416,George,50," I don't think I could do it. You know, they always remember               the first time. I don't want to be remembered. I wanna be forgotten.",4,Seinfeld,143,25
9417,Jerry,50," You need a little pioneer spirit. You know, you don't have               any of that Lewis and Clark in you.",4,Seinfeld,109,19
9418,George,50," You know, sometimes those guys don't make it back.  I'm really hungry.",4,Seinfeld,71,12
9419,Jerry,50," Yeah, me too.",4,Seinfeld,14,3
9420,George,50, We gotta get something. I don't want to go to that meeting               on an empty stomach. Let's get some Chinese. You wanna order it?,4,Seinfeld,138,24
9421,Jerry,50," All right, but then we gotta get some work done. Let me               just call Kramer, see if want anything.  Hey, we ordering               Chinese food. If you want anything--  let               me know what it is and I'll order for you.",4,Seinfeld,241,39
9422,Kramer,50, I'm in. Let's go for it.,4,Seinfeld,25,6
9423,George,50, What do you want?,4,Seinfeld,18,4
9424,Kramer,50," I don't care, whatever.",4,Seinfeld,24,4
9425,George,50, I'll tell you what. Why don't we just get a couple of dishes               and we'll just share 'em.,4,Seinfeld,101,18
9426,Kramer,50, Okay. What are you getting?,4,Seinfeld,28,5
9427,George,50, I'm gonna get a Chow Fung.,4,Seinfeld,27,6
9428,Kramer,50, What's a Chow Fung?,4,Seinfeld,20,4
9429,George,50, It's a broad noodle.,4,Seinfeld,21,4
9430,Kramer,50," What do you mean, a broad noodle?",4,Seinfeld,34,7
9431,George,50, It's a big flat noodle.,4,Seinfeld,24,5
9432,Kramer,50, Well I don't want a big flat noodle.,4,Seinfeld,37,8
9433,George,50, What kind of noodle do you want?,4,Seinfeld,33,7
9434,Kramer,50, Who says I want a noodle?,4,Seinfeld,26,6
9435,George,50," All right, look. I'm getting the Chow Fung. You don't have               to have any.",4,Seinfeld,86,14
9436,Kramer,50, All right. I'll get pea pods and you can't have any of               my pea pods.,4,Seinfeld,82,15
9437,George,50, Fine.,4,Seinfeld,6,1
9438,Kramer,50, Get extra MSG.,4,Seinfeld,15,3
9439,Elaine,50," Look, Marla. This whole sex thing is totally overrated.               Now, here's the one thing you've gotta be ready for is how the man               changes into a completely different person five seconds after it's               over. I mean, something happens to their personality it's really               quite astounding. It's like they committed a crime and they want               to flee the scene before the police get there.",4,Seinfeld,437,63
9441,Elaine,50," Yeah, pretty much, yeah. Well, the smart ones start working               on their getaway stories during dinner. How, you know, they gotta               get up early tomorrow. What is about being up early? They all turn               into farmers suddenly.",4,Seinfeld,258,37
9443,Elaine,50, Eh.,4,Seinfeld,4,1
9444,Jerry,50," All right, let's go. We don't have much time before the               meeting. ",4,Seinfeld,80,12
9445,George,50, Where's the food? What happened to Ping?,4,Seinfeld,41,7
9446,Jerry,50," Don't worry, he'll be here. Look, we only got about two               hours. We just need to come up with one good story so we can get               through this meeting.  There's your food.",4,Seinfeld,191,32
9447,George,50," Hey, what about this? I'm in a car accident. The motorist               is uninsured, you with me?",4,Seinfeld,99,16
9448,Jerry,50, Yeah.,4,Seinfeld,6,1
9449,George,50," My car's totaled. It's all his fault and now, he has absolutely               no money. There is no way that he can pay me. So the judge decrees               that he becomes my butler.",4,Seinfeld,186,32
9450,Jerry,50, Your butler?,4,Seinfeld,13,2
9451,George,50," Right. He cooks my food, he cleans my house, he does all               my shopping for me. And there you go, that's your program.",4,Seinfeld,130,23
9452,Jerry,50, What about me?,4,Seinfeld,15,3
9453,George,50," Don't worry, we'll find something for you. ",4,Seinfeld,44,7
9454,Jerry,50,"  That's the stupidest idea I ever heard.               Sentenced to be a butler.  Ping, what happened?",4,Seinfeld,103,15
9455,Elaine,50, There was a bit of an accident.,4,Seinfeld,32,7
9457,Jerry,50, What happened?,4,Seinfeld,15,2
9458,Elaine,50," Marla and I went out for coffee and afterwards I was crossing               the street and he was biking right towards me. So I got out of the               way just in time, but then he ran into a parked car. He hit his               head and everything went flying.",4,Seinfeld,268,47
9459,George,50, Something happened to the food?,4,Seinfeld,32,5
9461,Jerry,50, Should I call an ambulance? Do you wanna see a doctor?,4,Seinfeld,55,11
9463,George,50,  The pea pods? All you saved               was the pea pods? ,4,Seinfeld,62,10
9464,Kramer,50," Hey, you got the food?",4,Seinfeld,23,5
9465,Jerry,50," Yeah, here.",4,Seinfeld,12,2
9466,Kramer,50," What took you so long? Hey, Ping!",4,Seinfeld,34,7
9468,Kramer,50, Yeah. Where's yours?,4,Seinfeld,21,3
9469,George,50, He dropped it.,4,Seinfeld,15,3
9470,Kramer,50," Oh, that's too bad.",4,Seinfeld,20,4
9471,Elaine,50," You should slow down, you know that? It's dangerous to               go that fast.",4,Seinfeld,83,13
9473,Kramer,50,"  Hey, you watchin' Oprah?",4,Seinfeld,26,4
9474,Elaine,50,  I did not jaywalk.,4,Seinfeld,20,4
9475,Jerry,50,  You're givin' him back that TV.,4,Seinfeld,33,6
9477,Kramer,50,"  No, I don't want it back.",4,Seinfeld,27,6
9479,George,50,  We got work to do. What about the meeting?,4,Seinfeld,44,9
9480,Kramer,50,"  Hey, look. An hour with Patrick Swayze.",4,Seinfeld,41,7
9481,Jerry,50," A month and a half we had. We did nothing. I can't believe               we put it off until today and then we couldn't do anything because               Elaine runs out to apologize to a virgin, crosses against a light,               and knocks over a Chinese delivery boy. Now we're gonna make fools               of ourselves, we got nothing. You're not even in show business.               I gotta reputation. You drag me into the sewer with you. I've been               on TV buddy boy. You know how fast word spreads in show business?               It's like that  , like that! One bad impression,               you're outta the business!",4,Seinfeld,645,100
9482,George,50," All right, let's postpone it. Let's get out of here.",4,Seinfeld,53,10
9483,Jerry,50, What do you mean? They know we're here.,4,Seinfeld,40,8
9484,George,50," I'll fake an illness.  My back! My back! I               can't believe, my back.",4,Seinfeld,81,13
9485,Jerry,50," No, no, would you get up?",4,Seinfeld,26,6
9486,George,50," I can do this, Jerry.",4,Seinfeld,22,5
9487,Jerry,50, No.,4,Seinfeld,4,1
9488,George,50," All right, I'll tell them my sister died.  My poor sister died. She was standing and then she was laughing               and then they SHOT her! That's the kind of sick city that we're               livin' in. They shoot you for laughing. I must go and comfort my               poor family. Jerry, take me home so I can comfort my... my poor               family.",4,Seinfeld,364,60
9489,Jerry,50, What?,4,Seinfeld,6,1
9490,George,50, That's David Letterman. I just saw David Letterman walk               by. I'll be right back. ,4,Seinfeld,95,14
9492,Jerry,50," Yes, I was very wise to hitch my wagon to his star. ",4,Seinfeld,53,12
9494,Jerry,50," Hi, how are you doing? Nice to see you all here. Hello.",4,Seinfeld,56,12
9496,Jerry,50," Oh, uh, nice to meet you. Where's Russell?",4,Seinfeld,43,8
9498,Jerry,50," Oh, poor Blossom. ",4,Seinfeld,19,3
9501,Jerry,50," Oh, he ran to say something to David Letterman.",4,Seinfeld,48,9
9503,Jerry,50," Yeah, he just walked by. ",4,Seinfeld,26,5
9505,Jerry,50," Yeah, good idea.",4,Seinfeld,17,3
9507,Jerry,50," Good, good, we've got a lot of ideas.",4,Seinfeld,38,8
9509,Jerry,50," Have you ever been to a Chinese restaurant and they tell               you it'll be, like, five minutes for a table and you wind up waitin'               there for, like, thirty minutes? Well, we thought it would be very               funny to do an entire show where all you're doin' is waitin' for               the table.  Because we've all been in               that situation. You know, you're waiting... and you're hungry...               and you bump into somebody you know... When is Russell coming back?",4,Seinfeld,513,78
9511,Jerry,50," Well no, that's one. We have many others. We have an idea               where, uh, I get into an accident with a guy who has no insurance               and the judge sentences him to be my butler.  You               know he cooks for me, he has to cook for me... He cleans my house,               he's doin' my shopping, you know? I'm walkin' around with one of               those big neck collars.",4,Seinfeld,400,67
9514,George,50," You tellin' 'em about the butler story? Is that beautiful               or what? Hey, sorry I'm late.  Russell?",4,Seinfeld,112,17
9516,George,50," Oh, Rita. Hey, Mr. Shermack, how're you doing, good to               see you. Jay, always a pleasure.  Sweetie.  Yeah, yeah, that butler idea,               that's beautiful. Isn't that killer?  I thought               I was getting the butler.",4,Seinfeld,245,34
9517,Jerry,50," Don't worry, uh, we'll find something for you.",4,Seinfeld,47,8
9518,Jerry,50," So Letterman didn't spark to your idea, huh?",4,Seinfeld,45,8
9519,George,50," No, he said there was nothing he could do, and next time               I should probably break the Prozacs in half.",4,Seinfeld,116,20
9520,Kramer,50," You, you guys wanna hold it down? I'm watchin' Jeopardy.",4,Seinfeld,57,10
9521,Jerry,50, Would you give him the TV back?,4,Seinfeld,32,7
9522,Kramer,50," Oh, by the way, George. Susan called for you a minute ago.",4,Seinfeld,59,12
9523,George,50, I bet they're probably doing summersaults about us over               there. You think they get butler stories like that everyday? ,4,Seinfeld,132,19
9524,Kramer,50,  Who is Joseph Cotton? Giddee up!,4,Seinfeld,34,6
9526,George,50," Hi, it's me. It's Georgie Boy. What's going on?",4,Seinfeld,48,9
9528,George,50, Fired? Why?,4,Seinfeld,12,2
9530,Kramer,50,  What is pi? Ooh! Giddee up again.,4,Seinfeld,35,7
9531,George,50, But I had no... I didn't realize.,4,Seinfeld,34,7
9533,George,50, I just feel terrible This is just terrible.,4,Seinfeld,44,8
9534,Kramer,50,"  What is the cha-cha? Ooh, yes indeed.",4,Seinfeld,39,7
9536,George,50,"  this is great! He fired her!               This is incredible, he fired her. I'm out, baby! I'm out!",4,Seinfeld,102,17
9537,Jerry,50, Why did he fire her?,4,Seinfeld,21,5
9538,George,50," Because I kissed her in the meeting. Russell found out,               he fired her over the phone. Finally, my stupidity pays off!",4,Seinfeld,131,21
9539,Kramer,50," What is here comes the judge, here comes the judge!",4,Seinfeld,52,10
9540,Jerry,50, You can't break up with her now. Her life is shattered.               You got her fired. You gotta be there for her.,4,Seinfeld,117,21
9541,George,50, What?,4,Seinfeld,6,1
9542,Jerry,50, You gotta at least wait until she gets another job.,4,Seinfeld,52,10
9543,George,50, Another job?,4,Seinfeld,13,2
9544,Jerry,50, Couple of interviews.,4,Seinfeld,22,3
9545,George,50," Oh, this is unbelievable. I'm stuck. Every time I think               I'm out, they pull me back in. ",4,Seinfeld,102,17
9547,Jerry,50, What? Leave? Where? Why?,4,Seinfeld,25,4
9549,Jerry,50, Why would I leave? This is my apartment.,4,Seinfeld,41,8
9551,Jerry,50, Who gave you this idea I would wanna leave?,4,Seinfeld,44,9
9553,Jerry,50," Listen, I wouldn't put too much stock into what Elaine has               to say about relationships. She comes from a broken home, and I               mean that literally. A tree fell on her roof and cracked the whole               structure. Her parents got along beautifully, but her house was               in bad shape.",4,Seinfeld,324,49
9555,Jerry,50, What else did you say to her?,4,Seinfeld,30,7
9556,Elaine,50, Nothin'. I was just givin' her the straight dope.,4,Seinfeld,50,9
9557,Jerry,50," More like a dope was giving it to her straight. Another               cup of coffee with you, she'll wind up in a convent.",4,Seinfeld,123,22
9558,Elaine,50," Listen, there was a lot more I could've told her, believe               me.",4,Seinfeld,76,12
9559,Jerry,50, What is that about leaving after sex? Did I ever leave with               you?,4,Seinfeld,79,13
9560,Elaine,50, You might've if I'd stayed. So you know what? I got served               with papers today. Ping is suing me. I need your virgin as a witness.               You better be nice to her.,4,Seinfeld,184,32
9561,Jerry,50, I was trying to be.,4,Seinfeld,20,5
9562,Elaine,50," Look at George.  He               lucked out, huh?",4,Seinfeld,51,7
9563,Jerry,50," Oh, you're not kiddin'. Who'd 've figured Susan would break               up with him? They had a good thing going.",4,Seinfeld,116,19
9564,Elaine,50," Yeah, since she met him she's been vomited on, her family               cabin's been burned down, she learned her father's a homosexual,               and she got fired from a high paying network job. Yeah, they had               a real good thing going.",4,Seinfeld,255,39
9565,George,50," What do I do? Well actually, I'm a writer. In fact, I'm               writing a comedy pilot for NBC right now.",4,Seinfeld,112,20
9574,Jerry,51,  Let me ask you a question.,4,Seinfeld,28,6
9575,Elaine,51, Mm-hm.,4,Seinfeld,7,1
9576,Jerry,51," You're a hostage, captured by terrorists-",4,Seinfeld,42,6
9577,Elaine,51,"  Who, me?",4,Seinfeld,10,2
9578,Jerry,51," You, anybody - whatever. You're in the little room, you're               chained to the floor, you're there for a long time.. do you think               they would ever consider doing",4,Seinfeld,184,28
9579,Elaine,51,"  They have to, it's in the Geneva Convention.",4,Seinfeld,46,8
9580,Kramer,51,"  You! Take off your socks,               your pants, your underwear. We're doing the wash. C'mon! Take it               off, take it off!",4,Seinfeld,138,20
9581,Kramer,51," Hey, Georgie.",4,Seinfeld,14,2
9583,Jerry,51,  What's the matter?,4,Seinfeld,20,3
9584,George,51,  My mother caught me.,4,Seinfeld,22,4
9585,Jerry,51," ""Caught"" you? Doing what?",4,Seinfeld,26,4
9586,George,51, You know.  I was alone..,4,Seinfeld,25,5
9587,Elaine,51,  You mean..?!,4,Seinfeld,14,2
9588,George,51,  Uh-huh.,4,Seinfeld,9,1
9589,Kramer,51,  She caught you?,4,Seinfeld,17,3
9590,Jerry,51, Where?,4,Seinfeld,7,1
9591,George,51,"  ..I stopped by the house               to drop the car off, and I went inside for a few minutes.. Nobody               was there - they're supposed",4,Seinfeld,149,24
9592,Jerry,51," ""Glamour""?",4,Seinfeld,11,1
9593,George,51," ..So, one thing lead to another..",4,Seinfeld,34,6
9594,Jerry,51," So, what did she do?",4,Seinfeld,21,5
9595,George,51," First she screams, ""George, what are you doing?! My               God!"" And it looked like she was gonna faint - she started               clutching the wall, trying to hang onto it.",4,Seinfeld,183,29
9597,George,51," I didn't know whether to try and keep her from falling,               or zip up.",4,Seinfeld,81,14
9598,Jerry,51, What did you do?,4,Seinfeld,17,4
9599,George,51, I zipped up!,4,Seinfeld,13,3
9600,Elaine,51,"  So, she fell?",4,Seinfeld,15,3
9601,George,51," Yeah.  Well, I couldn't run over there the way I was!",4,Seinfeld,54,11
9602,Elaine,51," No, I guess you couldn't have..",4,Seinfeld,32,6
9603,Jerry,51,"  No, I wouldn't               think so.",4,Seinfeld,40,5
9604,Elaine,51,  ..done that.,4,Seinfeld,14,2
9605,George,51," So, she fell, and then she started screaming, ""My               back! My back!"" So, I picked her up and took her to the hospital.",4,Seinfeld,130,23
9606,Elaine,51,  How is she?,4,Seinfeld,13,3
9607,George,51,  She's in traction.,4,Seinfeld,20,3
9608,Elaine,51,"  Ok, I'm sorry.",4,Seinfeld,16,3
9609,George,51," It's not funny, Elaine.",4,Seinfeld,24,4
9610,Elaine,51,  I know. I'm sorry. I'm serious.,4,Seinfeld,33,6
9611,George,51," Her back went out. She's gotta be there for a couple of               days. All she said on the way over in the car was, ""Why, George,               why?!"".. I said, ""Because it's",4,Seinfeld,180,31
9612,Jerry,51," ""Glamour""?",4,Seinfeld,11,1
9613,George,51,"  Well, I'll tell you this, though - I am never               doing.. that , again.",4,Seinfeld,83,14
9614,Elaine,51," What, you mean, in your mother's house, or all together?",4,Seinfeld,57,10
9615,George,51,  All together.,4,Seinfeld,15,2
9616,Elaine,51," Oh, gimme a break..",4,Seinfeld,20,4
9617,Jerry,51,  Ohhh yeah.. right.,4,Seinfeld,20,3
9618,Kramer,51," Oh, like you're gonna stop?",4,Seinfeld,28,5
9620,George,51, You don't think I can?,4,Seinfeld,23,5
9621,Jerry,51, No chance.,4,Seinfeld,11,2
9622,George,51,  You think you could?,4,Seinfeld,22,4
9623,Jerry,51," Well, I know I could hold out longer than you.",4,Seinfeld,47,10
9624,George,51, Care to make it interesting?,4,Seinfeld,29,5
9625,Jerry,51," Sure, how much?",4,Seinfeld,16,3
9626,George,51, A hundred dollars.,4,Seinfeld,19,3
9627,Jerry,51,  You're on.,4,Seinfeld,12,2
9628,Kramer,51,"  Wait a second, wait a second. Count me in               on this. ",4,Seinfeld,67,11
9629,Jerry,51, You?,4,Seinfeld,5,1
9630,Kramer,51, Yeah.,4,Seinfeld,6,1
9631,Jerry,51, You'll be out before we get the check.,4,Seinfeld,39,8
9632,Elaine,51,"  I want to be in on this, too.",4,Seinfeld,31,8
9634,Elaine,51, Why?,4,Seinfeld,5,1
9635,Jerry,51,  It's apples and oranges..,4,Seinfeld,27,4
9636,Elaine,51, What? Why?                Why?,4,Seinfeld,31,3
9637,Jerry,51, Because you're a woman!,4,Seinfeld,24,4
9638,Elaine,51, So what?,4,Seinfeld,9,2
9639,Jerry,51, It's easier for a woman not to do it than a man.,4,Seinfeld,49,12
9640,Elaine,51,  Oh.,4,Seinfeld,5,1
9641,Jerry,51," We have to do it. It's part of our lifestyle. It's like,               uh.. shaving.",4,Seinfeld,85,14
9642,Elaine,51," Oh, that is such bologna. I shave my legs.",4,Seinfeld,43,9
9643,Kramer,51,  Not everyday.,4,Seinfeld,15,2
9644,George,51," Alright, look, you want to be in?",4,Seinfeld,34,7
9645,Elaine,51, Yeah!,4,Seinfeld,6,1
9646,George,51, You gotta give us odds. At least two to one - you gotta               put up two-hundred dollars.,4,Seinfeld,98,17
9647,Kramer,51," No, a thousand!",4,Seinfeld,16,3
9648,Elaine,51," No, I'll - I'll put up one-fifty.",4,Seinfeld,34,7
9649,George,51," Alright, you're in for one-fifty.",4,Seinfeld,34,5
9650,Jerry,51,"  Okay, one-fifty.",4,Seinfeld,18,2
9651,George,51," Alright, now, how are we gonna monitor this thing?",4,Seinfeld,51,9
9652,Jerry,51," Well, obviously, we all know each other very well,  I'm sure that we'll all feel comfortable within               the confines of the honor system.",4,Seinfeld,148,23
9653,Kramer,51, Alright. ,4,Seinfeld,10,1
9655,George,51,"  No, ma, I'm not gonna see a psychiatrist. N- I               don't care if you do pay for it! No! Discussion over. Yeah, alright,               I'll see you later. Yes, of course",4,Seinfeld,180,30
9656,Jerry,51,  ..Yeah?,4,Seinfeld,9,1
9657,George,51,  Whatever.,4,Seinfeld,11,1
9658,Jerry,51, How is she?,4,Seinfeld,12,3
9659,George,51,  She'll be fine. I gotta go to the hospital               to see her tonight.,4,Seinfeld,78,13
9660,Jerry,51,  Yeah?,4,Seinfeld,7,1
9661,Elaine,51, It's me.,4,Seinfeld,9,2
9662,Jerry,51, Come on up. ,4,Seinfeld,13,3
9663,George,51," Hey, what are you doing tonight?",4,Seinfeld,33,6
9664,Jerry,51,  Dating Marla.,4,Seinfeld,15,2
9665,George,51," Oh, the virgin?",4,Seinfeld,16,3
9666,Jerry,51, Yeah.,4,Seinfeld,6,1
9667,George,51," Any, uh.. progress, there? What's the latest?",4,Seinfeld,46,7
9668,Jerry,51," Well, I got my troops amassed along the border - I'm just               waiting for someone to give me the go-ahead.",4,Seinfeld,117,20
9669,Kramer,51," Hey, look at this, c'mere. There's a naked woman across               the street.",4,Seinfeld,82,12
9670,Jerry,51, Where?,4,Seinfeld,7,1
9671,Kramer,51, Second floor from the top.  See the window on               the left?,4,Seinfeld,70,11
9672,George,51,  Wow!,4,Seinfeld,6,1
9673,Jerry,51,  Who walks around the house like that?!,4,Seinfeld,40,7
9674,George,51,"  Maybe she's a nudist. You know, those nudist               colony people..",4,Seinfeld,76,10
9675,Kramer,51, ..Yeah..  yeah.. ,4,Seinfeld,18,2
9676,Jerry,51," Hey, let me ask you a question. In these nudist colonies,               do they eat naked in the dining room?",4,Seinfeld,110,19
9677,George,51, I would imagine it's all naked.,4,Seinfeld,32,6
9678,Jerry,51," What about the chamber maids? Are they naked, too?",4,Seinfeld,51,9
9679,George,51,"  They're naked, the gardeners               naked.. the bellhops.  One               big nude-a-rama.",4,Seinfeld,102,10
9680,Elaine,51, Hey.,4,Seinfeld,5,1
9682,Elaine,51," Well,  where's my money? Who caved?",4,Seinfeld,36,6
9683,Jerry,51,  Not me.,4,Seinfeld,9,2
9684,George,51,  Not me.,4,Seinfeld,9,2
9685,Elaine,51, What're you looking at?,4,Seinfeld,24,4
9686,Jerry,51, There's a naked woman across the street.,4,Seinfeld,41,7
9687,Elaine,51,"  This is gonna be the easiest money               I've ever made in my life.  So, my fried,               Joyce, is teaching an aerobics",4,Seinfeld,137,21
9688,Jerry,51,  Yeah.. the - the waitress should've taken it               back.,4,Seinfeld,66,9
9689,Elaine,51,"  So               then, I got a call this morning. You know, I was, uh, chosen to               go on the space shuttle. We're goin'",4,Seinfeld,133,22
9690,Jerry,51,  Uh-huh.,4,Seinfeld,9,1
9691,George,51, Have a good time.,4,Seinfeld,18,4
9692,Kramer,51,  I'm out!,4,Seinfeld,10,2
9693,Elaine,51, What?!,4,Seinfeld,7,1
9694,Kramer,51," Yeah, I'm out - I'm out of the contest.",4,Seinfeld,40,9
9695,George,51, You're out?!,4,Seinfeld,13,2
9696,Kramer,51," Yeah, yeah..  what?",4,Seinfeld,20,3
9697,Elaine,51," Well, that was fast!",4,Seinfeld,21,4
9698,Jerry,51," Well, it was that woman across the street.  You               know, you better be careful, buddy. She's gonna get you next. (Walks               out, shutting the door",4,Seinfeld,168,25
9699,Elaine,51, ..And then there were three.,4,Seinfeld,29,5
9701,Elaine,51," I don't understand you. I really don't. You have nothing               better to do at three o' clock in the afternoon? I go out for a               quart of milk, I come home, and find",4,Seinfeld,186,33
9702,George,51,  Ma.,4,Seinfeld,5,1
9704,George,51," Ma, people can hear you.",4,Seinfeld,25,5
9706,George,51,"  Alright, Ma, that's enough!",4,Seinfeld,29,4
9708,George,51, No! I am not going to see a psychiatrist!,4,Seinfeld,42,9
9710,George,51,  Because I don't want to.,4,Seinfeld,26,5
9712,George,51," Well, I am not going.",4,Seinfeld,22,5
9715,George,51,"  Is that important, really? What is this, a police               investigation? The woman's been through enough. She has to relive               the experience now?!",4,Seinfeld,166,22
9719,George,51,  Yeah.. television.,4,Seinfeld,20,2
9726,Elaine,51," Oh, it's been a while.",4,Seinfeld,23,5
9728,Elaine,51,"  Yeah. yeah, I'm really.. psyched.",4,Seinfeld,35,5
9730,Elaine,51, Why is that?,4,Seinfeld,13,3
9732,Elaine,51,"  Oh, my God.  John F. Kennedy               Junior's here!",4,Seinfeld,59,8
9734,Elaine,51,  In my class? John Kennedy's               gonna be in my class?!,4,Seinfeld,66,10
9736,Elaine,51, Yeah. Butt. Butt. Great butt. John-John's butt.,4,Seinfeld,48,7
9739,Jerry,51," ""Slow it down""?",4,Seinfeld,16,3
9741,Jerry,51," Ah, yeah.. I know.",4,Seinfeld,19,4
9743,Jerry,51," Yeah, yeah.. of course. What, do you think I care about               the sex? What kind of person do you think I am? That doesn't mean               anything to me.  I don't",4,Seinfeld,175,30
9745,Jerry,51,"  Sure, Saturday night.",4,Seinfeld,23,3
9747,Jerry,51, Goodnight.  Not               just a good night - a great night. ,4,Seinfeld,66,10
9750,Kramer,51,  Goood Moorrrnninng!,4,Seinfeld,21,2
9751,Jerry,51,"  Yeah, good morning.",4,Seinfeld,21,3
9752,Kramer,51," Ha, ha! Nothing like some good solid sack time. ",4,Seinfeld,49,9
9753,Jerry,51, She's not there. She's doin' her wash.,4,Seinfeld,39,7
9754,Kramer,51,"  Oh. So, did you make it through               the night?",4,Seinfeld,58,9
9755,Jerry,51,"  Yes, I'm proud to say I did!",4,Seinfeld,30,7
9756,Kramer,51," So, you're still master of your domain.",4,Seinfeld,40,7
9757,Kramer,51," Woah, woah, woah. What-what did you just say?",4,Seinfeld,46,8
9758,Jerry,51," I can't take it anymore! She's driving me crazy! I can't               sleep, I can't leave the house, and I' here, I'm climbin' the walls.               Meanwhile, I'm dating a virgin, I'm in",4,Seinfeld,193,31
9759,Kramer,51," Do you hear what you're saying?! Can you hear it?!  This is a beautiful woman walking around naked,               and you want to tell her to",4,Seinfeld,142,25
9760,Jerry,51,"  Well, I'm doin' it, get out of my way.",4,Seinfeld,40,9
9761,Kramer,51,"  No, no, no, no. You can't! You can't! This               is something that comes about once in a lifetime! When we were boys,               looking through our",4,Seinfeld,161,25
9763,Jerry,51," Look, I'm sorry-",4,Seinfeld,17,3
9764,Kramer,51," No, I'm not gonna let you do it, Jerry.",4,Seinfeld,40,9
9765,Jerry,51," Kramer,  get outta my way!",4,Seinfeld,27,5
9766,Kramer,51,"  No, no, no. Don't do it. Don't do it! For my               sake! God knows I don't ask you for much!  Now, come on.               Please, Jerry. Please! I'm",4,Seinfeld,158,27
9767,Jerry,51, Alright.. ,4,Seinfeld,11,1
9768,Kramer,51, Yes!,4,Seinfeld,5,1
9769,Jerry,51, ..Alright.,4,Seinfeld,11,1
9770,Kramer,51,"  Thank you, thank you, thank you.               ",4,Seinfeld,49,6
9771,Jerry,51, She's not there!,4,Seinfeld,17,3
9772,Kramer,51," Oh, I can wait..",4,Seinfeld,17,4
9774,Jerry,51, So the nurse was giving her a sponge bath?,4,Seinfeld,43,9
9775,George,51, Every night at six-thirty. The nurse was gorgeous.. then               I got a look at the patient..  I was going               nuts.,4,Seinfeld,134,20
9776,Jerry,51," Oh, man. Well, I guess you'll be going back to that hospital.",4,Seinfeld,62,12
9777,George,51,"  Well, my mother, Jerry..",4,Seinfeld,26,4
9778,Jerry,51,  But are you still master of your domain?,4,Seinfeld,42,8
9779,George,51,  I am king of the county. You?,4,Seinfeld,31,7
9780,Jerry,51, Lord of the manor.,4,Seinfeld,19,4
9781,Elaine,51, John F. Kennedy Jun-ya!,4,Seinfeld,24,4
9782,Jerry,51, What?,4,Seinfeld,6,1
9783,Elaine,51,  He was in my aerobics class.,4,Seinfeld,30,6
9784,Jerry,51, Really? Did you talk to him?,4,Seinfeld,29,6
9785,Elaine,51," No, you don't understand - he was working out right in               front of me. So, listen, after the class was over, I timed my walk               to the door so we'd get there at",4,Seinfeld,183,33
9786,George,51," ""Quite a workout""? What did you say?",4,Seinfeld,37,7
9787,Elaine,51,"  I said, ""yeah.""",4,Seinfeld,17,3
