id,character,episode,line,season,show,characters_spoken,words_spoken,,,character,episode,line,season,show,characters_spoken,words_spoken
18836,Stan,10,"Yeah dude, that's pretty funny.",15,Southpark,31,5,,,,,,,,,
18837,Butters,10,It's megasuperhilarious! ,15,Southpark,25,2,,,,,,,,,
18838,Cartman,10,"Uh, hey Jenny. Sup?",15,Southpark,19,4,,,,,,,,,
18840,Cartman,10,"Did you hear about Pete Melman? Pretty messed up, huh?",15,Southpark,54,10,,,,,,,,,
18842,Cartman,10,"So... whatcha doin' for lunch? Eh, my mom packed me the best stuff. She even baked cupcakes. ",15,Southpark,93,17,,,,,,,,,
18844,Cartman,10,I was just thinkin' that... m-m-maybe we could... eat lunch together. I've always kind of...  liked you.,15,Southpark,104,17,,,,,,,,,
18846,Cartman,10,"I know. Ah I know you don't like me back. I ju- Yeah, you know, the- this was stupid, I'm sorry. Will you just take a cupcake?  Oh, don't take the cupc- I, I'm sorry. I, I'm sorry I wasted your time. ",15,Southpark,200,42,,,,,,,,,
18848,Mr. Garrison,10,"And now number 17 many of you got wrong as well. The correct answer was D, whales are mammals. ",15,Southpark,95,19,,,,,,,,,
18850,Mr. Garrison,10,They're not fish like some of you retards chose.,15,Southpark,48,9,,,,,,,,,
18851,Cartman,10,"You okay, Jenny?",15,Southpark,16,3,,,,,,,,,
18853,Cartman,10,"Excused? Oh, oh but we are in the middle of class. ",15,Southpark,51,11,,,,,,,,,
18854,Mr. Garrison,10,What's the matter?,15,Southpark,18,3,,,,,,,,,
18856,Mr. Garrison,10,Well okay.,15,Southpark,10,2,,,,,,,,,
18857,Cartman,10,"Ah, Mr. Garrison, I don't think that's quite fair, uh I mean, you rarely let us get up and leave during the class.",15,Southpark,114,23,,,,,,,,,
18859,Cartman,10,"Well just, give it a couple of minutes, Jenny. It could just be a cramp.",15,Southpark,72,15,,,,,,,,,
18862,Cartman,10,Oh my God! Jenny Simons crapped her pants!  Did you hear that?!  It's WAY worse than Pete Melman was!,15,Southpark,101,19,,,,,,,,,
18864,Butters,10,Sick!,15,Southpark,5,1,,,,,,,,,
18865,Cartman,10,WAY worse!,15,Southpark,10,2,,,,,,,,,
18868,Cartman,10,"Alright, kewl.",15,Southpark,14,2,,,,,,,,,
18870,Cartman,10,"You said Pete Melman couldn't kill himself! By making Jenny Simon crap her pants worse than Pete, I've made her the number one story on Eavesdropper! ",15,Southpark,150,26,,,,,,,,,
18872,Cartman,10,"Mobody can be made fun of for crapping their pants, and nobody can die!",15,Southpark,71,14,,,,,,,,,
18874,Cartman,10,"Jesus Christ!  Okay, okay.  Um, Jesus-  ah... Okay, look.  Okay those, those tests we took last week? The state efficiency tests? How did we do on those?",15,Southpark,153,27,,,,,,,,,
18876,Cartman,10,"Okay, no, they all did awesome! In fact our students did so good on the tests that you...  you decided to reward them all. At lunch you're serving the students pizza from Pizza Hut! But we're going to put laxatives and Arby's horsey sauce in the pizza so that every kid in the school craps their pants after recess. Everyone craps their pants, nobody's singled out, problem solved. ",15,Southpark,382,68,,,,,,,,,
18878,Cartman,10,"Okay, well if you have a better idea, then why am I here? ",15,Southpark,58,13,,,,,,,,,
18880,Stan,10,"Dude, check it out! Eavesdropper found an e-mail from Jenny Simon's boyfriend calling her ""soft-serve Simon.""",15,Southpark,109,16,,,,,,,,,
18881,Kyle,10,That's not funny.,15,Southpark,17,3,,,,,,,,,
18883,Kyle,10,I'm not looking at that!,15,Southpark,24,5,,,,,,,,,
18884,Stan,10,"Come on, dude, it's pretty funny!",15,Southpark,33,6,,,,,,,,,
18885,Kyle,10,It wouldn't be funny if that Web site posted something about you!,15,Southpark,65,12,,,,,,,,,
18886,Stan,10,I wouldn't care.,15,Southpark,16,3,,,,,,,,,
18888,Stan,10,What?,15,Southpark,5,1,,,,,,,,,
18890,Stan,10,"Kenny! Kenny, what the fuck?!",15,Southpark,29,5,,,,,,,,,
18891,Kenny,10,,15,Southpark,0,0,,,,,,,,,
18892,Stan,10,How did Eavesdropper get a hold of my e-mail to you?!,15,Southpark,53,11,,,,,,,,,
18893,Kenny,10,,15,Southpark,0,0,,,,,,,,,
18894,Stan,10,Do you just leave your e-mails open for everyone to read?!,15,Southpark,58,11,,,,,,,,,
18895,Kenny,10,,15,Southpark,0,0,,,,,,,,,
18896,Stan,10,That was a private e-mail from me to you!  Hey Wendy.,15,Southpark,53,11,,,,,,,,,
18898,Kenny,10, ,15,Southpark,1,0,,,,,,,,,
18899,Stan,10,"No, I was telling Kenny he would like it.",15,Southpark,41,9,,,,,,,,,
18901,Stan,10,"Wendy, it was just a quick e-mail to Kenny. New stories pop up on Eavesdropper every hour. People are gonna forget all about this.",15,Southpark,130,24,,,,,,,,,
18903,Stan,10,"This is an issue of trust and privacy! We have to all work together to put an end to Eavesdropper once and for all!  Yes, Kyle.",15,Southpark,127,26,,,,,,,,,
18904,Kyle,10,"So, just to be completely clear, now it isn't funny, right?",15,Southpark,59,11,,,,,,,,,
18905,Stan,10,"Ugh, What's funny about having our private lives hacked into?!",15,Southpark,62,10,,,,,,,,,
18907,Stan,10,"Shut up Butters! What we have to find out is who in the school is running Eavesdropper! I've done an extensive profile, and I've narrowed it down to somebody in this very room!  Now whoever you are, you're a gossiping little bitch!  And we're not gonna-!",15,Southpark,254,46,,,,,,,,,
18909,Stan,10,What? How do you know?,15,Southpark,22,5,,,,,,,,,
18911,Kyle,10,Where is it coming from?,15,Southpark,24,5,,,,,,,,,
18913,Kyle,10,If it's on the school network we can track the IP address.  This way. In here.  Whoever it is using the computer in the music room.,15,Southpark,131,26,,,,,,,,,
18914,Stan,10,We only have music class on Thursday.,15,Southpark,37,7,,,,,,,,,
18916,Kyle,10,Get ready guys. Whoever is in here is the kid that's hacking our e-mails and phone calls! You guys ready?!,15,Southpark,106,20,,,,,,,,,
18917,Stan,10,Oh I'm ready!,15,Southpark,13,3,,,,,,,,,
18918,Kyle,10,One.  Two. Three! ,15,Southpark,18,3,,,,,,,,,
18920,Kyle,10,Get it! ,15,Southpark,8,2,,,,,,,,,
18921,Stan,10,Don't let him get away!,15,Southpark,23,5,,,,,,,,,
18923,Stan,10,What the hell? A stupid rat is in charge of Eavesdropper?,15,Southpark,57,11,,,,,,,,,
18924,Kyle,10,Wikileaks.  It says here his name is Wikileaks.,15,Southpark,47,8,,,,,,,,,
18934,Stan,10,Stop that rat! ,15,Southpark,15,3,,,,,,,,,
18935,Stan,10,Knock it off! ,15,Southpark,14,3,,,,,,,,,
18937,Butters,10,NO Wikileaks! Bad!,15,Southpark,18,3,,,,,,,,,
18938,Cartman,10,"Yup, a few more laxatives on that one, a little more Arby's horsey sauce on there, mhm.",15,Southpark,87,17,,,,,,,,,
18940,Cartman,10,"Yeah, I think they're all ready.",15,Southpark,32,6,,,,,,,,,
18942,Cartman,10,It doesn't matter. Enough students will crap their pants to make everyone forget about Pete Melman and Jenny Simons forever.,15,Southpark,124,20,,,,,,,,,
18944,Cartman,10,"Uh, hold on just a second! I believe we discussed the little matter of my payment?!  I'm not letting you guys screw me over again. Give me what I wanted, now!",15,Southpark,158,31,,,,,,,,,
18946,Cartman,10,Oh my God! Selena Gomez! You  you actually got her to come! ,15,Southpark,60,12,,,,,,,,,
18948,Cartman,10,"No thanks. Okay, proceed.",15,Southpark,25,4,,,,,,,,,
18951,Cartman,10,That. Was. Amazing.,15,Southpark,19,3,,,,,,,,,
18958,Stan,10,"You see? There, look! It says Eavesdropper's biggest story every is coming out this afternoon.",15,Southpark,94,15,,,,,,,,,
18959,Butters,10,Biggest story about who?,15,Southpark,24,4,,,,,,,,,
18963,Kyle,10,What?,15,Southpark,5,1,,,,,,,,,
18965,Stan,10,Lemmiwinks? Our old class gerbil?,15,Southpark,33,5,,,,,,,,,
18966,Kyle,10,What is that thing?,15,Southpark,19,4,,,,,,,,,
18969,Stan,10,Do you know why a gerbil is running around hacking our phone calls and putting our secrets up on the Internet?,15,Southpark,110,21,,,,,,,,,
18973,Kyle,10,Just tell us where Lemmiwinks is being held prisoner so we can kill this stupid rat!,15,Southpark,84,16,,,,,,,,,
18990,Stan,10,Hi. Does a Vernon Trumski live here?,15,Southpark,36,7,,,,,,,,,
18992,Stan,10,"Come on, guys! ",15,Southpark,15,3,,,,,,,,,
18994,Butters,10,There he is!  It's Lemmiwinks! ,15,Southpark,31,5,,,,,,,,,
18995,Stan,10,"Quick, we need something to carry him in!",15,Southpark,41,8,,,,,,,,,
18996,Kyle,10,Here's a shoebox! ,15,Southpark,18,3,,,,,,,,,
18998,Stan,10,"We just need to borrow him, kid. ",15,Southpark,33,7,,,,,,,,,
19000,Stan,10,"Look dude, we don't have much time. Wikileaks is about to post his biggest scoop ever on Eavesdropper! Lemmiwinks can stop him!",15,Southpark,127,22,,,,,,,,,
19003,Kyle,10,Grab him! ,15,Southpark,10,2,,,,,,,,,
19007,Stan,10,"Whoa whoa wait, wait! ",15,Southpark,22,4,,,,,,,,,
19009,Stan,10,Can't this thing go any faster?,15,Southpark,31,6,,,,,,,,,
19010,Butters,10,"Hang on, Lemmiwinks!",15,Southpark,20,3,,,,,,,,,
19012,Stan,10,"Craig, are we still clear?",15,Southpark,26,5,,,,,,,,,
19016,Kyle,10,What the hell happened?!,15,Southpark,24,4,,,,,,,,,
19018,Stan,10,"Please, can this wait? A big story is about to about to come out on Eavesdropper and we have the only way to stop it!",15,Southpark,117,25,,,,,,,,,
19024,Stan,10,"Stop right there, you little rat!",15,Southpark,33,6,,,,,,,,,
19028,Butters,10,Look! I think Lemmiwinks killed him! ,15,Southpark,37,6,,,,,,,,,
19031,Stan,10,Phew. I'm sure glad that's over with.,15,Southpark,37,7,,,,,,,,,
19032,Kyle,10,"Yeah, but you know? I think we all learned an important lesson about laughing at other people's misfortunes.",15,Southpark,108,18,,,,,,,,,
19033,Cartman,10,"Boy, I say.",15,Southpark,11,3,,,,,,,,,
19035,Cartman,10,It's okay Mr. Mackey. I'm totally over it.,15,Southpark,42,8,,,,,,,,,
19037,Cartman,10,"Oh, you're most certainly welcome.",15,Southpark,34,5,,,,,,,,,
19039,Cartman,10,"Are you feeling okay, Mr. Mackey?",15,Southpark,33,6,,,,,,,,,
19041,Cartman,10,I put a lot of Arby's horsey sauce on those.,15,Southpark,44,10,,,,,,,,,
19048,Randy,11,"I mean, look guys, I know it's just the Dolphins, but Tebow is definitely our quarterback for the future. What do you think, Nelson?",15,Southpark,132,24,,,,,,,,,
19050,Randy,11,You didn't see the game? What the hell were you doing?,15,Southpark,54,11,,,,,,,,,
19052,Randy,11,A musical?  Nelson couldn't watch football 'cause his wife made him take her to a musical! ,15,Southpark,91,16,,,,,,,,,
19056,Randy,11,What?,15,Southpark,5,1,,,,,,,,,
19059,Randy,11,Nuh uh.,15,Southpark,7,2,,,,,,,,,
19061,Randy,11,Noh uh.,15,Southpark,7,2,,,,,,,,,
19063,Randy,11,Must be... a pretty hot and steamy show. What's it called?,15,Southpark,58,11,,,,,,,,,
19065,Randy,11,Oh. Wicked.,15,Southpark,11,2,,,,,,,,,
19067,Randy,11,"Hey do you uh, do you want some alcohol or somethin', Sharon?",15,Southpark,61,12,,,,,,,,,
19069,Randy,11,"Okay, I'll be right back.  'Scuse me, sorry. ",15,Southpark,45,8,,,,,,,,,
19070,Randy,11,Can I get a scotch and soda? ,15,Southpark,29,7,,,,,,,,,
19072,Randy,11,"Oh, yeah, it's not really what I expected.",15,Southpark,42,8,,,,,,,,,
19074,Randy,11,"To be honest, I'm just here for the blowjob. From what I heard I figured the show must be really sexy and hot, but... I just don't see it happening.",15,Southpark,148,30,,,,,,,,,
19076,Randy,11,Subliminal messages?,15,Southpark,20,2,,,,,,,,,
19085,Randy,11,"Whoa, no way!",15,Southpark,13,3,,,,,,,,,
19086,Stan,11,"Come on, Larry!  Dude, why does this happen every time?",15,Southpark,55,10,,,,,,,,,
19088,Cartman,11,Coach! Feegan the vegan won't jump off the board! Hey Coach!,15,Southpark,60,11,,,,,,,,,
19089,Randy,11,"You just don't get it, Stotch! I'm telling you, go see Wicked! It's the best time!",15,Southpark,82,16,,,,,,,,,
19091,Randy,11,"She started in the car, and then it lasted the whole drive home, and then, she kept going for like another twenty minutes.",15,Southpark,122,23,,,,,,,,,
19093,Randy,11,"Get tickets, Stotch, it's worth it.",15,Southpark,35,6,,,,,,,,,
19095,Randy,11,"Uh, shit, I don't know, some green chick and a goat or something.",15,Southpark,65,13,,,,,,,,,
19096,Stan,11,"Come on, Feegan, either jump or get off! ",15,Southpark,41,8,,,,,,,,,
19098,Randy,11,"Look, I thought Broadway musicals weren't for me either, but I just didn't know about the whole subtext thing, you know? I couldn't really appreciate 'em till now.",15,Southpark,163,28,,,,,,,,,
19100,Randy,11,Really??,15,Southpark,8,1,,,,,,,,,
19102,Randy,11,"Say Sharon, how would you like to go to New York for the weekend?",15,Southpark,65,14,,,,,,,,,
19104,Randy,11,I got plane tickets and a hotel room! We leave in three hours!,15,Southpark,62,13,,,,,,,,,
19106,Stan,11,"Hey wait, Dad, are you guys really going away? What about us?",15,Southpark,61,12,,,,,,,,,
19107,Randy,11,Oh don't worry. I've taken care of everything! You're staying the weekend with the Feegans!,15,Southpark,91,15,,,,,,,,,
19109,Stan,11,No. Dad. Please don't do this!,15,Southpark,30,6,,,,,,,,,
19117,Stan,11,"Dad? Dad, you have to come back. This isn't working out.  Please answer the phone Dad.  Dad?",15,Southpark,92,17,,,,,,,,,
19136,Randy,11,"Oh man! It was great! A different Broadway show every night! I'm telling you guys, New York is the place to be!",15,Southpark,111,22,,,,,,,,,
19138,Randy,11,"It felt like a dream, bro. Broadway is simply the greatest time a dude can have. Just kind of sucks to be back here now, you know? I mean there's no culture here. Only Broadway show in Denver is ""Wicked"" and I've already taken Sharon to see it twenty three times.",15,Southpark,263,51,,,,,,,,,
19142,Randy,11,Hey. Wait a minute. Why not bring Broadway to South Park?,15,Southpark,57,11,,,,,,,,,
19144,Randy,11,"Think about it, brah. How hard can writing a musical be? We need some musicians, some actors. We can put on our own shows right here in town.",15,Southpark,141,28,,,,,,,,,
19167,Randy,11,"And hold!  Sorry folks, we're in a hold. Just freeze right there.  Uhh, this better be important.",15,Southpark,97,17,,,,,,,,,
19169,Randy,11,"Really? Oh my Gaw!  Take a break, guys. this could be it!",15,Southpark,57,12,,,,,,,,,
19176,Randy,11,"Not much, sup with you guys?",15,Southpark,28,6,,,,,,,,,
19180,Randy,11,"Same as you guys. Trying to get men lengthier, better-quality blowjobs.",15,Southpark,71,11,,,,,,,,,
19183,Randy,11,My musical has lots of subtext.,15,Southpark,31,6,,,,,,,,,
19185,Randy,11,And then she does. It's a metaphor.,15,Southpark,35,7,,,,,,,,,
19188,Randy,11,Well sorry if you guys think you have a monopoly on subtext! But us up-and-comers have a voice too!,15,Southpark,99,19,,,,,,,,,
19190,Randy,11,"Sorry if my work isn't up to your standards!  And now I need to get back to rehearsals.  Oh. And if ""Splooge-Drenched Blowjob Queen"" wins the Tony, don't expect to be invited to my after party. ",15,Southpark,194,36,,,,,,,,,
19196,Randy,11,"Uh, and hold.  Sorry folks, we're in a hold.  What is it now?",15,Southpark,61,13,,,,,,,,,
19198,Randy,11,Fine! He wants to bro down?! I'll bro down! ,15,Southpark,44,9,,,,,,,,,
19200,Randy,11,Then what am I supposed to do?! Run?,15,Southpark,36,8,,,,,,,,,
19202,Randy,11,I've studied musicals! I've seen them all! I could do this!  Let's bro down! ,15,Southpark,77,14,,,,,,,,,
19212,Randy,11,Whassup brah?!,15,Southpark,14,2,,,,,,,,,
19214,Randy,11,Sup brah?!,15,Southpark,10,2,,,,,,,,,
19216,Randy,11,"Right here, brah! ",15,Southpark,18,3,,,,,,,,,
19218,Randy,11,What makes you the brauthority brah?!,15,Southpark,37,6,,,,,,,,,
19220,Randy,11,What brah?!,15,Southpark,11,2,,,,,,,,,
19222,Randy,11,What brah?! What brah?!,15,Southpark,23,4,,,,,,,,,
19224,Randy,11,"I do respect you, bro!",15,Southpark,22,5,,,,,,,,,
19226,Randy,11,"I do respect you, bro!",15,Southpark,22,5,,,,,,,,,
19228,Randy,11,"I respect you, bro!",15,Southpark,19,4,,,,,,,,,
19230,Randy,11,Okay! ,15,Southpark,6,1,,,,,,,,,
19234,Randy,11,"Oh man, I'm so glad we put our differences aside! That's what bros do!",15,Southpark,70,14,,,,,,,,,
19237,Randy,11,"Hey, really??",15,Southpark,13,2,,,,,,,,,
19240,Randy,11,"Oh, that is beautiful!",15,Southpark,22,4,,,,,,,,,
19243,Randy,11,Bro'dwaaay!,15,Southpark,11,1,,,,,,,,,
19246,Randy,11,Ooof. ,15,Southpark,6,1,,,,,,,,,
19248,Randy,11,"Hi babe. Sorry, I'm...  kind of hanging out with the guys.",15,Southpark,58,11,,,,,,,,,
19250,Randy,11,"Yeah, yeah, and we really made some progress with the show. Andrew Lloyd Webber and those guys are gonna help us with it.",15,Southpark,121,23,,,,,,,,,
19252,Randy,11,"Aw Sharon, you're the best. I'm not feeling a hundred percent; do you care if I go lay down?",15,Southpark,92,19,,,,,,,,,
19254,Randy,11,Alright babe.,15,Southpark,13,2,,,,,,,,,
19256,Randy,11,Okay. What's Shelly doing?,15,Southpark,26,4,,,,,,,,,
19258,Randy,11,She's WHAT?!,15,Southpark,12,2,,,,,,,,,
19260,Randy,11,OH!  Shelly! Hold on! ,15,Southpark,22,4,,,,,,,,,
19262,Randy,11,"AWWWWWWW! Why didn't you tell me Shelly was gonna see ""Wicked""?!",15,Southpark,64,11,,,,,,,,,
19264,Randy,11,She's too young for that stuff!,15,Southpark,31,6,,,,,,,,,
19266,Randy,11,This is what I get! I drank from the lie that is Broadway and now it has my daughter!,15,Southpark,85,19,,,,,,,,,
19268,Randy,11,I can't!,15,Southpark,8,2,,,,,,,,,
19270,Randy,11,"Aww! Alright, look. There's something I should have told you a long time ago, Sharon. Broadway musicals... aren't what you think they are! They're subliminal propaganda to get women to give more blowjobs! On the outside it's all singing and dancing, but buried in it are commands to perform oral sex. It's called subtext.",15,Southpark,321,54,,,,,,,,,
19272,Randy,11,"D'augh. Do you remember the night after we saw ""Wicked""?",15,Southpark,56,10,,,,,,,,,
19274,Randy,11,"And after ""Lion King"" in New York? ""Godspell""? ""Mamma Mia""?",15,Southpark,59,10,,,,,,,,,
19276,Randy,11,Broadway shows' sole purpose is to make women famished for blowjobs! I'm so sorry Sharon.,15,Southpark,89,15,,,,,,,,,
19278,Randy,11,"No, they're... they're bros, Sharon. Stephen Sondheim, Elton John, Andrew Lloyd Webber... They're total bros who hang out at Hooters. Sharon, I'm so sorry.",15,Southpark,155,24,,,,,,,,,
19280,Randy,11,AAAA!,15,Southpark,5,1,,,,,,,,,
19282,Randy,11,Shelly! ,15,Southpark,8,1,,,,,,,,,
19284,Randy,11,"Shelly? Shelly?  Shelly, come on. We have to go!",15,Southpark,48,9,,,,,,,,,
19286,Randy,11,"Right now, Shelly!  Shelly, you are not watching this trash! Now, come on!",15,Southpark,74,13,,,,,,,,,
19288,Randy,11,Oh you fucking pervert!,15,Southpark,23,4,,,,,,,,,
19290,Randy,11,Shelly! ,15,Southpark,8,1,,,,,,,,,
19292,Randy,11,It's time to put an end to Broadway once and for all! ,15,Southpark,54,12,,,,,,,,,
19297,Randy,11,Sorry! Sorry.,15,Southpark,13,2,,,,,,,,,
19298,Randy,11,Agh! ,15,Southpark,5,1,,,,,,,,,
19302,Randy,11,"Shelly, I'm sorry your little friend was killed by Spider-Man tonight. Just know that... for Spider-Man to do what he did, he must have had a very good reason. Spider-Man works in mysterious ways, Shelly. And wherever he is, he loves you. ",15,Southpark,239,42,,,,,,,,,
19303,Randy,11,"It's just so... wrong! For men to m- manipulate women like that! I don't care how much singing and dancing there is, a woman's mouth is sacred! Tomorrow I am calling Woman's Day magazine, and exposing the whole conspiracy!  I'm sorry, Sharon. I love you.  I shouldn't have tried to brainwash you. You have every right to be mad.",15,Southpark,328,59,,,,,,,,,
19305,Randy,11,Really?,15,Southpark,7,1,,,,,,,,,
19307,Randy,11,"Oh Sharon, you're the best. ",15,Southpark,28,5,,,,,,,,,
19309,Randy,11,"I don't know, but whatever it is, it's worth the ticket price, because couples that pay to see it are stronger, better, and much, much happier.",15,Southpark,143,26,,,,,,,,,
19316,Stan,12,God this sucks!,15,Southpark,15,3,,,,,,,,,
19317,Kyle,12,Four weeks we gotta do this?,15,Southpark,28,6,,,,,,,,,
19318,Cartman,12,"Well let's just suck it up, guys. All we can try to do is have a positive attitude about it. ",15,Southpark,93,20,,,,,,,,,
19320,Cartman,12,"Heheh! Look at Kenny. He's so poor, huh you guys? His family's so poor they couldn't pay the three ninety nine for the gym outfit. ",15,Southpark,131,25,,,,,,,,,
19322,Cartman,12,"Heheheheheh! Look you guys, a Jew on a rope. You know what they call a Jew on a rope?",15,Southpark,85,19,,,,,,,,,
19323,Stan,12,"Alright Cartman, stop ripping on other people to make yourself less embarrassed about the fact that we're all here because of you!",15,Southpark,130,22,,,,,,,,,
19324,Cartman,12,"Hey whoa, we are here because the average score was low. That's about all of us.",15,Southpark,80,16,,,,,,,,,
19325,Stan,12,Because of you! It's your fault that we have to do this! We have to do this because you're unhealthy!,15,Southpark,101,20,,,,,,,,,
19327,Cartman,12,"Wow, Craig. I can't believe you just went there. Here we were having a perfectly nice conversation about Kenny being poor and Kyle being a Jew, and you just decided to go 9/11 and bust out the fat quip.",15,Southpark,202,39,,,,,,,,,
19329,Cartman,12,Oh my God! Why doesn't everyone just back off?! I know how this works: You're the 99% ganging up on the 1%!,15,Southpark,107,22,,,,,,,,,
19331,Cartman,12,Jesus Christ!! The 99% is totally ganging up on me!,15,Southpark,51,10,,,,,,,,,
19332,Stan,12,"That's what we mean by ""grow up"" dude! Stop being a baby!",15,Southpark,57,12,,,,,,,,,
19334,Cartman,12,"Ngh, and then, and then Wendy said that they were the 99% and I was the 1% and that made me not keeeewl.",15,Southpark,104,23,,,,,,,,,
19336,Cartman,12,"I know, Clyde Frog, but now the 99% is saying everything is my faaault.",15,Southpark,71,14,,,,,,,,,
19338,Cartman,12,"What do you mean, Peter Panda?",15,Southpark,30,6,,,,,,,,,
19341,Cartman,12,Thanks Polly Prissypants. I'm just so scared that all the kids at school are gonna be talkin' about me behind my back.,15,Southpark,118,22,,,,,,,,,
19342,Butters,12,"Ehe, and so then, Skeletor told Terminator he wanted a divorce, and apparently it's all gonna be finalized soon.",15,Southpark,112,19,,,,,,,,,
19343,Stan,12,"Dude, Butters, how many times do we have to go over this? That's not Skeletor, that's a woman named Maria Shriver.",15,Southpark,114,21,,,,,,,,,
19344,Butters,12,"Uh but, then, why does his face look like that? ",15,Southpark,48,10,,,,,,,,,
19345,Cartman,12,"What? What?! WHAT?! What are you guys talking about? What are you guys doin'_—”What are you talking about? I knew it! You guys are having a big 99% rally, aren't you?! Occupying the cafeteria?! You wanna know why you guys are all here protesting?! Because you're pissed off, but you actually think it's wrong to be pissed off at a black president, so you're all just pissed off at ME! Well go ahead! Have your little rally to figure out how to stick it to the 1%! See what it gets you! ",15,Southpark,486,92,,,,,,,,,
19346,Butters,12,"Hey, you know? Eric is right. Maybe we should form a 99% club.",15,Southpark,62,13,,,,,,,,,
19352,Butters,12,"Sir, we believe your fitness system is flawed, and that for 99% of us, it is unfair.",15,Southpark,84,17,,,,,,,,,
19358,Butters,12,"Sir, all of the students already know who the 1% is.",15,Southpark,52,11,,,,,,,,,
19360,Cartman,12,"Mom, have you been here all day?!",15,Southpark,33,7,,,,,,,,,
19362,Cartman,12,Somebody's been in my room!  Fucking 99%ers! What did they take?!,15,Southpark,65,11,,,,,,,,,
19364,Cartman,12,Am I sure?? Look at this place!,15,Southpark,31,7,,,,,,,,,
19366,Cartman,12,"Don't you get it Mom?! People voted for Obama, so now that everything sucks they have to blame me!  They didn't take my Stormtrooper watch...  My Arkham City game is still here... what else could they have-   Oh my God.  Clyde Frog!",15,Southpark,232,42,,,,,,,,,
19368,Cartman,12,No.  NOOO!  CLYDE FROG!!  They took Clyde Frog! ,15,Southpark,48,8,,,,,,,,,
19369,Cartman,12,Clyde Frog! Clyde!? Clyde Frog?!  Clyde. CLYDE FROG! ,15,Southpark,53,8,,,,,,,,,
19370,Cartman,12,"I've known Clyde Frog since I was two years old. He was a fighter, a visionary. But most of all, Clyde Frog was the perfect friend. He never said anything. He never had his own ideas about what he wanted to do. He just sat there goin' along with whatever I wanted. A noble trait that seems lost on you 99%ers.  And now we live in a world where one of you has decided to become a murderer. Well whoever you are, I'm sure you're sitting there right now, in your little green hat, with your left cheek resting against your hand thinking, ""I'm not getting away with this, am I?"" Because whoever you are, maybe you still have one little piece of humanity left, covered up and tainted black by years of Jewish propaganda and left-wing lies. Maybe you should just-",15,Southpark,757,142,,,,,,,,,
19371,Kyle,12,"Shut the hell up, Cartman!",15,Southpark,26,5,,,,,,,,,
19372,Cartman,12,Got something to say Kyle?! ,15,Southpark,28,5,,,,,,,,,
19373,Kyle,12,How do you murder a stuffed animal?!,15,Southpark,36,7,,,,,,,,,
19374,Cartman,12,"How do you murder a stuffed animal?! You tell us, Kyle!  Butbut but but, but uh but let's not get ahead of ourselves. There's still a biiig investigation to come. And until we prove beyond a reasonable doubt who the killer was, you are all just as guilty as Kyle. Thank you so much. Bagpipes please. ",15,Southpark,300,56,,,,,,,,,
19375,Cartman,12,"Fly, fly little dove, to the welcome arms of Christ above. Your tears are finally gone to-",15,Southpark,90,17,,,,,,,,,
19377,Cartman,12,Fly bu-what?,15,Southpark,12,2,,,,,,,,,
19379,Stan,12,Yeah.,15,Southpark,5,1,,,,,,,,,
19380,Cartman,12,Five dollars has been donated in each of your names to the Clyde Frog Foundation. Fly fly fly...,15,Southpark,96,18,,,,,,,,,
19385,Cartman,12,"Oh fine, go on and leave! I'm gonna find out who did this to Clyde, and I'm gonna have your fuckin' balls! Fly to Christ.",15,Southpark,121,25,,,,,,,,,
19390,Butters,12,I sure hope this works.,15,Southpark,23,5,,,,,,,,,
19392,Cartman,12,Thank you all so much for coming. I realize that Clyde Frog's death is as shocking to all of you as it is to me.,15,Southpark,112,25,,,,,,,,,
19395,Cartman,12,"I know that I'm awesome and keewl, Polly Prissypants, but it has little relevance at the moment to Clyde Frog's murder!",15,Southpark,119,21,,,,,,,,,
19397,Cartman,12,"What do you mean, Rumpertumskin?",15,Southpark,32,5,,,,,,,,,
19402,Cartman,12,"Yes, sit down, mother. We are all having a tea party.",15,Southpark,53,11,,,,,,,,,
19408,Cartman,12,"That's an excellent point, Muscleman Marc. Please continue.",15,Southpark,59,8,,,,,,,,,
19413,Cartman,12,"So then, we are all going to need some... more tea.",15,Southpark,51,11,,,,,,,,,
19423,Cartman,12,"What the hell?!  Mom? Mom, my room is...  AAAH!! PETER PANDA!!",15,Southpark,62,11,,,,,,,,,
19425,Cartman,12,Don't you touch him! Leave him alone!  Peter Panda!,15,Southpark,51,9,,,,,,,,,
19427,Cartman,12,"Don't try to talk, Peter Panda! You're gonna be okay!",15,Southpark,53,10,,,,,,,,,
19430,Cartman,12,Noohoho! Peter Panda nooo!,15,Southpark,26,4,,,,,,,,,
19435,Kyle,12,"Hey dude, ah are you the guys messing with Cartman's stuffed animals?",15,Southpark,69,12,,,,,,,,,
19437,Stan,12,"Well, just... you and your friends were the ones saying Cartman needs to suffer?",15,Southpark,80,14,,,,,,,,,
19439,Kyle,12,"Yeah, but dude, he seriously could have died in that fire.",15,Southpark,58,11,,,,,,,,,
19445,Cartman,12,"This window locks from the inside, right? And this door has a lock on it too? Don't worry Polly Prissypants, you're gonna be safe here. In this day and age, black people are just impervious to being fucked with, so we will be alright.",15,Southpark,234,44,,,,,,,,,
19447,Cartman,12,"Token, please. You're the only person I can trust. Because in today's time, black people are somehow incapable of doing something wrong.",15,Southpark,136,22,,,,,,,,,
