index,character,episode,line,season,show,characters_spoken,words_spoken
851,Barney,3," Don't say you're going to kill someone in front of airport security, not cool.  Not cool.",1,How I Met Your Mother,90,16
853,Barney,3, This is an outrage. We are international businessmen on an international business trip. I demand you release us immediately.,1,How I Met Your Mother,125,19
854,Ted,3," You demand!? No, no, no, no, no... he does not demand. We... we... we have no demands!",1,How I Met Your Mother,87,17
856,Ted,3,"  Okay, yeah. I'm calm... I'm totally calm.",1,How I Met Your Mother,43,7
858,Barney,3,  Those bags were your responsibility.,1,How I Met Your Mother,38,5
859,Ted,3, They were your bags.,1,How I Met Your Mother,21,4
864,Ted,3," Look, this is all just... it's a misunderstanding.",1,How I Met Your Mother,51,8
865,Barney,3,  Please.  We are international businessmen. My colleague accidentally left the bags there now please let us go before we miss our international business meeting.,1,How I Met Your Mother,162,24
868,Barney,3," Believe it or not, that duff bag thing worked.",1,How I Met Your Mother,47,9
869,Ted,3," Truth is, my friend... he does this thing where he goes to airports with fake luggage to pick up girls and we followed some here to Philadelphia. That's it! That's all this is!",1,How I Met Your Mother,177,33
871,Ted,3," Yes, he's that lame. Tell them you're that lame!",1,How I Met Your Mother,49,9
873,Barney,3, We are international businessmen...,1,How I Met Your Mother,36,4
874,Ted,3, OH COME ON!,1,How I Met Your Mother,12,3
876,Barney,3," Dude, seriously, relax.",1,How I Met Your Mother,24,3
877,Ted,3, We at least get to call our lawyer.,1,How I Met Your Mother,36,8
878,Barney,3, Exactly!  We have a lawyer?,1,How I Met Your Mother,28,5
880,Marshall,3,"  Listen to me, you're both American citizens. Don't let them pull any patriot-act voodoo. You both retain the right to refuse to answer any questions without an attorney present so don't say anything until I get there, alright? Okay, goodbye  To Philly! The adventure continues! Destroy!",1,How I Met Your Mother,288,46
883,Robin,3," It's ridiculous in here, why don't we go somewhere else?",1,How I Met Your Mother,57,10
884,Lily,3,"  No, this place is great ",1,How I Met Your Mother,26,5
885,Robin,3, What are you doing?,1,How I Met Your Mother,20,4
886,Lily,3, What?,1,How I Met Your Mother,6,1
887,Robin,3, With your lips and everything...?,1,How I Met Your Mother,34,5
888,Lily,3, My lips are always like this ,1,How I Met Your Mother,30,6
891,Ted,3, You had to play the race card.,1,How I Met Your Mother,31,7
892,Barney,3," Relax, Ted. We didn't do anything wrong. And, B.T.W, we'd be out of here by now if you'd have tucked in your shirt. ",1,How I Met Your Mother,117,23
899,Ted,3,  Don't come to Philly.,1,How I Met Your Mother,23,4
900,Marshall,3,"  Man, I'm almost half way there!",1,How I Met Your Mother,33,6
901,Ted,3,"  Yeah, we just got released and we're heading back on the next flight. Meet us at MacLaren's maybe we can still make last call.",1,How I Met Your Mother,128,24
902,Marshall,3,  Can't we just... just...,1,How I Met Your Mother,26,4
903,Ted,3,"  No, we can't just... we're going home!",1,How I Met Your Mother,40,7
904,Barney,3,  We're going to Sascha's?,1,How I Met Your Mother,26,4
905,Ted,3, Who the hell is Sascha?,1,How I Met Your Mother,24,5
906,Barney,3, Sascha.  She's having friends over for drinks at her house. It's goanna be legen... wait for it...and I hope you're not lactose intolerant 'cuz the second half of that word is... dairy.,1,How I Met Your Mother,186,32
907,Ted,3, No.,1,How I Met Your Mother,4,1
908,Barney,3, Legendary!,1,How I Met Your Mother,11,1
909,Marshall,3,"  Legendary, that sounds awesome!",1,How I Met Your Mother,33,4
910,Ted,3,"  No, Marshall, we're going back.",1,How I Met Your Mother,33,5
911,Marshall,3,  Fine.  Hold on I have another call.  Hello.,1,How I Met Your Mother,45,8
912,Barney,3,"  Marshall, we're going to Sascha's!",1,How I Met Your Mother,36,5
913,Ted,3," No, we're not.",1,How I Met Your Mother,15,3
914,Barney,3,"  Ted, Ted, Ted.  Yes, we are.",1,How I Met Your Mother,30,6
915,Marshall,3,"  Sorry, Buddy, two against one. ",1,How I Met Your Mother,33,5
917,Robin,3," Ooh, look a booth opened up.",1,How I Met Your Mother,29,6
918,Lily,3, Really.,1,How I Met Your Mother,8,1
919,Robin,3," Yeah, I thought we could finally go talk, and you're not listening to me, so I'm going to walk away. ",1,How I Met Your Mother,102,20
920,Lily,3," Yeah, yeah...booth ",1,How I Met Your Mother,20,2
922,Lily,3,"  Hey.  I'm engaged, sorry.  I took my ring off! It's very, very sweet of you to come over and talk to me, but I... just...",1,How I Met Your Mother,123,25
924,Lily,3," Oh, damn it! ",1,How I Met Your Mother,14,3
929,Barney,3," So, uh... you're Sascha's friends, huh?",1,How I Met Your Mother,40,6
932,Barney,3, Philly!,1,How I Met Your Mother,8,1
934,Barney,3,  Philly!,1,How I Met Your Mother,9,1
937,Robin,3,  Lily's phone.,1,How I Met Your Mother,15,2
938,Marshall,3,  Robin! Uh... Where's Lily,1,How I Met Your Mother,27,4
939,Robin,3,  She's uh...,1,How I Met Your Mother,13,2
940,Marshall,3,"  Is she talking to some hot guy? Oh, you can tell me. It's totally cool. It was my idea! Hell, I told her she could take the ring off.",1,How I Met Your Mother,135,29
941,Robin,3,"  Really? Well I thought it was kinda weird, but if you're cool with it. Yeah. It's off and she's talking to some guy. Do you want me to go over and...",1,How I Met Your Mother,151,31
942,Marshall,3,"  No! Don't interrupt it's awesome. So the rings really off, huh?  It's awesome... Well just tell her I called and... tell her that... she's awesome.  Really, really awesome. Our relationship is built on mutual trust.  I can't breathe!",1,How I Met Your Mother,235,38
944,Barney,3,"  Did you hear that, Ted? Dana works security at the Liberty Bell.",1,How I Met Your Mother,66,12
946,Barney,3, Wow it must be really well cornered off over there. You ever go behind the rope and touch it?,1,How I Met Your Mother,94,19
948,Barney,3," Ever, like, stick your head inside it?",1,How I Met Your Mother,39,7
950,Barney,3, D'you ever lick it?,1,How I Met Your Mother,20,4
952,Barney,3, Hmm... I bet nobody in history has ever licked the Liberty Bell! If someone were to pull that off I dare say it would be... what's the word?,1,How I Met Your Mother,141,28
953,Ted,3,"  Well, this is my stop.",1,How I Met Your Mother,24,5
954,Barney,3," Legendary, Ted, LEGENDARY!",1,How I Met Your Mother,27,3
955,Ted,3," Barney, I'm going to the airport. Sascha, thank you... and uh... tell your grandpa I'm sorry I walked in on him in the bathroom. ",1,How I Met Your Mother,130,24
959,Robin,3,"  Lily, I thought tonight was about us hanging out, what are you doing?",1,How I Met Your Mother,71,13
960,Lily,3, Just fending up the advances of that totally hot guy.,1,How I Met Your Mother,54,10
961,Robin,3," Dude, I think that guy is gay.",1,How I Met Your Mother,31,7
962,Lily,3,"  Oh, I know that guy is gay. Just Marshall and I have been together for nine years. I haven't been single since high school.",1,How I Met Your Mother,125,24
963,Robin,3," You wanna be single?  You wanna fight off loser guys all night, does that seem like fun to you?",1,How I Met Your Mother,96,19
964,Lily,3," I guess I wanted to throw this net back into the ocean and see how many fish I could catch. So far, one. One gay dolphin. ",1,How I Met Your Mother,123,26
965,Robin,3," And Marshall. Lily, all these girls here tonight are looking to catch what you've already got.",1,How I Met Your Mother,95,16
966,Lily,3, You're right I know. Hey do you wanna get some coffee and have an actual conversation?,1,How I Met Your Mother,87,16
967,Robin,3," If, by ""Coffee"" you mean ""Cheesecake"", then yes.",1,How I Met Your Mother,49,8
969,Lily,3," Oh, thank you so much.",1,How I Met Your Mother,23,5
971,Lily,3," Marshall, no.",1,How I Met Your Mother,14,2
972,Marshall,3," Baby, please don't ever take that ring off again. No matter how awesome I say that it is.",1,How I Met Your Mother,90,18
974,Marshall,3, BACK OFF HOMBRE. I'm not that afraid to fight you. You wanna test this guy? Be my guest!,1,How I Met Your Mother,89,18
975,Lily,3," Marshall, he's gay!",1,How I Met Your Mother,20,3
976,Marshall,3," Oh, thank god... I've never been in a fight before. ",1,How I Met Your Mother,53,10
982,Lily,3, Hey!,1,How I Met Your Mother,5,1
985,Barney,3, Could have licked the Liberty Bell.,1,How I Met Your Mother,36,6
986,Ted,3, We're going to the airport.,1,How I Met Your Mother,28,5
987,Barney,3," Bong, bong...",1,How I Met Your Mother,14,2
988,Ted,3," Why do I hang out with you? Why? All I wanted was to have a regular beer, in a regular bar with my regular friends, in my regular city!",1,How I Met Your Mother,136,29
989,Barney,3," Ted, Ted... you're not even looking.",1,How I Met Your Mother,37,6
990,Ted,3," No, I'm not.",1,How I Met Your Mother,13,3
991,Barney,3," Look, our forefathers died for the pursuit of happiness, okay. Not for the sit around and wait of happiness. Now if you want, you can go to the same bar, drink the same beer talk to the same people everyday, or you can lick the Liberty Bell! You can grab life by the crack and lick the crap out of it!",1,How I Met Your Mother,302,61
993,Barney,3," Thanks, Leonard. Ted, you're missing out on a valuable life lesson!",1,How I Met Your Mother,68,11
994,Ted,3," Look, I don't need you to teach me how to live, okay. I know how to live. If you want to go lick the Liberty Bell just go lick it yourself.",1,How I Met Your Mother,140,31
995,Barney,3," No, it has to be the two of us.",1,How I Met Your Mother,32,9
996,Ted,3, Why? Why do you need me?,1,How I Met Your Mother,25,6
997,Barney,3," Because, you're my best friend, alright? You don't have to tell me I'm yours. But the way I see it, we're a team. Without you, I'm just the dynamic uno. You know what, fine. If you wanna go home... then we'll go home.",1,How I Met Your Mother,218,43
998,Ted,3, Fine...we'll go lick the Liberty Bell!,1,How I Met Your Mother,39,6
999,Barney,3," Good,  'cuz we're here! ",1,How I Met Your Mother,25,4
1000,Ted,3,"  I had no idea how Barney redirected the cab without me knowing, but we got out, Dana let us in and by god we licked the Liberty Bell. And you know what it tastes like?",1,How I Met Your Mother,169,35
1004,Ted,3, Freedom... No actually it tasted like pennies.,1,How I Met Your Mother,47,7
1021,Ted,4,  Wow.,1,How I Met Your Mother,6,1
1024,Robin,4, Nice shirt!,1,How I Met Your Mother,12,2
1025,Ted,4, Right? Right?,1,How I Met Your Mother,14,2
1026,Lily,4, Look at those colors! Green and brown together at last!,1,How I Met Your Mother,56,10
1027,Marshall,4," Hot top, Bro, is it new?",1,How I Met Your Mother,25,6
1028,Ted,4," That's the crazy part. I've had this shirt for, like, six years... Until this morning I wasn't into it at all, but now it's like my tastes have changed.",1,How I Met Your Mother,153,29
1029,Barney,4, Booger.,1,How I Met Your Mother,8,1
1030,Ted,4," Yes, hello, Barney.",1,How I Met Your Mother,20,3
1031,Robin,4, Barney's offering me fifty bucks to say some stupid word on a live news report.,1,How I Met Your Mother,80,15
1032,Barney,4," Not some stupid word, ""Booger"".",1,How I Met Your Mother,32,5
1033,Robin,4," But I'm not doing it, I am a journalist.",1,How I Met Your Mother,41,9
1034,Barney,4," What? Journalist? You do the little fluff pieces at the end of the news. Old people, babies, monkeys... that's not journalism, that's just things in a diaper.",1,How I Met Your Mother,159,27
1035,Robin,4," For your information, my boss is about to bump me up to the City Hall beat.",1,How I Met Your Mother,76,16
1036,Lily,4," City hall, Miss Thang!",1,How I Met Your Mother,23,4
1037,Robin,4," So I'm not going to jeopardize my promotion by saying ""Booger"" for fifty bucks.",1,How I Met Your Mother,80,14
1038,Barney,4," Of course not, because now you're saying ""Nipple"" and it's a hundred!  Step into my web.",1,How I Met Your Mother,89,16
1039,Ted,4,  Mmm... Who's bourbon is this?,1,How I Met Your Mother,31,5
1040,Lily,4," Ooh, I don't know. It was here when we sat down.",1,How I Met Your Mother,49,11
1041,Ted,4," Aaah, point is. I seem to like bourbon now. I could have sworn I hated bourbon. First the shirt, now bourbon. I spent twenty-seven years making up my mind about things, right? The movie I saw once in Haden, the city I'll never go back to because it was raining the day I visited. Maybe it's time to start forming some second impressions...",1,How I Met Your Mother,340,63
1042,Marshall,4," You're finally gonna watch ""Goonies AGAIN? Slow love, Chuck"".",1,How I Met Your Mother,62,9
1043,Ted,4,"  Not Goonies, girls. What if there's someone from my past, who I thought was wrong for me at the time, but in fact she, like my shirt, is actually a perfect fit?",1,How I Met Your Mother,162,32
1044,Barney,4," Hold up, there are only two reasons to date a girl you've already dated. Breast, Implants.",1,How I Met Your Mother,91,16
1045,Lily,4," That's not a bad idea. Let's think, Ted's greatest hits... what about that girl, Steph?",1,How I Met Your Mother,88,15
1046,Ted,4, Steph...,1,How I Met Your Mother,9,1
1049,Ted,4," Wow, okay... how many did you make?",1,How I Met Your Mother,36,7
1052,Lily,4, Say what you will about the p0rn industry... they are hard workers.,1,How I Met Your Mother,68,12
1053,Marshall,4, What about that chick...um...Jackie?,1,How I Met Your Mother,37,4
1055,Ted,4, And my bathing suit had fallen completely off.,1,How I Met Your Mother,47,8
1058,Ted,4, Uh...no.,1,How I Met Your Mother,9,1
1059,Lily,4, What about Natalie!,1,How I Met Your Mother,20,3
1061,Robin,4, Who's Natalie?,1,How I Met Your Mother,15,2
1063,Ted,4," Man, I haven't seen her in like three years!",1,How I Met Your Mother,45,9
1064,Robin,4, Well why'd you guys break up?,1,How I Met Your Mother,30,6
1065,Ted,4," I just wasn't looking for a big commitment at the time, of course now a big commitment doesn't seem so bad... maybe I should call her? What do you guys think?",1,How I Met Your Mother,159,31
1066,Barney,4, You dumped a p0rn star? Friendship over  FRIENDSHIP OVER!,1,How I Met Your Mother,58,9
1069,Robin,4," You wanted to see me, Mr. Adams?",1,How I Met Your Mother,33,7
1071,Robin,4," City Hall?  Oh, my god.",1,How I Met Your Mother,24,5
1073,Robin,4," So, next time you're passing City Hall, make sure and stop by New York's oldest hotdog cart. Today a delicious hotdog will cost you $2.50, but back when the stand first opened in 1955, you could get one for only a nipple. Reporting live, Robin Scherbatsky, Metro News One.",1,How I Met Your Mother,273,49
1075,Robin,4," I said, ""Nipple"" on the news! That was so unprofessional! I said, ""Nipple"" on the news!",1,How I Met Your Mother,88,16
1076,Lily,4, At least it's better than booger.  Booger.,1,How I Met Your Mother,43,7
1078,Barney,4," There she is. Hey is it cold in here, because I can kind of see Robin's nickels? Now for your next challenge...",1,How I Met Your Mother,112,22
1079,Robin,4," No, there is not going to be another challenge, I don't care how much you offer me.",1,How I Met Your Mother,84,17
1080,Barney,4," Oh, search your soul, Robin. You and I both know this wasn't about the money. Sure, Metro News One pays you jack and hey, a little green salad on the side's good for you, me and Mr. McGee.",1,How I Met Your Mother,189,38
1081,Lily,4," Seriously, who talks like that?",1,How I Met Your Mother,32,5
1082,Barney,4," Well baby really likes, is the thrill of pulling one over on those bean counters, who under appreciate you and still haven't promoted you. And for two more hundy-sticks, baby's going to look in the camera and say this ",1,How I Met Your Mother,219,39
1083,Lily,4, Eew. I'm just assuming.,1,How I Met Your Mother,24,4
1084,Robin,4,  I gotta get back to work. See ya.,1,How I Met Your Mother,35,8
1085,Lily,4, Bye.,1,How I Met Your Mother,5,1
1086,Robin,4,  Baby's going to think about it.,1,How I Met Your Mother,33,6
1088,Ted,4, Found it! I found Natalie's number.,1,How I Met Your Mother,36,6
1089,Lily,4," Hey, Ted. Nice shirt! Is it yesterday already?",1,How I Met Your Mother,47,8
1090,Ted,4," Thank you. I am calling her; this is crazy I haven't talked to her in, like, three years. I wonder if she even remembers me.",1,How I Met Your Mother,125,25
1094,Ted,4," Natalie, its Ted Mosby.",1,How I Met Your Mother,24,4
1096,Ted,4, She remembers me.,1,How I Met Your Mother,18,3
1098,Lily,4, Why would Natalie hang up on you?,1,How I Met Your Mother,34,7
1099,Ted,4, I don't know!,1,How I Met Your Mother,14,3
1100,Barney,4, Did you sleep with her sister?,1,How I Met Your Mother,31,6
1101,Ted,4, No.,1,How I Met Your Mother,4,1
1102,Barney,4, Sleep with her mom?,1,How I Met Your Mother,20,4
1103,Ted,4, No.,1,How I Met Your Mother,4,1
1104,Barney,4, I'm losing interest in your story.,1,How I Met Your Mother,35,6
1105,Lily,4," Well, you must have done something. Why did you guys break up?",1,How I Met Your Mother,63,12
1106,Marshall,4, He wasn't ready for a commitment.,1,How I Met Your Mother,34,6
1107,Lily,4, Uh-huh.,1,How I Met Your Mother,8,1
1108,Ted,4, And her birthday might have been coming up.,1,How I Met Your Mother,44,8
1109,Lily,4,  Uh-huh...,1,How I Met Your Mother,11,1
1110,Ted,4," Okay, so I didn't wanna get a boyfriend level gift for a girl I was just about to break up with.",1,How I Met Your Mother,97,21
1111,Lily,4, So you dumped her right before her birthday?,1,How I Met Your Mother,45,8
1112,Ted,4," No, I didn't dump her... right before her birthday.",1,How I Met Your Mother,52,9
1113,Marshall,4, Uh-oh.,1,How I Met Your Mother,7,1
1115,Ted,4," Natalie! Hey, Happy Birthday! Listen...",1,How I Met Your Mother,40,5
1117,Lily,4,  Never...break...up...with...a...girl...on...her...birthday!,1,How I Met Your Mother,61,1
1118,Ted,4," LILY WAIT, THE SHIRT! I KNOW, IT WAS A MISTAKE!",1,How I Met Your Mother,48,10
1119,Lily,4," Well, did she cry her eyes out?",1,How I Met Your Mother,32,7
1120,Ted,4, I don't know.,1,How I Met Your Mother,14,3
1121,Lily,4," How do you n...Oh, you didn't!",1,How I Met Your Mother,31,6
1123,Ted,4," Natalie! Hey, Happy Birthday!  Listen... you're awesome. You really are... awesome. I'm just like super busy right now, so... maybe we should just... call it a day. But you're awesome.",1,How I Met Your Mother,185,30
1125,Lily,4,  On...her...answering...machine!? And...on...her... birthday? Oh... who... breaks... up... with... somebody... on... their... answering... machine... on... their... birthday?!,1,How I Met Your Mother,176,16
1126,Marshall,4," Yeah, dude, email!",1,How I Met Your Mother,19,3
1127,Lily,4," Not exactly the point I was trying to make, Marshall. That is a terrible way to break up with someone.",1,How I Met Your Mother,103,20
1128,Marshall,4," Okay, in my client's defense. Is there an unterrible way to break up with somebody? No. Personally I'd rather hear the bad news on an answering machine than face the humiliation in person.  It's the least painful way you can do it. Who are you calling?",1,How I Met Your Mother,253,46
1129,Lily,4,"  Hi, Marshall, it's Lily. We're not going have s*x for at least a month. But you're awesome. Okay bye-bye. ",1,How I Met Your Mother,108,19
1130,Barney,4," Know, that was a big mistake, Ted. You should've done it in person.",1,How I Met Your Mother,68,13
1131,Lily,4, Thank you.,1,How I Met Your Mother,11,2
1132,Barney,4," Desperate ""Please-don't-leave-me"" s*x is amazing.",1,How I Met Your Mother,50,5
1133,Ted,4," Okay, it was childish and stupid, I just...I didn't want to see her cry.",1,How I Met Your Mother,73,14
1134,Lily,4, Well guess what? She cried! You just didn't have the sack to face those tears.,1,How I Met Your Mother,79,15
1135,Ted,4," That was me then, okay? This is the new old shirt-wearing, sack-having Ted. I'm gonna make this right.",1,How I Met Your Mother,103,18
1136,Barney,4, You know what else? My younger sister just got married and I'm about to turn thirty-sex. Fantastic.,1,How I Met Your Mother,100,17
1138,Robin,4," An occasion that was supposed to be joyous suddenly turned tragic when Ethel and Sadie Marsolis, New York's oldest twins, suddenly passed away on this, the eve of their one hundredth birthday. I'm a dirty, dirty girl . Ow. Reporting live, Robin Scherbatsky, Metro News One.",1,How I Met Your Mother,274,46
1142,Robin,4," Before you say anything, I just want to say, I really like working here at Metro News One.",1,How I Met Your Mother,91,18
1144,Robin,4, What?,1,How I Met Your Mother,6,1
1146,Robin,4, Take him to the vet?,1,How I Met Your Mother,21,5
1148,Robin,4, Was that all?,1,How I Met Your Mother,14,3
1151,Robin,4, And nothing about the twins' story?,1,How I Met Your Mother,36,6
1156,Ted,4, Hi.,1,How I Met Your Mother,4,1
1158,Ted,4," Natalie. Come on, I just want to say I'm sorry. I only came down here because you wouldn't take my call.",1,How I Met Your Mother,105,21
1160,Ted,4,"  Good one. Okay, fine. I'm just going to leave this sock monkey here  Goodbye.",1,How I Met Your Mother,79,14
1162,Ted,4, Natalie... I.,1,How I Met Your Mother,14,2
1164,Ted,4," OKAY, okay... I... look, look. I know you're mad. Happy Birthday  Three years ago.",1,How I Met Your Mother,83,14
1166,Ted,4," No, look... I was an idiot for leaving that message. I realize how much that sucked.",1,How I Met Your Mother,85,16
1170,Ted,4,"  Maybe we should just, call it a day? But you're awesome. Okay, bye. ",1,How I Met Your Mother,70,13
1175,Ted,4," There was a surprise party that night?  How come nobody told me? People think I can't keep a secret but I totally can! Sorry, not the issue... Look, Natalie, I was just a stupid kid back then, terrified of commitment.",1,How I Met Your Mother,218,40
1177,Ted,4," Well, yeah, actually . I'm a different guy now. Give me another chance.",1,How I Met Your Mother,72,13
1179,Ted,4, Come on... Just a cup of coffee.  Please Natalie. Give the guy a chance.  Self respect is over-rated! ,1,How I Met Your Mother,103,18
1184,Ted,4," Thanks. I did just start subscribing to esquire. They have some helpful columns. The following, is from the October issue.",1,How I Met Your Mother,123,20
1188,Ted,4," Krav Maga, how cool is it that she does Krav Maga?",1,How I Met Your Mother,51,11
1190,Ted,4, Hmm...,1,How I Met Your Mother,7,1
1193,Marshall,4," Dude, what's Krav Maga?",1,How I Met Your Mother,24,4
1194,Ted,4, I have no idea. Some kind of yoga?,1,How I Met Your Mother,35,8
1195,Barney,4," You know, that Natalie... she's good times.",1,How I Met Your Mother,44,7
1196,Marshall,4," Yeah, she's like the best girl you've dated in years.",1,How I Met Your Mother,54,10
1197,Lily,4," Yeah, Ted, hold on to that one.",1,How I Met Your Mother,32,7
1198,Ted,4," Yeah, I have to break up with her.",1,How I Met Your Mother,35,8
1199,Marshall,4," I don't get it, man, Natalie is awesome.",1,How I Met Your Mother,41,8
1200,Ted,4," I know, she's terrific, but I have to break up with her.",1,How I Met Your Mother,57,12
1201,Lily,4,  Why... couldn't... you... leave... that... poor... girl... alone?,1,How I Met Your Mother,67,8
1202,Ted,4," I know! I hate this. These past three weeks have been great. I should be in love with her, but I'm not feeling that thing. It's ineffable.",1,How I Met Your Mother,139,27
1203,Marshall,4, Ineffable... good word. So when are you going to do it?,1,How I Met Your Mother,56,11
1204,Barney,4," She's probably on the subway by now. You could call her Voice Mail. Beep, dumped. Click. Done!",1,How I Met Your Mother,95,17
1205,Ted,4, I have to do this face-to-face. I just... I don't know what I'm going to say!,1,How I Met Your Mother,78,16
1206,Marshall,4," ""I'm not ready for a commitment.""",1,How I Met Your Mother,34,6
1207,Lily,4," Oh, that's such a clichí©.",1,How I Met Your Mother,27,5
1208,Marshall,4," It's not a clichí©, it's a classic. It's the stairway to heaven of breakup lines.",1,How I Met Your Mother,82,15
1209,Lily,4," Well, I think Natalie deserves better.",1,How I Met Your Mother,39,6
1210,Marshall,4, Better. There's no better in breaking up. There's only less awful. A clichí©'s a clichí© for a reason. It's comforting.,1,How I Met Your Mother,120,20
1211,Ted,4," It doesn't matter, I already told her I am ready for a commitment, so... oh, my god... there's no way out... I'm going to have to marry her.",1,How I Met Your Mother,141,28
1212,Marshall,4," No, no. We're going to get you out of this. Okay, how about... ""It's not you it's me""?",1,How I Met Your Mother,87,18
1213,Barney,4," Mm... Mm! Six words! You... look... fat... in... those... jeans..., you're free to go.",1,How I Met Your Mother,87,14
1214,Lily,4," Ted, have you considered telling her the truth?",1,How I Met Your Mother,48,8
1216,Barney,4," Seriously, honey, men are working, here.",1,How I Met Your Mother,41,6
1217,Lily,4," Ted, what is the truth? Why do you want to break up with her?",1,How I Met Your Mother,62,14
1218,Ted,4, The truth? She's not the one.,1,How I Met Your Mother,30,6
1219,Lily,4," So, tell her that.",1,How I Met Your Mother,19,4
1220,Marshall,4," Oh, you can't tell her that. That's horrible.",1,How I Met Your Mother,46,8
1221,Lily,4, Why? What is so horrible about that?,1,How I Met Your Mother,37,7
1222,Ted,4," Yeah, what is so horrible about that?...""She's not the one."" Why is that such a heart-breaking thing to hear? The chances of one person being another person's ""The one"" are like six billion to one.",1,How I Met Your Mother,198,35
1223,Lily,4," Yeah, you have better chances of winning the lottery.",1,How I Met Your Mother,54,9
1224,Ted,4," Exactly, you wouldn't take it personally if you lost the lottery.",1,How I Met Your Mother,66,11
1225,Marshall,4," Alright, man, tell her the truth. She's goanna cry.",1,How I Met Your Mother,52,9
1226,Lily,4," Yeah, and he's going to sit there and he's going to take it like a man.",1,How I Met Your Mother,72,16
1227,Ted,4, I have to do the mature thing.,1,How I Met Your Mother,31,7
1229,Robin,4, Want to talk mature? I just wrapped up a live newscast by honking my own boobs.,1,How I Met Your Mother,80,16
1230,Barney,4," And great TV was had by all. Alright Scherbatsky, new challenge. And this one's big. But so, is the cash reward. For one thousand dollars, you heard me, all you have to do is get up there on the news and do one of these... ",1,How I Met Your Mother,224,45
1231,Robin,4, What the hell is that?,1,How I Met Your Mother,23,5
1233,Barney,4," And as you do it, you say this, ""Elbert Ickey Woods. The bangles were fools to cut you in '91. Your 1521 rushing yards and your 27 touch downs will not be forgotten. So Coach Dave Shullah, screw you and your crappy steakhouse.""",1,How I Met Your Mother,228,43
1234,Robin,4," Just write it down for me. What do I care, it's not like anyone's watching anyway, right? ",1,How I Met Your Mother,91,17
1235,Ted,4," Man, she's gonna cry.",1,How I Met Your Mother,22,4
1236,Lily,4, Slow loves junk,1,How I Met Your Mother,16,3
1237,Ted,4," Thanks, Lil.",1,How I Met Your Mother,13,2
1240,Ted,4," Look, uh, Natalie there's something I have to say.",1,How I Met Your Mother,51,9
1242,Ted,4, Today is your birthday?,1,How I Met Your Mother,24,4
1244,Ted,4, Today's your birthday! I... I didn't get you anything.,1,How I Met Your Mother,55,9
1246,Ted,4," You're welcome.  Oh, so much more wine.",1,How I Met Your Mother,40,7
1249,Robin,4," Henry, as New York's oldest handsome cab driver, you've seen quite a lot.",1,How I Met Your Mother,74,13
1251,Robin,4,  In your past sixteen years on the job what is your most exciting memory?,1,How I Met Your Mother,74,14
1253,Barney,4, Ahh! This is it.,1,How I Met Your Mother,17,4
1254,Lily,4," Oh, boy, here we go.",1,How I Met Your Mother,21,5
1255,Barney,4,"  Everyone, everyone... If I may direct your attention to the television. You're about to see something... amazing.",1,How I Met Your Mother,115,17
1257,Barney,4," Come on, baby... bring it home.",1,How I Met Your Mother,32,6
1259,Robin,4,  What?,1,How I Met Your Mother,7,1
1264,Robin,4," It's an honor to tell your story, Henry.",1,How I Met Your Mother,41,8
1266,Robin,4,"  You know, Metro News One may not be number one in viewer ship. But this reporter takes pride in...  Whoa!! OH! Oh, my god! I'm covered in horse crap! It's in my hair!! Oh my, ow... ow my knee.",1,How I Met Your Mother,194,39
1267,Marshall,4, You planned that?,1,How I Met Your Mother,18,3
1268,Barney,4," No, Marshall. That was beyond my wildest dreams ",1,How I Met Your Mother,49,8
1271,Ted,4," Look, Natalie, there's something I have to say and there's no good way to say it. I wanna break up. I don't think you're the one for me. I don't want to waste your time because I really like you. I wanna do right by you, and I think the best way to do that is just to be honest. I'm sorry.  Just let it out. They're only tears.  Aah!",1,How I Met Your Mother,334,70
1273,Ted,4, I'm sorry. I just thought the mature thing to do would be...,1,How I Met Your Mother,61,12
1275,Ted,4," Yes, I know I didn't realize that it was...",1,How I Met Your Mother,44,9
1277,Ted,4, It's really not such a big deal. I mean it's the odds. It's like you lost the lottery.,1,How I Met Your Mother,87,18
1279,Ted,4," No, no, no. I didn't mean that.",1,How I Met Your Mother,32,7
1281,Ted,4, It's... I can't explain it.,1,How I Met Your Mother,28,5
1283,Ted,4, It's... ineffable.,1,How I Met Your Mother,19,2
1285,Ted,4," No, no, no, no. Ineffable, ineffable means it can't be explained.",1,How I Met Your Mother,66,11
1287,Ted,4," Oh, god what's going on?",1,How I Met Your Mother,25,5
1289,Ted,4," No, it's... it's not like that. I'm just... it's, it's, it's.",1,How I Met Your Mother,62,11
1291,Ted,4, I'm just like super busy right now.,1,How I Met Your Mother,36,7
1303,Barney,4, But isn't it nice to know that people are watching?,1,How I Met Your Mother,52,10
1305,Marshall,4," Oh, my god. Are you alright?",1,How I Met Your Mother,29,6
1306,Lily,4, What happened to you?,1,How I Met Your Mother,22,4
1307,Ted,4," Told the truth, turns out the truth has a mean round house kick.",1,How I Met Your Mother,65,13
1308,Marshall,4," Oh, man.",1,How I Met Your Mother,9,2
1309,Lily,4," Oh, well you did the right thing. I'm proud of you.",1,How I Met Your Mother,52,11
1310,Ted,4, I'm bleeding internally.,1,How I Met Your Mother,25,3
1311,Barney,4," Hey, Ted, you know what always picks me up when I'm down? Other people's misfortune. You missed something so amazing.",1,How I Met Your Mother,118,20
