index,character,episode,line,season
4457,Howard,1," Did you buy generic ketchup, forget to rinse the sink, talk to him through the bathroom door? ",2
4458,Raj,1," Adjust the thermostat, cook with cilantro, pronounce the T in often? ",2
4459,Leonard,1, No. ,2
4460,Howard,1, Did you make fun of trains? ,2
4461,Leonard,1," I didn‰Ûªt do anything, he‰Ûªs just gone insane.",2
4462,Raj,1," Well, we all knew this day was coming. ",2
4463,Leonard,1, That was fast. ,2
4464,Sheldon,1, It‰Ûªs my pre-packed disaster evacuation bag. Recommended by the department of homeland security. And Sarah Connor. ,2
4465,Leonard,1, Where are you gonna live? ,2
4466,Sheldon,1, Until I find a permanent place I will stay with friends. ,2
4467,Howard,1, Bye (runs out.) ,2
4468,Raj,1," Well you can‰Ûªt stay with me, I have a teeny tiny apartment. ",2
4469,Sheldon,1," Excuse me, but isn‰Ûªt hosting guests an aspect of Menushya Yajna, one of the five central religious duties or sacrifices of the Hindu householder? ",2
4470,Raj,1, I hate trains. ,2
4471,Sheldon,1," Don‰Ûªt be ridiculous, you love trains. ",2
4472,Raj,1," Yes I do, come on. See you later Leonard. (Sheldon drops keys in bowl and leaves without a word.)",2
4473,Leonard,1, This could work. ,2
4474,Scene,1, Raj‰Ûªs apartment. ,2
4475,Sheldon,1, This is a very old building. ,2
4476,Raj,1, Sixty years. Used to be a watch factory. ,2
4477,Sheldon,1, Uh-oh.,2
4478,Raj,1, What? ,2
4479,Sheldon,1, Don‰Ûªt you worry about the residual radium from the luminous dials?,2
4480,Raj,1, Not until now. ,2
4481,Sheldon,1," I can‰Ûªt believe I didn‰Ûªt bring my gieger counter. You know, I had it on my bed and I didn‰Ûªt pack it. ",2
4482,Raj,1," Well, if you‰Ûªre not comfortable staying here, Sheldon‰Û_",2
4483,Sheldon,1," I‰Ûªm kidding, I packed it. It was a joke, I was subverting the conversational expectations. I believe they call that the, um, old switcheroo. ",2
4484,Raj,1, Terrific. ,2
4485,Sheldon (referring to Bollywood singing on television),1, Is that woman Aishwarya Rai?,2
4486,Raj,1," Yes, isn‰Ûªt she an amazing actress.",2
4487,Sheldon,1," Actually, I‰Ûªd say she‰Ûªs a poor man‰Ûªs Madhuri Dixit. ",2
4488,Raj,1, How dare you. Aishwarya Rai is a Goddess. By comparison Madhuri Dixit is a leprous prostitute.,2
4489,Sheldon,1," Sorry, I didn‰Ûªt mean to offend you. Obviously you‰Ûªre not that familiar with Indian cinema. ",2
4490,Scene,1, Howard‰Ûªs house. The door rings. ,2
4491,Howard,1, Who is it?,2
4492,Voice,1, Strippergram. (Howard opens door. Outside are Raj and Sheldon.),2
4493,Raj,1, Tag. You‰Ûªre it. (Runs away.) ,2
4494,Howard,1, Shouldn‰Ûªt you have put him in a brown paper bag and set him on fire? ,2
4495,Scene,1," Howard‰Ûªs bedroom. Howard is in bed, Sheldon is on a blow up mattress on the floor.",2
4496,Sheldon,1, I‰Ûªve never slept on an air mattress before. No lumbar support whatsoever. ,2
4497,Howard,1, Maybe you‰Ûªd be happier on a park bench? ,2
4498,Sheldon,1, I don‰Ûªt see any way to get a park bench in here.,2
4499,Howard,1, Do you want to switch?,2
4500,Sheldon,1," No, that‰Ûªs fine. I‰Ûªm perfectly comfortable sleeping on a bouncy castle. ",2
4501,Howard,1," Get out of bed, we‰Ûªre switching.",2
4502,Sheldon,1," Now, only if you want to.",2
4503,Howard,1, Just get in the bed!,2
4504,Howard‰Ûªs mother (off),1, What‰Ûªs going on? Are you boys roughhousing? ,2
4505,Howard,1, We‰Ûªre just talking ma. ,2
4506,Howard‰Ûªs mother,1," If you don‰Ûªt settle down right now, I‰Ûªm not going to let you have any more sleepovers. ",2
4507,Howard,1," For God‰Ûªs sake, ma, I‰Ûªm 27 years old. It‰Ûªs not even a school night! (To Sheldon) Comfy now?",2
4508,Sheldon,1, Meh. That poster of Halle Berry‰Ûªs a little unnerving. ,2
4509,Howard,1, So don‰Ûªt look at it.,2
4510,Sheldon,1, She‰Ûªs like my fourth favourite catwoman.,2
4511,Howard,1, No kidding?,2
4512,Sheldon,1," Yeah, Julie Newmar, Michelle Pfieffer, Eartha Kitt and then her. ",2
4513,Howard,1, What about Lee Meriwether?,2
4514,Sheldon,1," Oh, I forgot about Lee Meriwether.",2
4515,Howard,1, Well I‰Ûªm glad that‰Ûªs settled. ,2
4516,Sheldon,1," That makes Halle Berry my fifth favourite catwoman. There‰Ûªs Julie Newmar, Michelle Pfieffer, Eartha Kitt, Lee Meriwether‰Û_",2
4517,Howard,1," Please, I‰Ûªm begging you, go to sleep.",2
4518,Sheldon,1," I‰Ûªm trying, I‰Ûªm counting catwomen. She did make a fine mutant in the X-Men movies though.",2
4519,Howard,1, Oh for God‰Ûªs sake.,2
4520,Sheldon,1," But she‰Ûªs not my favourite of the X-Men, in order that would be Wolverine, Cyclops, oh wait, I forgot Professor X. Professor X, Wolverine, Cyclops, Iceman, then Storm, Angel, the Beast, oh wait, Nightcrawler. Professor X, Nightcrawler, Wolverine, Cyclops, Iceman, then Storm, Angel‰Û_.",2
4521,Scene,1, Sheldon and Leonard‰Ûªs apartment. There is an urgent rapping at the door.,2
4522,Leonard,1," I‰Ûªm coming! (Opens the door. Sheldon falls inside, wearing his pyjamas. Howard is outside.)",2
4523,Sheldon,1," Hey, there he is, there‰Ûªs my old buddy-bud-bud. ",2
4524,Leonard,1, What‰Ûªs with him?,2
4525,Howard,1," Koothrappali dumped him on me, and he couldn‰Ûªt get to sleep, so I gave him a glass of warm milk with a handful of my mom‰Ûªs valium in it. But he still wouldn‰Ûªt shut up, so, tag, you‰Ûªre it. ",2
4526,Sheldon,1, I‰Ûªm ba-ack!,2
4527,Leonard,1, I still don‰Ûªt know why you left.,2
4528,Sheldon,1, I can‰Ûªt tell you.,2
4529,Leonard,1, Why not.,2
4530,Sheldon,1, I promised Penny. ,2
4531,Leonard,1, You promised Penny what? ,2
4532,Sheldon,1, That I wouldn‰Ûªt tell you the secret. Shhhhh!,2
4533,Leonard,1, What secret. Tell me the secret. ,2
4534,Sheldon,1," Mom smokes in the car. Jesus is okay with it, but we can‰Ûªt tell Dad. ",2
4535,Leonard,1," Not that secret, the other secret.",2
4536,Sheldon,1, I‰Ûªm Batman. Shhhhh!,2
4537,Leonard,1," Dammit, Sheldon! You said Penny told you a secret, what was the secret.",2
4538,Sheldon,1," Okay, I‰Ûªll tell you, but you can‰Ûªt tell Leonard. ",2
4539,Leonard,1, I promise. ,2
4540,Sheldon,1, Penny lied about graduating from community college because she is afraid she‰Ûªs not smart enough for Leonard. ,2
4541,Leonard,1, So it‰Ûªs nothing I did? It‰Ûªs her problem? ,2
4542,Sheldon,1, I drank milk that tasted funny. ,2
4543,Leonard,1," Penny thinks I‰Ûªm too smart for her, that‰Ûªs ridiculous. ",2
4544,Sheldon,1," I know, most of your work is extremely derivative. Don‰Ûªt worry, that‰Ûªs not a secret. Everybody knows. ",2
4545,Scene,1, The hallway. Leonard is outside Penny‰Ûªs door.,2
4546,Penny (opening door),1, Hi.,2
4547,Leonard,1," Yeah, hi, listen, I know what‰Ûªs been bothering you about us, and I have the answer. ",2
4548,Penny,1, What are you talking about.,2
4549,Leonard,1," First I want to say that it‰Ûªs not Sheldon‰Ûªs fault, he tried very hard to keep your secret, if Howard hadn‰Ûªt drugged him he would have taken it to his grave. ",2
4550,Penny,1, He told you?,2
4551,Leonard,1," Yes, but it‰Ûªs okay. Now that we know what the problem is, there‰Ûªs a simple solution. (Hands her a brochure.) ",2
4552,Penny,1, Pasadena city college? ,2
4553,Leonard,1," A place for fun, a place for knowledge. See, this man here‰Ûªs playing hacky sack, and this girl‰Ûªs going to be a paralegal. ",2
4554,Penny,1," Wow, I get it, because Dr Leonard Hofstadter can‰Ûªt date a girl without a fancy college degree. ",2
4555,Leonard,1," Well, it‰Ûªs really not that fancy, it‰Ûªs just a city college. ",2
4556,Penny,1," Right, but I have to have some sort of degree to date you? ",2
4557,Leonard,1, That doesn‰Ûªt matter to me at all.,2
4558,Penny,1," So, it‰Ûªs fine with you if I‰Ûªm not smart. ",2
4559,Leonard,1," Absolutely. (She slams the door in his face.) Okay, this time I know where I went wrong. (Looking up and seeing the camera) Oh bite me! ",2
4560,Scene,2," The building entrance lobby. The guys enter. Sheldon is dressed as a medieval monk, Howard is a court jester, Raj is a medieval gentleman and Leonard is a knight.",2
4561,Sheldon,2, Worst Renaissance Fair ever.,2
4562,Leonard,2," Please let it go, Sheldon.",2
4563,Sheldon,2," It was rife with historical inaccuracies. For example, the tavern girl serving flagons of mead, now her costume was obviously Germanic, but in 1487 the Bavarian purity laws or Rhineheitsgebot severely limited the availability of mead. At best they would have had some sort of spiced wine.",2
4564,Leonard,2, You‰Ûªre nitpicking.,2
4565,Sheldon,2, Oh-ho! Really? Well here‰Ûªs another nit for you. The flagons would not have been made of polypropylene.,2
4566,Howard,2, Renaissance fairs aren‰Ûªt about historical accuracy. They‰Ûªre about taking chubby girls who work at Kinko‰Ûªs and lacing them up in corsets so tight their bosom jumps out and says howdy.,2
4567,Sheldon,2, Bosoms would not have said howdy in the fifteenth century. If anything they would have said ‰ÛÏhuzzah!‰Û,2
4568,Howard,2," I don‰Ûªt care what the bosoms say, Sheldon, I just want to be part of the conversation.",2
4569,Penny (arriving with a man in tow),2, Hi guys. Looks like you‰Ûªve been to the Renaissance fair. I‰Ûªm hoping.,2
4570,Sheldon,2, Renaissance fair? More of a medieval slash age of enlightenment slash any excuse to wear a codpiece fair.,2
4571,Penny,2," Okay, fine, whatever, um, you guys, this is my friend Eric.",2
4572,Howard,2, Hello.,2
4573,Leonard,2, Hi.,2
4574,Eric,2, Hey.,2
4575,Leonard,2," So, yeah, good to see you.",2
4576,Penny,2," Yeah, yeah, it‰Ûªs good to see you too. We should really go.",2
4577,Eric,2, Yeah.,2
4578,Penny(leaving),2, Bye guys.,2
4579,"Eric (leaving, to Howard)",2, Like your hat.,2
4580,Howard,2," Thanks, my mom made it. Penny with a new guy, tres awkward.",2
4581,Leonard,2," It wasn‰Ûªt awkward. It wasn‰Ûªt fun. Besides, what‰Ûªs the big deal, we dated, we stopped dating, and now we‰Ûªre both moving on.",2
4582,Raj,2," By moving on, do you mean, she‰Ûªs going out with other men and you spent the afternoon making fifteenth century soap with Wolowitz?",2
4583,Sheldon,2," That was not fifteenth century soap, my God those people need to learn you can‰Ûªt just put ‰ÛÏye olde‰Û in front of anything and expect to get away with it.",2
4584,Leonard,2," Can we please just go in, my chain mail is stuck in my underwear.",2
4585,Sheldon,2, You‰Ûªre wearing modern underwear?,2
4586,Leonard,2," Relatively modern. Why, what are you wearing?",2
4587,Sheldon,2, I fashioned historically accurate undergarments out of linen.,2
4588,Leonard,2, You went out and bought linen?,2
4589,Sheldon,2," Don‰Ûªt be silly, I borrowed one of your pillow cases.",2
4590,Leonard,2, Borrowed?,2
4591,Scene,2, The apartment.,2
4592,Leonard,2," You know what, I‰Ûªm happy that Penny‰Ûªs moving on. It gives me the freedom to move on myself.",2
4593,Howard,2, Are you saying that you‰Ûªve been holding back?,2
4594,Leonard,2, Of course. Out of respect.,2
4595,Howard,2," So, how do you explain the ten years before Penny?",2
4596,Raj,2, Who were you respecting then?,2
4597,Leonard,2," What? I‰Ûªve dated plenty of women. There was Joyce Kim, Leslie Winkle.",2
4598,Sheldon,2," Notify the editors of the Oxford English Dictionary, the word plenty has been redefined to mean two.",2
4599,Leonard,2," Uh, what about that girl last year at Comic-con?",2
4600,Raj,2, Doesn‰Ûªt count.,2
4601,Leonard,2, Why not?,2
4602,Raj,2," What happens in costume at Comic-con, stays at Comic-con.",2
4603,Howard,2, You‰Ûªre only saying that because of what happened to you.,2
4604,Leonard,2, What happened to you?,2
4605,Raj,2, N-n-n-nothing happened to me.,2
4606,Howard,2," It wasn‰Ûªt your fault, Raj, he was dressed as a green Orion slave girl.",2
4607,Raj,2," H-h-h-how did we get on me, we were mocking Leonard for not moving on. Dude, you have totally not moved on.",2
4608,Leonard,2," Yes I have, it‰Ûªs just a matter of actually making a date with someone.",2
4609,Howard,2, Like who?,2
4610,Leonard,2," Well, there‰Ûªs Joyce Kim, but she defected back to North Korea so it‰Ûªs a little geographically undesireable.",2
4611,Raj,2, What about Leslie Winkle.,2
4612,Sheldon,2, Oh no.,2
4613,Raj,2, Why?,2
4614,Sheldon,2," Her research methodology is sloppy, she‰Ûªs unjustifiably arrogant about loop quantum gravity, and to make matters worse she‰Ûªs often mean to me.",2
4615,Raj,2, I think she‰Ûªs smoking hot.,2
4616,Howard,2, I‰Ûªd hit that.,2
4617,Sheldon,2, You‰Ûªd hit particulate soil on a colloidal suspension. Mud.,2
4618,Leonard,2," Look, I like Leslie, but she‰Ûªs not interested in dating as much as using men as tools for stress release.",2
4619,Howard,2," Yeah, so, be a tool. Go get yourself a little rebound stress release.",2
4620,Raj,2, Technically it would only be rebound if he and Penny had actually engaged in physical intimacy.,2
4621,Howard,2, You mean like you and Richard the slave girl?,2
4622,Raj,2," I bought him dinner and we kissed once, that was it. (Leaving) And he told me his name was Kimberley!",2
4623,Scene,2, The university cafeteria.,2
4624,Sheldon,2, You know how I know we‰Ûªre not in The Matrix?,2
4625,Leonard,2, How?,2
4626,Sheldon,2," If we were, the food would be better.",2
4627,Leslie (arriving),2," Hey, Leonard.",2
4628,Leonard,2," Hey, Leslie.",2
4629,Leslie,2," Hey, dummy.",2
4630,Sheldon,2," Hello to you, insufficiently intelligent person.",2
4631,Leslie,2," Ooh, rush me to the burn unit. Hey, Leonard, do you have a second, I need to ask you something.",2
4632,Leonard,2," Uh, sure.",2
4633,Sheldon,2," Well, if you‰Ûªll excuse me, I‰Ûªm going to go do work that promises significant results, as opposed to what you do, which does not. Yeah, you heard me.",2
4634,Leslie,2," Wow. So, I heard your relationship with Penny crashed to the ground like blue ice falling out of an airplane lavatory.",2
4635,Leonard,2, Where did you hear that?,2
4636,Leslie,2, Actually I read it. Wolowitz texted me. (Shows him text.) ,2
4637,Leonard,2, Like blue ice falling out of an airplane lavatory. Yep.,2
4638,Leslie,2," I thought it was a pretty good one, I gave him an L-O-L. Anyway, it got me thinking, now that you‰Ûªre unattached maybe we can revisit our previous attachment.",2
4639,Leonard,2, Are you suggesting another bout of stress release.,2
4640,Leslie,2," No, I‰Ûªm all done with casual sex. From now on I‰Ûªm fully committed to the traditional relationship paradigm.",2
4641,Leonard,2," Really, what changed?",2
4642,Leslie,2," It‰Ûªs hard to say, I guess there‰Ûªs just a time in every woman‰Ûªs life when she gets tired of waking up on a strange futon with a bunch of people she doesn‰Ûªt know.",2
4643,Leonard,2," Yeah, I can see how that would‰Û_ a bunch of people?",2
4644,Leslie,2," Anyway, I just figure it‰Ûªs time to slow things down and who better to slow things down with than you?",2
4645,Leonard,2," Oh, I‰Ûªm flattered. So, how do you suggest we proceed?",2
4646,Leslie,2," Your place, we‰Ûªll order Chinese, you‰Ûªll rent a movie, artsy but accessible, then light petting, no coitus.",2
4647,Leonard,2, Sounds fun.,2
4648,Leslie,2," I‰Ûªll leave the details up to you, I think it‰Ûªs better if you assume the male role.",2
4649,Leonard,2," Thank you, that‰Ûªs very thoughtful.",2
4650,Leslie,2, Great. Call me.,2
4651,Scene,2, The apartment. Leonard is dressed smartly and placing wine on the table. Sheldon enters.,2
4652,Sheldon,2, Great news. My mom sent me my old Nintendo 64.,2
4653,Leonard,2, Terrific.,2
4654,Sheldon,2," You know what this means, don‰Ûªt you? Break out the Red Bull, it‰Ûªs time to rock Mario old school.",2
4655,Leonard,2, I kind of have other plans tonight.,2
4656,Sheldon,2," But it‰Ûªs Friday. Friday‰Ûªs always vintage game night. Look, mom included the memory card, we can pick up where I left off in 1999 when I had pernicious anaemia.",2
4657,Leonard,2," Well, the thing is, someone‰Ûªs coming over.",2
4658,Sheldon,2," Well then, no problem, I have three controllers, the more the merrier.",2
4659,Leonard,2," Sheldon, it‰Ûªs a date, I have a date coming over.",2
4660,Sheldon,2," Oh, well you can‰Ûªt blame me for not jumping to that conclusion.",2
4661,Leonard,2," Why, what‰Ûªs so unusual about me having a date?",2
4662,Sheldon,2," Well, statistically speaking‰Û_",2
4663,Leonard,2," Alright, alright. Well, uh, nevertheless, I have one now and I would appreciate it if you would, you know, make yourself scarce.",2
4664,Sheldon,2," Leonard, I am a published theoretical physicist with two doctorates and an IQ which can‰Ûªt be accurately measured by normal tests, how much scarcer could I be?",2
4665,Leonard,2," You know what I mean, could you just give us a little privacy?",2
4666,Sheldon,2, You want me to leave the apartment?,2
4667,Leonard,2, Yes.,2
4668,Sheldon,2, You mean just go someplace else and be‰Û_ someplace else?,2
4669,Leonard,2, Yes.,2
4670,Sheldon,2," Well, why should I leave, this is my apartment too.",2
4671,Leonard,2," I know it is, and if science ever discovers a second member of your species and you two would like some privacy I would be more than happy to get out of your way.",2
4672,Sheldon,2, Well alright then.,2
4673,Scene,2, The entrance lobby. Sheldon is sitting on the bottom step using his laptop. Penny comes down the stairs.,2
4674,Penny,2, Sheldon? What are you doing?,2
4675,Sheldon,2, Playing Super Mario on a poorly coded Nintendo 64 emulator.,2
4676,Penny,2," Yeah, but why are you doing it on the stairs?",2
4677,Sheldon,2," I‰Ûªm a modern day Napoleon exiled to the Elba of the staircase because Leonard, get this, has a date.",2
4678,Penny,2," Oh. Oh, well, good for him. Yeah but, why are you sitting here, why don‰Ûªt you just go to a movie or something?",2
4679,Sheldon,2, Alone?,2
4680,Penny,2," Yeah, why not?",2
4681,Sheldon,2," What if I choke on my popcorn, who will administer the Heimlich manoeuvre.",2
4682,Penny,2, Well then don‰Ûªt order popcorn.,2
4683,Sheldon,2, No popcorn at the mo‰Û_ listen to yourself.,2
4684,Penny,2, Well why don‰Ûªt you go to a coffee shop.,2
4685,Sheldon,2, I don‰Ûªt drink coffee.,2
4686,Penny,2, They have other things.,2
4687,Sheldon,2, What do they have?,2
4688,Penny,2," I don‰Ûªt know, you know, cookies, pastries‰Û_",2
4689,Sheldon,2, Pastries such as bearclaws?,2
4690,Penny,2," Yeah, sure.",2
4691,Sheldon,2, I don‰Ûªt like bearclaws.,2
4692,Leslie (entering),2, Heya Penny. Dumbass.,2
4693,Sheldon,2," Leslie Winkle. Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?",2
4694,Penny,2," Well, they have a lot in common. I mean they‰Ûªre both scientists.",2
4695,Sheldon,2, Oh please. The only way she could make a contribution to science would be if they resume sending chimps into space.,2
4696,Penny,2," Okay, well I have a date too, so see ya.",2
4697,Sheldon,2," Everybody has a date. Even you, Mario, going after Princess Peach. And what am I doing, I‰Ûªm just enabling you.",2
4698,Scene,2, The apartment.,2
4699,Leslie,2, This is pretty good Orange Chicken.,2
4700,Leonard,2," Yeah, it‰Ûªs from Changs.",2
4701,Leslie,2, Not Chows?,2
4702,Leonard,2," No, Changs.",2
4703,Leslie,2, What happened to Chows?,2
4704,Leonard,2, It changed.,2
4705,Leslie,2," Oh. So, how many children do you think we should have? (Leonard splutters and coughs) I‰Ûªm sorry, that was a little abrupt.",2
4706,Leonard,2, A little.,2
4707,Leslie,2, I mean there are so many things to talk about before we discuss reproduction.,2
4708,Leonard,2, I sure hope so.,2
4709,Leslie,2," Besides shortness, what genetic weaknesses run in your family?",2
4710,Sheldon (entering),2," I‰Ûªm sorry to interrupt, batteries dying continue.",2
4711,Leslie,2," Uh, genetic weaknesses, right, um, there‰Ûªs the lactose intolerance.",2
4712,Sheldon (preparing an extension cord),2, Don‰Ûªt forget the male pattern baldness. When his uncles sit around the dinner table they look like a half carton of eggs. (Exits. Extension cord trails after him. Eventually goes tight a couple of times then falls loose.),2
4713,Leonard,2," Okay, now my uncles are bald, but my Aunt Edna is one of the hairiest women you will ever meet. So‰Û_ Sweet lady. It always tickles when she hugs me. (Sheldon knocks and enters again.) What now?",2
4714,Sheldon,2, I have to make pee-pee.,2
4715,Leonard,2," Listen, I‰Ûªm sorry about all of Sheldon‰Ûªs interruptions, he can be a bit of an eccentric.",2
4716,Leslie,2," If by eccentric you mean passive-aggressive East Texas blowhole, I agree.",2
4717,Leonard,2," Well, I think tonight was a very good start.",2
4718,Leslie,2, Me too. You‰Ûªre sure you‰Ûªre okay postponing intercourse until our relationship is past the initial viability test?,2
4719,Leonard,2," No problem, I‰Ûªm very skilled at postponing intercourse. So I guess I‰Ûªll call you and we‰Ûªll arrange another evening.",2
4720,Leslie,2, Yes. I believe protocol dictates that you wait a minimum of 18 hours before you call so I‰Ûªm not repulsed by your cloying eagerness.,2
4721,Leonard,2, Sure.,2
4722,Leslie,2," Again, it‰Ûªs your decision, you‰Ûªre the man.",2
4723,"Penny (voice off, ascending the stairs)",2," No, it wasn‰Ûªt my cat, it was an experiment designed by this guy named Schrodinger.",2
4724,Eric (appearing round corner with Penny),2, From the Charlie Brown cartoons?,2
4725,Penny,2," No, he was some kind of scientist, let me start again. Oh, hey Leonard.",2
4726,Leonard,2, Hello.,2
4727,Penny,2, Leslie.,2
4728,Leslie,2, Hi.,2
4729,Leonard,2," Okay, well, goodnight. (Leans in to kiss Leslie.)",2
4730,Penny,2," Okay, well, goodnight. (Grabs Eric and kisses him more passionately.) ",2
4731,Leslie (whispering),2," That ain‰Ûªt going to make your point. (Grabs him and tries to out-passion Penny. The two couples get more passionate trying to outdo each other until Leonard grabs Leslie‰Ûªs ass.) Okay, that‰Ûªs enough. (Sweetly) Call me (exits.)",2
4732,Leonard,2, Right (goes back inside flat. Closes door.),2
4733,Penny (breaking off kiss),2," Okay, goodnight.",2
4734,Eric,2, What?,2
4735,Penny,2," Had a great time, ciao (closes door.)",2
4736,Scene,2, The university lunch room.,2
4737,Sheldon,2," I‰Ûªm sorry, I am not going back to the Renaissance Fair.",2
4738,Howard,2," Come on, Sheldon, there‰Ûªs so few places I can wear my jester costume.",2
4739,Sheldon,2, I don‰Ûªt care. There are far too many historical anomalies for my comfort.,2
4740,Raj,2," Oh, okay, how about this. You can go dressed as a Star Trek science officer exploring a planet similar to Earth in the 1500s.",2
4741,Sheldon,2, You mean like Spock?,2
4742,Raj,2, Sure.,2
4743,Sheldon,2, Fascinating.,2
4744,Leslie (arriving),2, Hey fellow scientists. Sheldon.,2
4745,Leonard,2," Hey, why don‰Ûªt we all move over there so Leslie can join us.",2
4746,Howard,2," Hmm, let‰Ûªs do it. (Sheldon does not move. Leonard looks confused.)",2
4747,Sheldon,2," If you‰Ûªre having trouble deciding where to sit may I suggest one potato two potato, or as I call it the Leslie Winkle experimental methodology.",2
4748,Leonard,2, Don‰Ûªt make this hard for me.,2
4749,Sheldon,2," It‰Ûªs not hard. It‰Ûªs simple. You can either sit with me, your friend, colleague and roommate, or you can sit with an overrated scientist you might have sex with.",2
4750,Leonard,2," You‰Ûªre right, it is simple. (Sits with Leslie.)",2
4751,Scene,2, The stairs. Sheldon is playing on his computer at the end of the long extension cord.,2
4752,Penny,2," Hey, Sheldon.",2
4753,Sheldon,2, Penny.,2
4754,Penny,2," Third floor tonight. Mixing it up? (Sheldon indicates extension cord.) Oh. You know, I still don‰Ûªt understand why you just don‰Ûªt go to dinner or something.",2
4755,Sheldon,2," Alright, let‰Ûªs say I go to dinner alone. And during the meal I have to use the rest room. How do I know someone‰Ûªs not touching my food?",2
4756,Penny,2, Goodnight Sheldon.,2
4757,Sheldon,2," Penny, hold on. Are you sure things can‰Ûªt work out with you and Leonard?",2
4758,Penny,2, Excuse me?,2
4759,Sheldon,2, I‰Ûªm just wondering if you really gave it the old college try? Or in your case the old community college try?,2
4760,Penny,2," Okay, where is this coming from?",2
4761,Sheldon,2, Leonard is upstairs right now with my arch enemy.,2
4762,Penny,2, Your arch enemy?,2
4763,Sheldon,2," Yes, the Doctor Doom to my Mr Fantastic. The Doctor Octopus to my Spiderman. The Doctor Sivana to my Captain Marvel.",2
4764,Penny,2," Okay, I get it, I get it, I get it.",2
4765,Sheldon,2," Do you know, it‰Ûªs amazing how many supervillains have advanced degrees. Graduate school should probably do a better job of screening those people out.",2
4766,Penny,2," Sheldon, come back, you‰Ûªre losing me.",2
4767,Sheldon,2," Leslie Winkle, Penny. She belittles my research.",2
4768,Penny,2," Oh, sweetie, I‰Ûªm sorry.",2
4769,Sheldon,2, She called me dumbass.,2
4770,Penny,2, I know. I heard.,2
4771,Sheldon,2," Given this situation, I have no choice but to withdraw my previous objections to your ill considered relationship with Leonard.",2
4772,Penny,2," Oh, gee, well, thankyou for that. But, um, I think for now Leonard and I are just going to stay friends.",2
4773,Sheldon,2," No, that response is unacceptable to me.",2
4774,Penny,2," Sheldon, you are a smart guy, you must know‰Û_",2
4775,Sheldon,2, Smart? I‰Ûªd have to lose 60 IQ points to be classified as smart.,2
4776,Penny,2, Are you going to let me talk?,2
4777,Sheldon,2, I‰Ûªm sorry.,2
4778,Penny,2," You must know that if Leonard and Leslie want to be together, nothing you can do is going to stop it.",2
4779,Sheldon,2, You continue to underestimate my abilities madam.,2
4780,Penny,2," Okay, let me put it this way, if you‰Ûªre really Leonard‰Ûªs friend you will support him no matter who he wants to be with.",2
4781,Sheldon,2," Wait a minute, why am I doing all the giving here? If Leonard‰Ûªs really my friend, why doesn‰Ûªt he have to support me in my hatred of Leslie Winkle?",2
4782,Penny,2, Because love trumps hate.,2
4783,Sheldon,2, Oh now you‰Ûªre just making stuff up.,2
4784,Penny,2, Okay. Goodnight Sheldon.,2
4785,Sheldon,2," Oh Mario. If only I could control everyone the way I control you. Hop, you little plumber, hop, hop, hop.",2
4786,Scene,2, The apartment. Leonard and Leslie are kissing. ,2
4787,Sheldon (entering),2, When the two of you reach a natural stopping point I‰Ûªd like to have a word.,2
4788,Leonard,2," If the word is pee-pee, just do it.",2
4789,Sheldon,2," Leonard, you are my friend. And friends support their friends, apparently. So I am withdrawing my objection to your desire to have a relationship with Leslie.",2
4790,Leonard,2, Thank you.,2
4791,Sheldon,2," I will graciously overlook the fact that she is an arrogant sub-par scientist, who actually believes loop quantum gravity better unites quantum mechanics with general relativity than does string theory. You kids have fun.",2
4792,Leslie,2, Hang on a second. Loop quantum gravity clearly offers more testable predictions than string theory.,2
4793,Sheldon,2," I‰Ûªm listening, amuse me.",2
4794,Leslie,2," Okay, well, for one thing we expect quantii space-time to manifest itself as minute differences in the speed of light for different colours.",2
4795,Sheldon,2, Balderdash. Matter clearly consists of tiny strings.,2
4796,Leslie,2, Are you going to let him talk to me like that?,2
4797,Leonard,2," Okay, well, there is a lot of merit to both theories.",2
4798,Leslie,2," No there isn‰Ûªt, only loop quantum gravity calculates the entropy of black holes. (Sheldon grunts.)",2
4799,Leonard,2," Sheldon, don‰Ûªt make that noise, it‰Ûªs disrespectful.",2
4800,Sheldon,2," I hope so, it was a snort of derision.",2
4801,Leslie,2," You agree with me, right, loop quantum gravity is the future of physics.",2
4802,Leonard,2," Sorry Leslie, I guess I prefer my space stringy not loopy.",2
4803,Leslie,2," Well, I‰Ûªm glad I found out the truth about you before this went any further.",2
4804,Leonard,2," Truth, what truth? We‰Ûªre talking about untested hypotheses, uh, it‰Ûªs no big deal.",2
4805,Leslie,2," Oh, it isn‰Ûªt, really? Tell me Leonard, how would we raise the children?",2
4806,Leonard,2, I guess we let them wait until they‰Ûªre old enough and let them choose their own theory.,2
4807,Leslie,2," We can‰Ûªt let them choose, Leonard, they‰Ûªre children. (Storms off.)",2
4808,Leonard,2," Wait, where are you going?",2
4809,Leslie,2," I‰Ûªm sorry, I could have accepted our kids being genetically unable to eat ice-cream or ever get a good view of a parade, but this? This is a deal breaker. (Leaves.)",2
4810,Sheldon,2, Look on the bright side.,2
4811,Leonard,2, What‰Ûªs the bright side?,2
4812,Sheldon,2, Only nine more months to comic-con.,2
4813,Leonard,2, Oh yeah.,2
4814,Scene,2, The Renaissance Fair. The guys are in costume. Sheldon is Spock and has a tri-corder.,2
