index,episode,season,line
1343,3,1,
1344,3,1,Morty:ÊPoncho? What is this in your backpack?
1345,3,1,
1346,3,1,"(Poncho turns around to face Morty, giving Dr. Bloom a view of the creature.)"
1347,3,1,
1348,3,1,"Dr. Bloom:ÊThatÕsÊbubonic plague! What are you doing with that, Poncho?"
1349,3,1,
1350,3,1,(Poncho grabs hold of Annie and holds a knife to her throat. Annie gasps and tries to kick free.)
1351,3,1,
1352,3,1,Poncho:ÊEverybody get back!
1353,3,1,
1354,3,1,"Dr. Bloom:ÊPoncho, you son of a bitch! You released the tuberculosis so you could steal from me?"
1355,3,1,
1356,3,1,"Poncho:Ê*laughs* ThatÕs right, baby. A lot of people would pay top dollar to decimate the population. IÕll take the highest bidder. Al Quaeda. North Korea. Republicans! Shriners! Balding men that work out! People on the Internet that are only turned on by cartoons of Japanese teenagers! Anything is better than working for you! *points the knife at Dr. Bloom* You pompous, negligent, iTunes Gift Card as a holiday bonus-givingÑ"
1357,3,1,
1358,3,1,Morty:ÊAHHHHH!!!
1359,3,1,
1360,3,1,"(Morty leaps up and grabs onto PonchoÕs helmet, allowing Annie to escape. He punches Poncho repeatedly before Poncho pulls him off his face and throws him to the ground, where Roger helps him up. Poncho laughs evilly, but stops short when Bubonic Plague bites his shoulder.)"
1361,3,1,
1362,3,1,Poncho:ÊAh! Eh! Get! Get off! *he backs up and falls over the railing* Ahhhh!
1363,3,1,
1364,3,1,"(The four remaining look over the edge as he falls to his death. Just then, the sphincter dam begins groaning, almost giving way.)"
1365,3,1,
1366,3,1,Annie:ÊYou guys!
1367,3,1,
1368,3,1,"Roger:ÊItÕs gonna burst! *urges the others on* Go! Go, go, go! *pulls a lever before trying to run after the others but catches his foot in some of the machinery* My foot is stuck!"
1369,3,1,
1370,3,1,(Morty holds Annie back as she makes to help Roger.)
1371,3,1,
1372,3,1,Annie:ÊNo!
1373,3,1,
1374,3,1,"Roger:ÊThis is okay! ItÕs okay, just go! Tell my family I love them! They may be hard to find because my wife kept her last name and she made the kids take it too, so, I dunno, you canÑ"
1375,3,1,
1376,3,1,"(Just then, the dam bursts, drowning Roger in RubenÕs excrement.)"
1377,3,1,
1378,3,1,Annie:ÊNo!
1379,3,1,
1380,3,1,"(Dr. Bloom seals the door to the chamber and Annie hugs Morty, distraught and crying.)"
1381,3,1,
1382,3,1,[Trans. Smith family living room]
1383,3,1,
1384,3,1,"(Leonard, Joyce, and Beth sit on the chair and sofa, Jerry and Summer stand, and Jacob kneels with Ethan in the center of the room.)"
1385,3,1,
1386,3,1,"Jacob:ÊLet me ask you something Ethan. WhereÕs the anger coming from, man?"
1387,3,1,
1388,3,1,Ethan:ÊFrom Summer being a total bitch!
1389,3,1,
1390,3,1,(Jacob takes hold of EthanÕs cheeks and forces him to make eye contact.)
1391,3,1,
1392,3,1,Jacob:ÊWhereÕs the anger coming from?
1393,3,1,
1394,3,1,Ethan:ÊÉMy brotherÉ took me fishing onceÉin the bushesÉ *voice begins choking up as tears fill his eyes* I canÕtÉ I canÕt! *covers his eyes as he starts to cry* He made me feel like a girl! *sobbing openly* IÕmÉ m-made me a girl!
1395,3,1,
1396,3,1,(Jacob helps Ethan up to his feet.)
1397,3,1,
1398,3,1,"Jacob:ÊHe didnÕt make you anything, man. You are who you are. *gestures to Summer* She is who she is. (Summer watches on with a sympathetic expression.) Now you go to her. Brand new."
1399,3,1,
1400,3,1,(Ethan walks over to Summer.)
1401,3,1,
1402,3,1,Ethan:ÊCome here right now!
1403,3,1,
1404,3,1,"Summer:ÊOh my god, IÕm so sorry Ethan! *they hug* I love you!"
1405,3,1,
1406,3,1,Ethan:ÊI love you so much.
1407,3,1,
1408,3,1,(The two begin making out. Everyone claps besides Jerry.)
1409,3,1,
1410,3,1,Jerry:ÊUmÉ
1411,3,1,
1412,3,1,"Joyce:ÊYou did it again, cubby. Come here."
1413,3,1,
1414,3,1,"(Joyce and Jacob begin to kiss. Jerry looks to the easy chair to see Leonard has gotten up and is backing into the closet, unbuttoning his shirt to reveal a Superman costume underneath.)"
1415,3,1,
1416,3,1,Jerry:ÊNo! Stop! I hate this!
1417,3,1,
1418,3,1,"(Beth, Joyce, and Jacob glare at him.)"
1419,3,1,
1420,3,1,"Joyce:ÊWell, Christmas doesnÕt revolve around what you hate, son."
1421,3,1,
1422,3,1,"Jerry:ÊWell then, I hate Christmas! Enjoy being human! You guys are gross and lame."
1423,3,1,
1424,3,1,(He walks out. Summer and Ethan and Joyce and Jacob continue kissing.)
1425,3,1,
1426,3,1,[Trans. Anatomy Park]
1427,3,1,
1428,3,1,"(The three survivors are in a small theater where an animatronic Ruben gives a presentation. Morty and Annie have their helmets off and are making out, and Dr. Bloom sits a few seats away eating ice cream.)"
1429,3,1,
1430,3,1,"Animatronic Ruben:ÊMy nameÕs Ruben Ridley. YouÕre inside me right now, but by the end of this journey, IÕll be inside all of you."
1431,3,1,
1432,3,1,"(Dr. Bloom appears to miss every other bite of ice cream, probably due to his semi-aqueous form.)"
1433,3,1,
1434,3,1,Animatronic Ruben:ÊMy story begins in the dot com crash in the early Ô90s.
1435,3,1,
1436,3,1,"(The animatronic sparks, then goes limp.)"
1437,3,1,
1438,3,1,Annie:Ê*whispering to Morty* You can put your fingers wherever you wantÉ
1439,3,1,
1440,3,1,"Rick (throughÊspeaker):ÊMorty, you wanna put it on mute or something? (Annie and MortyÊboth look at MortyÕs helmet, startled.)"
1441,3,1,
1442,3,1,[Trans. Garage]
1443,3,1,
1444,3,1,"(Rick is working on a computer, still talking to Morty through his headset.)"
1445,3,1,
1446,3,1,Rick:ÊIÕm trying to concentrate.
1447,3,1,
1448,3,1,(Jerry wanders to the door.)
1449,3,1,
1450,3,1,"Jerry:ÊAh, Rick?"
1451,3,1,
1452,3,1,"Rick:Ê*holds up a hand without even looking over at him* Not now, Jerry. IÕve got much, much smaller fish to fry."
1453,3,1,
1454,3,1,"Jerry:Ê*enters anyway* I wanted to say IÕm sorry I ever judged you. *leans on the ping pong table, looking down at RubenÕs corpse* Right now, youÕre my sanest relative."
1455,3,1,
1456,3,1,"(Rick, who had been typing away, suddenly pauses.)"
1457,3,1,
1458,3,1,"Rick:ÊRelativeÉ ThatÕs it! Relative size! Jerry, hand me a scalpel and a bundle of dynamite! *into his headset* Morty! Can you get to the left nipple?"
1459,3,1,
1460,3,1,[Trans. Anatomy Park]
1461,3,1,
1462,3,1,(Annie is in MortyÕs lap.)
1463,3,1,
1464,3,1,"Morty:ÊAre you kidding? IÕm hoping I can get to both of them, Rick."
1465,3,1,
1466,3,1,"Rick (throughÊspeaker):ÊMorty, IÕm talkinÕ about RubenÕs left nipple!"
1467,3,1,
1468,3,1,(The area begins to rumble and cave in. Morty lifts Annie off his lap and both put on their helmets.)
1469,3,1,
1470,3,1,Morty:ÊWe need to get to the left nipple!
1471,3,1,
1472,3,1,"Dr. Bloom:ÊThe body is decaying! (Bits of debris begin to fall from the ÔceilingÕ.) The arterial transit system is useless! We can try the service shuttle. ItÕs connected to the skeletal system. ThatÕs why we call it theÊBone Train. *to Annie* Would you like to ride the Bone Train, miss?"
1473,3,1,
1474,3,1,Annie:ÊIf itÕll get us out of here.
1475,3,1,
1476,3,1,"Dr. Bloom:ÊHow about you, Morty? Would you like to ride the Bone Train?"
1477,3,1,
1478,3,1,Morty:ÊWhy are you doing this bit? WeÕre gonna die. LetÕs go.
1479,3,1,
1480,3,1,[Trans. Garage]
1481,3,1,
1482,3,1,(Jerry looks on as Rick inserts a bundle of dynamite into an incision on RubenÕs abdomen. He takes a few steps back toward the door back to the house.)
1483,3,1,
1484,3,1,"Jerry:ÊWell, I can see that youÕre busyÉ Merry Christmas, Rick."
1485,3,1,
1486,3,1,"(Rick lifts RubenÕs corpse from the table and heads out to the car, dumping RubenÕs body inside.)"
1487,3,1,
1488,3,1,[Trans. Anatomy Park: the Bone Train]
1489,3,1,
1490,3,1,Dr. Bloom:ÊThereÕs no autopilot. One of us will have to stay here and operate it manually.
1491,3,1,
1492,3,1,"(Morty and Annie glance at each other, then look back at Dr. Bloom. Dr. Bloom glances at each of the teenagers. Morty and Annie continue staring at him.)"
1493,3,1,
1494,3,1,"Morty:ÊÉUh, wellÉ"
1495,3,1,
1496,3,1,"Dr. Bloom:ÊNo, youÕre right. It was a dick move for me to even pause like that. This is all my fault. You go on."
1497,3,1,
1498,3,1,(Something approaches the group from a nearby set of stairs.)
1499,3,1,
1500,3,1,Annie:Ê*points* What the hell is that?
1501,3,1,
1502,3,1,Dr. Bloom:ÊE. coliÊoutbreak. Hurry!
1503,3,1,
1504,3,1,(Morty and Annie jump into the shuttle as E. coli swarm the area. Dr. Bloom pulls a lever and the shuttle begins to move.)
1505,3,1,
1506,3,1,"Dr. Bloom:ÊOh wait, there is an autopilot. (E. coli surround him.) WAAAIT! ...OKAY, NEVER MIND, I WANTED TO SACRIFICE MYSELF ANYWAAAAAYYYY!"
1507,3,1,
1508,3,1,"(As the train speeds down the track, some of the E. coli have attached themselves to the vehicle. One smashes the window of the train door and sticks its head inside.)"
1509,3,1,
1510,3,1,Annie:ÊTheyÕre chewing through the doors!
1511,3,1,
1512,3,1,"Morty:ÊEuuuugh! *grabs a fire extinguisher and beats the E. coli off the train with it* WeÕre in the areola, Rick! Almost to the nipple! But weÕre also in a really bad situation!"
1513,3,1,
1514,3,1,[Trans. EarthÕs orbit]
1515,3,1,
1516,3,1,(Rick flies his spacecraft out of EarthÕs atmosphere.)
1517,3,1,
1518,3,1,"Rick:ÊIÕm almost there, Morty!"
1519,3,1,
1520,3,1,"(Rick lights the end of the dynamite bundle in RubenÕs abdomen, kicks him out into space, and uses a growth ray to increase Ruben to an enormous sizeÑlarge enough to make Morty and Annie their normal sizes again, but still inside him.)"
1521,3,1,
1522,3,1,[Trans. Earth]
1523,3,1,
1524,3,1,"(Various people across America stop what theyÕre doing and look at the sky as RubenÕs huge, naked corpse hovers overhead.)"
1525,3,1,
1526,3,1,Reporter:ÊReports are coming in from across the country about what appears to be a giant naked man over the continental United States. We now go to Tom Randolph in New York. Tom?
1527,3,1,
1528,3,1,"(As Tom speaks, RubenÕs terrifyingly enormous face floats overhead.)"
1529,3,1,
1530,3,1,"Tom: Well, his eyes arenÕt twinkling, and his dimples arenÕt merry, but IÕm standing under a nose like a seventy-mile cherry!"
1531,3,1,
1532,3,1,"Reporter:ÊThank you, Tom. LetÕs go now to Eric McMan in Los Angeles."
1533,3,1,
1534,3,1,(RubenÕs poorly kept toes hover in the background while Eric speaks.)
1535,3,1,
1536,3,1,"Eric:ÊWeÕre got feet here on the West Coast, Bill! Giant feet, even relative to the giant manÕs size! And you know what they say about that!"
1537,3,1,
1538,3,1,"Reporter:ÊWell, if the old adage is true, one can only wonder what is going down in the Rocky Mountains."
1539,3,1,
1540,3,1,[Trans. Rocky Mountains]
1541,3,1,
1542,3,1,"(A lumberjack pauses while hacking down a tree, looks up, screams, and runs away.)"
1543,3,1,
1544,3,1,[Trans. EarthÕs orbit]
1545,3,1,
1546,3,1,(Rick flies his ship toward the nipple.)
1547,3,1,
1548,3,1,[Trans. Bone Train]
1549,3,1,
1550,3,1,"(E. coli continue trying to break in, with Morty beating them away with a fire extinguisher. Running up to the front of the train, he and Annie see that Hepatitis A is has damaged the track.)"
1551,3,1,
1552,3,1,"Morty:ÊOh my god, the track!"
1553,3,1,
1554,3,1,Annie:ÊItÕs Hepatitis A!
1555,3,1,
1556,3,1,"(As Morty tries to slow the train down, it flies off the track and straight through some of RubenÕs soft tissue, bursting into the nipple. The train hits a bump, throwing Morty and Annie out. They look up and gasp.)"
1557,3,1,
1558,3,1,Annie:ÊThe nipple holeÉ
1559,3,1,
1560,3,1,"(Through the nipple hole, theyÕre able to see Earth as the sun peeks over the horizon.)"
1561,3,1,
1562,3,1,Morty:ÊItÕs beautifulÉ
1563,3,1,
1564,3,1,"(Suddenly, thereÕs a crash behind them. Hepatitis A bursts out from the train wreckage and lumbers towards Morty and Annie.)"
1565,3,1,
1566,3,1,Annie:ÊAw no!
1567,3,1,
1568,3,1,"(The two run, and just as Hepatitis A is about to catch them,ÊHepatitis CÊsnatches it up and shakes it like felled prey.)"
1569,3,1,
1570,3,1,Annie:ÊWhoa! ItÕs Hepatitis C!
1571,3,1,
1572,3,1,(Hepatitis C gives them a thumbs-up before lumbering away with its kill in its mouth.)
1573,3,1,
1574,3,1,Morty:ÊUmÉ WeÉ Did we have some sort of relationship with him?
1575,3,1,
1576,3,1,Annie:ÊIÉ think theyÕre just like that? I think theyÕre just good guys.
1577,3,1,
1578,3,1,Morty:ÊOh. Huh.
1579,3,1,
1580,3,1,"(Rick flies his spaceship into the nipple, landing it behind them. Morty and Annie climb inside.)"
1581,3,1,
1582,3,1,Rick:ÊWhereÕs Dr. Bloom?
1583,3,1,
1584,3,1,Morty:ÊSorry RickÉ HeÕs deadÉ
1585,3,1,
1586,3,1,"Rick:ÊGoddamn it, Morty, I ask you to do one thing!"
1587,3,1,
1588,3,1,"(Rick flies the spaceship out of the nipple and away from RubenÕs corpse just before the dynamite ignites and the body explodes, sending blood and gore in all directions.)"
1589,3,1,
1590,3,1,[Trans. Smith residence]
1591,3,1,
1592,3,1,"(Joyce, Leonard, Jacob, Beth, Summer, and Ethan all bundle up to go sledding.)"
1593,3,1,
1594,3,1,Beth:ÊJerry doesnÕt know what heÕs missing.
1595,3,1,
1596,3,1,"Jacob:ÊHeÕll come around, Beth. Christmas is a special time. It has funny ways of bringing families together."
1597,3,1,
1598,3,1,"Beth:ÊI dunno, Jacob. Jerry got an invitation to be alive today, and he rejected it. I donÕt know if our marriage willÑ"
1599,3,1,
1600,3,1,(Beth stops talking as blood starts splattering the sliding glass doors. The whole group stares in shock as blood seems to pour from the sky.)
1601,3,1,
1602,3,1,Summer:ÊItÕs raining blood!
1603,3,1,
1604,3,1,"Jacob:ÊListen, find Jerry!"
1605,3,1,
1606,3,1,Beth:ÊOh god.
1607,3,1,
1608,3,1,[Trans. JerryÕs den]
1609,3,1,
1610,3,1,"(Blood is raining on the window there as well. Jerry is sitting in a chair, watching the news, when the family bursts in.)"
1611,3,1,
1612,3,1,Beth:ÊJerry!
1613,3,1,
1614,3,1,Jerry:Ê*stands and hugs her* ItÕs alright! The TV says thereÕs nothing to worry about.
1615,3,1,
1616,3,1,Reporter (on TV):ÊThe giant naked sky Santa has exploded. Blood and chunks of viscera are raining down on the country. Everything should be fine.
1617,3,1,
1618,3,1,(Family sighs in relief.)
1619,3,1,
1620,3,1,"Summer:ÊDad, can I have my phone back?"
1621,3,1,
1622,3,1,"Jerry:ÊSure, sweetie. *pulls out the stocking and gives Summer her phone, then gives Beth her tablet* Everybody, take a device. ItÕll help you relax."
1623,3,1,
1624,3,1,Jacob:ÊThis is nice.
1625,3,1,
1626,3,1,"Jerry:ÊYeah. *puts an arm around Beth and Jacob* I guess we really learned something this Christmas, Jacob."
1627,3,1,
1628,3,1,"Summer:ÊNo we didnÕt, Dad. No we didnÕt."
1629,3,1,
1630,3,1,[Trans. Smith house]
1631,3,1,
1632,3,1,"(ItÕs no longer raining blood, but reddish chunks of Ruben are everywhere as Rick lands his spacecraft, parking it in the garage.)"
1633,3,1,
1634,3,1,"Rick:ÊToo bad about Dr. Bloom. *Rick, Annie, and Morty exit the car* He was a genius. The only man capable of creating a new Anatomy Park."
1635,3,1,
1636,3,1,"Annie:ÊActually, I studied Dr. BloomÕs work. I believe I have the knowledge necessary to create a new, much safer park!"
1637,3,1,
1638,3,1,Rick:ÊWhat about Pirates of the PancreasÉ?
1639,3,1,
1640,3,1,Annie:ÊI think it was one of the mostÊunderratedÊattractions.
1641,3,1,
1642,3,1,Rick:ÊBooyah! Hold your breath!
1643,3,1,
1644,3,1,"(Annie is already standing under the shrink ray as Rick pulls the lever, shrinking her down to microscopic size once again, much to MortyÕs chagrin.)"
1645,3,1,
1646,3,1,"Morty:ÊHey, wh-wh- What the hell, Rick? What the hell, man? I liked her! I really had somethinÕ going there, Rick!"
1647,3,1,
1648,3,1,(Rick pockets the container holding Annie.)
1649,3,1,
1650,3,1,"Rick:ÊYeah, so I heard. You dodged a bullet, Morty, trust me. *whispers* Puffy vagina."
1651,3,1,
1652,3,1,Morty:ÊW-WhatÕs wrong with that? That doesnÕt sound like a problem to me! I dunno!
1653,3,1,
1654,3,1,"Rick:ÊCÕmon. LetÕs get some stuffing, IÕm starving."
1655,3,1,
1656,3,1,[Trans. Smith family living room]
1657,3,1,
1658,3,1,"(Beth, Leonard, Summer, and Ethan sit on the couch, Jacob sits in the easy chair with Joyce in his lap, and Jerry sits on the carpet. All are staring at handheld electronics as Rick and Morty enter the room.)"
1659,3,1,
1660,3,1,"Rick:ÊOh, unbelievable. We got a bunch of robot computer people sittinÕ around with their faces stuffed in computer screens. (No one acknowledges him.) Do you realize Christ was born today? Jesus Christ our Savior was born today! A-A-A-Are you people even human? What kind of Christmas is this?"
1661,3,1,
1662,3,1,(Jerry looks at the audience and shrugs.)
1663,3,1,
1664,3,1,[End Credits roll]
1665,3,1,
1666,3,1,[Trans. RickÕs garage]
1667,3,1,
1668,3,1,"Annie (throughÊspeaker phone):ÊHey Rick! Rick, can you hear me?"
1669,3,1,
1670,3,1,"Rick:ÊLoud and clear, Annie."
1671,3,1,
1672,3,1,"Annie:ÊGreat! WeÕre also on with Alejandro, our Chief ImaginarianÑ"
1673,3,1,
1674,3,1,Alejandro:ÊHey Rick.
1675,3,1,
1676,3,1,"Annie:ÊNatalie Jacobs and Chris Desiter from Microscopic Marketing, Zach from Organ Concepts and Jamie from New Media."
1677,3,1,
1678,3,1,Rick:ÊHey everybody.
1679,3,1,
1680,3,1,"All:ÊHey, hi Rick, howÕs it goinÕ. (etc.)"
1681,3,1,
1682,3,1,Annie:ÊSo. Pirates of the Pancreas.
1683,3,1,
1684,3,1,"Rick:ÊYeah, talk to me."
1685,3,1,
1686,3,1,"Alejandro:ÊHey Rick, itÕs Alejandro speaking. Um, so we asked ourselves internally, we asked ourselves over here, ÒOkay, what does a pancreas do?Ó (Rick begins to look agitated.) And the answer was, does it make pirates? No. It makes insulin, you know? So weÕre starting with a newÑ"
1687,3,1,
1688,3,1,"(Rick, furious, picks up and slams the phone, hanging up on the group call. Behind him, Ethan lies on a table.)"
1689,3,1,
1690,3,1,"Ethan:ÊSo those guys are inside me, huh? Like, building a park?"
1691,3,1,
1692,3,1,"Rick:ÊThose guys are inside you building a piece of shit, Ethan! TheyÕre inside you building a monument to compromise! Fuck. Fuck those people. Fuck this whole thing, Ethan."
1693,3,1,
1694,3,1,Ethan:ÊÉ.Cool. And who pays me?
1695,3,2,All:ÊLove. Connection. Experience.
1696,3,2,
1697,3,2,(Morty claps)
1698,3,2,
1699,3,2,Rick:ÊYeah Morty
1700,3,2,
1701,3,2,"All:ÊCome together. With love. connection, experience! [laughter]"
1702,3,2,
1703,3,2,Rick:ÊIt's my favourite song
1704,3,2,
1705,3,2,"Morty:ÊOh, yeah"
1706,3,2,
1707,3,2,(distress beacon alert chimes)
1708,3,2,
1709,3,2,"Rick:ÊOh yeah, distress beacon! [belches] Yeah baby!"
1710,3,2,
1711,3,2,Morty:ÊYou're excited about that?
1712,3,2,
1713,3,2,"Rick:ÊThe first rule of space travelÊkids, is always check out distress beacons; nine out of ten times its a ship full of dead aliens and a ton of freeÊshit!"
1714,3,2,
1715,3,2,[Rick makes a sharp turn]
1716,3,2,
1717,3,2,Morty and Summer:ÊWhoa!
1718,3,2,
1719,3,2,"Rick:ÊOne out of ten times its a deadly trap, but I'm ready to roll those dice!"
1720,3,2,
1721,3,2,[Trans. flying towardÊS.S. Independence]
1722,3,2,
1723,3,2,"[Trans. Rick, Morty, and Summer entering corridor]"
1724,3,2,
1725,3,2,Summer:ÊSeems like something terrible happened here.
1726,3,2,
1727,3,2,"Rick:ÊYeah. Cha-ching! Oh yeah, if you find a room full of eggs, don't shy away from it, give one of them a shake. Facehuggers are worth more than this ship."
1728,3,2,
1729,3,2,(Rick is spray-painting a symbol on a closed door)
1730,3,2,
1731,3,2,"Morty:ÊUh, what's that?"
1732,3,2,
1733,3,2,Rick:ÊThis will make the cops write it up as a looting by the Korblocks.
1734,3,2,
1735,3,2,Summer:ÊThat's horrible!
1736,3,2,
1737,3,2,"Rick:ÊI hear you man, cops are racist."
1738,3,2,
1739,3,2,(a door behind them opens with six crewmembers)
1740,3,2,
1741,3,2,"Rick:ÊOh, hey! You're alive! Thank God!"
1742,3,2,
1743,3,2,Female alien:ÊCan you help us? Our planet was taken over by some kind of [pauses] entity! It absorbed the minds of our people!
1744,3,2,
1745,3,2,"Male alien 1:ÊWe didn't notice until it was too late. The people it takes over, they look like your friends, your family, your leaders, but they're not,ÊthemselvesÊany more; They're part ofÊIt."
1746,3,2,
1747,3,2,Rick:Êand how do you know it didn't get on the ship with you? Those two ding-dongs seem pretty calm about the whole thing.
1748,3,2,
1749,3,2,(two male aliens are calm and not panting and standing apart from the other four)
1750,3,2,
1751,3,2,(they screech after Rick points at them)
1752,3,2,
1753,3,2,"Male alien with glasses:ÊHey! No, wait!"
1754,3,2,
1755,3,2,(the other four are assimilated)
1756,3,2,
1757,3,2,Rick:ÊCalled it.
1758,3,2,
1759,3,2,All six aliens together:ÊHello Rick. Long time no see.
1760,3,2,
1761,3,2,Rick:ÊUnity!?
1762,3,2,
1763,3,2,Morty:ÊRick?
1764,3,2,Summer:ÊGrandpa?
1765,3,2,
1766,3,2,"Rick:ÊOh boy. Uh, these are my grandkids, Summer and Morty. Summer, Morty, this is uh, Unity. We sort of used to, uh, date."
1767,3,2,
1768,3,2,[intro credits begin]
1769,3,2,
1770,3,2,[Scene's of life on Unity's planet are shown; S.S. Independence lands]
1771,3,2,
1772,3,2,Rick:ÊQuite an operation you got going here Une. You're a whole planet now huh?
1773,3,2,
1774,3,2,"Unity (Administrator):ÊAfter we broke up, I spend some time wandering through space,"
1775,3,2,"Unity (Thin suited man):Êthen I found this world,"
1776,3,2,Unity (Large suited man):Êwhere I was better able to focus on my passion for unification.
1777,3,2,
1778,3,2,Summer:ÊYou mean stealing peoples bodies?
1779,3,2,
1780,3,2,"Rick:ÊSummer, rude. Why don't you kids run off and play with Unity while Unity and I do some catching up."
1781,3,2,
1782,3,2,(four aliens come over to Morty and Summer put a hand on their shoulders)
1783,3,2,
1784,3,2,Summer:ÊUgh.
1785,3,2,
1786,3,2,"Morty:ÊWait! Rick, aren't these people going to barf into our mouths and absorb us?"
1787,3,2,
1788,3,2,"Unity (Administrator):ÊYou're guests here on my planet, you're free to be yourselves; I've never been good at disappointing Rick."
1789,3,2,
1790,3,2,Summer:ÊWell nowÊI'mÊgoing to barf. Come on Morty.
1791,10,1,"Beth:ÊSo dad, guess what tomorrow is..."
1792,10,1,
1793,10,1,Rick:ÊMartin Luther King Jr.'s birthday.
1794,10,1,
1795,10,1,"Beth:ÊNo... well, it might be..."
1796,10,1,
1797,10,1,Rick:ÊIt is.
1798,10,1,
1799,10,1,"Beth:ÊFine, but also, tomorrow is your one year anniversary back in our lives. I'm gonna make you flying saucer-shaped pancakes."
1800,10,1,
1801,10,1,"Rick:ÊOh, there's no need to do that, Beth. Regular pancakes are fine."
1802,10,1,"Beth:ÊHappy anniversary, dad!"
1803,10,1,
1804,10,1,"Rick:ÊOh, I get it. Regular pancakes are already shaped like flying saucers."
1805,10,2,Jerry:ÊThe trick to cereal is keeping 70% of it above the milk.
1806,10,2,
1807,10,2,"Beth:ÊJerry, get a job."
1808,10,2,
1809,10,2,(A knock is heard at the front door.)
1810,10,2,
1811,10,2,"Rick:ÊUh, w-why don't you get it Jerry? you're the man of the house and you don't have a job."
1812,10,2,
1813,10,2,Jerry:Ê*Sighs and stands up to answer door*
1814,10,2,
1815,10,2,"(Jerry opens the door and flinches in fear as a large brain-resembling, automated delivery mechanism [a 'courier flap'] hovers into the house and makes its way into the dining room.)"
1816,10,2,
1817,10,2,"Courier Flap:Ê(In an automated machine voice) Delivery for Rick, Morty, Summer, Beth and Jerry."
1818,10,2,
1819,10,2,"Summer:Ê*Drops spoon upon seeing the Courier Flap* Gross, whatÊisÊthat thing?"
1820,10,2,
1821,10,2,"Rick:ÊIt's a Courier Flap, it's like the Intergalactic version of UPS but less off-putting. *Reaches hand into courier and retrieves a metallic egg-shaped item*"
1822,10,2,
1823,10,2,"OH SHIEEET! It looks like an egg-vite from Birdperson! It must be time for his annual Oscar party. By the way, our TV signals take lightyears to reach his planet, nobody tell him that Braveheart wins."
1824,10,2,
1825,10,2,"(Rick cracks the egg open like a regular egg. Upon cracking the egg, a miniature hologram emerges with Pachelbel's Canon playing in the background and videos of Tammy and Birdperson.)"
1826,10,2,
1827,10,2,"Birdperson's Voice:ÊGreetings, this is Birdperson."
1828,10,2,
1829,10,2,Tammy's Voice:ÊAnd Tammy!
1830,10,2,
1831,10,2,Birdperson's Voice:ÊInviting you to Planet Squanch for our mate-melding ceremony.
1832,10,2,
1833,10,2,Rick:Ê(With disgust) Ughhhh... *places a napkin over the hologram and takes it to the bin in the kitchen)
1834,10,2,
1835,10,2,"Tammy's Voice:Ê(Muffled by napkin) If you're not a bird, that means we're getting married!"
1836,10,2,
1837,10,2,Summer:ÊOh my God! My friend Tammy's marrying Birdperson!
1838,10,2,
1839,10,2,"Jerry:ÊWhat the hell is a 'Birdperson,'?"
1840,10,2,
1841,10,2,Morty:ÊHe's Rick's best friend.
1842,10,2,
1843,10,2,"Rick:ÊUhhhh, l-l-let's not get carried away, Morty."
1844,10,2,
1845,10,2,Courier Flaps:ÊWould you like to RSVP or send a gift?
1846,10,2,
1847,10,2,"Rick:ÊNo. Weddings are basically funerals with cake. If I wanted to watch someone throw their life away, *belch* I'd hang out with Jerry all day."
1848,10,2,
1849,10,2,Courier Flap:ÊAffirmative. Returning to sender. *flies towards front door*
1850,10,2,
1851,10,2,"Beth:ÊNo, hold on, stay... 'Courier Flaps.'"
1852,10,2,
1853,10,2,Courier Flap:Ê*Turning back around and re-entering dining room* Staying.
1854,10,2,
1855,10,2,"Beth:ÊDad, you have a friend that's getting married... that's aÊbigÊdeal."
1856,10,2,
1857,10,2,Jerry:Ê*Scoffs* it's a big deal heÊhasÊa friend.
1858,10,2,
1859,10,2,"Rick:ÊWhat do you know about friendship, Jerrrrrry?"
1860,10,2,
1861,10,2,"Courier Flap:ÊConfirm, shipping Jerry. *Hovers over Jerry and fully shoves him into underside before flying away through open front door and into sky*"
1862,10,2,
1863,10,2,"Beth:ÊOh God, Jerry?! *Runs to front door*"
1864,10,2,
1865,10,2,Summer and Morty:ÊDad?! *Follow Beth*
1866,10,2,
1867,10,2,Beth:Ê*Looking into sky* Where is it taking him?
1868,10,2,
1869,10,2,"Rick:Ê*Still eating cereal* I assume Planet Squanch, 6000 lightyears across the galaxy."
1870,10,2,
1871,10,2,Morty:ÊWh?-Wh- th-th-that's insane!
1872,10,2,
1873,10,2,"Rick:ÊYeah, I know. Now we have to go to the wedding."
1874,10,2,
1875,10,2,"[Trans. Rick, Summer, Beth and Morty flying through the galaxy in Rick's space cruiser while the radio plays techno music. The cruiser then flies down through the atmosphere of a clouded planet and lands on the surface of Planet Squanch.]"
1876,10,2,
1877,10,2,"Squanchy:ÊRick Sanchez, you psycho bag of Squanch!"
1878,10,2,
1879,10,2,"Rick:Ê*Unscrewing and drinking from scotch flask* Hey, what's up, Squanchy?"
1880,10,2,
1881,10,2,Summer and Morty:Ê*Morty waves* Heya Squanchy.
1882,10,2,
1883,10,2,"Squanchy:ÊMorty, Summer! And you must be Beth. *kissing Beth's hand* Au squanch_."
1884,10,2,
1885,10,2,"Beth:Ê*Holding a suit in a dry cleaning bag* Your language has 'squanch,' in it aÊlot. Doesn't that become tedious and worn out like the Smurf thing?"
1886,10,2,
