index,character,episode,line,season
7516,JERRY,38," SHOT! (the sound of a shot on the TV is heard) I told ya!               (the inter-",3
7517,GEORGE,38, (on intercom) It's George.,3
7518,JERRY,38," Come on up. (to Nina) Well, now we gotta get a posse together.               I love",3
7519,NINA,38, What's the appeal of the posse?,3
7520,JERRY,38," The appeal of the posse? The posse has tremendous appeal.               Get away",3
7521,NINA,38," Hello, George.",3
7522,GEORGE,38," Hey, Nina! (beat) I owe you some money, don't I?",3
7523,NINA,38," Well, I really love that piece.",3
7524,GEORGE,38," Oh, yeah, me too, me too. Boy oh boy oh boy...! You know,               in fact, ",3
7525,NINA,38," No, no no no, George! A deal's a deal. I want you to have               it!",3
7526,GEORGE,38," This could be in a museum some day! It's not safe with               me! It should",3
7527,NINA,38," Honestly, George, the money's not important.",3
7528,GEORGE,38, Who said anything about money? (intercom buzzes),3
7529,JERRY,38, Yeah?,3
7530,ELAINE,38, (on intercom) It's Elaine.,3
7531,JERRY,38, Come on up.,3
7532,NINA,38, Elaine?,3
7533,JERRY,38, ...Yeah.,3
7534,NINA,38," (rolling eyes) This person does not believe in telephones,               does she?",3
7535,JERRY,38," She likes the pop-in. I've told her how I hate the pop-in.               (pointing",3
7536,GEORGE,38, I just popped in now. I'm a big pop-in guy.,3
7537,JERRY,38, Yeah.,3
7538,GEORGE,38, How 'bout Kramer.,3
7539,JERRY,38, HUGE pop-in guy!,3
7540,NINA,38," Well, I was leaving anyway, so, uh, we're on for tomorrow?",3
7541,JERRY,38, Yeah.,3
7542,NINA,38, Okay.,3
7543,JERRY,38, Okay!,3
7544,NINA,38," Bye. (just as Nina is about to leave, Elaine walks in.)",3
7545,ELAINE,38, (to Nina) Hello!,3
7546,ELAINE,38," (sarcastic) Chatty gal. (beat) Lippman's coming back tomorrow,               I'll",3
7547,JERRY,38," If he noticed, he would have called you from Houston!",3
7548,ELAINE,38," No, he wants to torture me. ",3
7549,(CUT TO,38," later on that night. George, Elaine, and Jerry are watching               TV.",3
7550,ELAINE,38," (annoyed) Oh! Would you gimme the clicker? I hate it when               you're the",3
7551,JERRY,38," (tugging at the clicker) I'm a great clicker! (gets the               clicker back)",3
7552,ELAINE,38," You're all over the dial! You don't know what you want!               I've never",3
7553,JERRY,38, Let go!,3
7554,ELAINE,38," No, come on! I want it, Jerry!",3
7555,JERRY,38," Let go, Elaine!",3
7556,ELAINE,38, Well at least let George do it!,3
7557,JERRY,38," Oh, George can't click! (George joins in the fight)",3
7558,GEORGE,38," (as Jerry and Elaine continue to whine) Give it! Give it!               (he finally",3
7559,JERRY,38," Wait, wait a second! Go back, go back to that. (they watch               it a little",3
7560,ELAINE,38," It's Chapter 2, it's Neil Simon.",3
7561,JERRY,38," (on to something) Wait a second... wait a second!! (he watches               the TV",3
7562,ELAINE,38, What letter?,3
7563,JERRY,38," This is the letter she wrote to me, she stole it right from               the movie!",3
7564,JERRY,38," ""...'cause you don't even make the slightest effort               to offer happiness",3
7565,GEORGE,38, This is incredible!,3
7566,JERRY,38," I always thought there was something funny about this letter!               She cop-",3
7567,GEORGE,38, Maybe I won't send her that check.,3
7568,ELAINE,38," You know, it's not really that terrible. ",3
7569,JERRY,38," What are you talking about? She completely misrepresented               herself!",3
7570,(CUT TO,38," Lippman's office. Lippman is on the phone when Elaine               walks in and",3
7571,LIPPMAN,38,"(into phone)...yeah, yeah. But she wouldn't take the cap               off? (beat)",3
7572,ELAINE,38," Um, oh, it's Townscend, which is NEAR Baltimore.",3
7573,LIPPMAN,38,"Yeah, but you're an Oriole fan, right?",3
7574,ELAINE,38," Well, uh, fan. My father--",3
7575,LIPPMAN,38,"Anyway, she refused to take the cap off; caused a whole               big scene!",3
7576,ELAINE,38, Really?,3
7577,LIPPMAN,38,Yeah.,3
7578,ELAINE,38, So... impudent.,3
7579,LIPPMAN,38,"Yeah, so Lenny gave me the tickets for tomorrow night.               I'm inviting",3
7580,ELAINE,38," (pause) Ah. I've-I've got plans, though, Mr. Li--",3
7581,LIPPMAN,38,"Well, break 'em. You missed the bris, I want you at the               game.",3
7582,ELAINE,38, (very reluctant) Okay.,3
7583,LIPPMAN,38,"Good. (Elaine stars to leave) Oh--and Elaine. You know               the Baltimore",3
7584,ELAINE,38, That will be fun.,3
7585,(CUT TO,38," Nina's studio. Nina is working on a painting. Jerry is               watching her,",3
7586,JERRY,38, How's it coming?,3
7587,NINA,38," Good, good.",3
7588,JERRY,38, Seen any good movies lately?,3
7589,NINA,38, No... not really. You?,3
7590,JERRY,38," No. I like a good comedy. You know, like a Neil Simon? You               like Neil",3
7591,NINA,38," Neil Simon? Uh, some of his stuff.",3
7592,JERRY,38," I've seen MOST of it. I guess my favorite would have to               be, uh...",3
7593,NINA,38, I don't know... maybe.,3
7594,JERRY,38," I have. Funny, funny. In fact it was on TV just the other               night.",3
7595,MR. ARM,38,"Well, we've made our decision. We want ""The Kramer.""",3
7596,(CUT TO,38," Jerry's apartment, night. Jerry and George are watching               a baseball",3
7597,GEORGE,38," Five-thousand? Why would anybody buy Kramer for $5000?               (laughs)",3
7598,JERRY,38," Boy, the Yankees cannot buy a hit tonight!",3
7599,GEORGE,38, So is it all over between you and... Marsha Mason?,3
7600,JERRY,38," Yeah. (picks up Nina's painting George bought) And by the               way, can",3
7601,GEORGE,38," Tell you what, I'll make a deal with you. I'll sell it               to you right",3
7602,TVVOICE,38,"Uh, there's seems to be a lot of trouble in the area just               behind the",3
7603,GEORGE,38," Behind the dugout, that's where we were sitting the other               day.",3
7604,TVVOICE,38,"Well, we're not going to show it, we don't want to encourage               that kind",3
7605,(CUT TO,38," the Armstrong's dining room. Mr. and Mrs. Armstrong are               having",3
7606,KRAMER,38," ...then, when I was seventeen, I ran away from home and               hopped a ",3
7607,MRS.ARM,38,More potatoes?,3
7608,KRAMER,38," Yeah, sure. Please.",3
7609,MR. ARM,38,"Yes, yes. Go on. You hopped a steamship to Sweden?",3
7610,KRAMER,38," Yeah. (beat) And, it was a big one.",3
7611,"<!--google_ad_client = ""ca-pub-4355410371465348"";/* html-in_content-top_left */google_ad_slot = ""4619537930"";google_ad_width = 300;google_ad_height = 250;//-->Looking for  a great gift idea for the holidays? Check out our complete Seinfeld Gift Guide right now! Including T-Shirts, DVDs,  and more!Â         Transcribed by",40, Brian Dickson,3
7612,Jerry's stand-up,40," So, I fly a lot. I like planes. I was on a plane         the other day and I was wondering - are there keys to the plane? Do they         need keys to start the plane? Maybe that's what those delays on the ground         are sometimes. When you're just sitting there at the gate, maybe the pilot's         just up there in the cockpit going <mimics looking for keys> ""Oh,         I don't believe this. Oh my god...I did it again."" They tell you         it's something mechanical, because they don't want to come on the PA system...""Ladies         and gentlemen, we're going to be delayed here on the ground for a little         while, I uh...Oh God, this is so embarrassing...I - I left the keys to         the plane in my apartment."" You see the technicians all running underneath         the plane; you think they're servicing it, but they're actually looking         for the magnet ""hide-a-key"" under the wing...""maybe he         left it up there somewhere...""",3
7613,Opening scene,40," Jerry's apartment in the middle of the night. Jerry         comes out of his room. We hear his thoughts.",3
7614,JERRY's brain,40," What is it about sleep that makes you so thirsty? Do dreams         require liquid? It's not like I'm running a marathon, I'm just lying there.",3
7615,JERRY's brain,40, What the hell...? Why is the door open?,3
7616,JERRY,40," Kramer, what are you doing here!?",3
7617,KRAMER,40," Jerry, now calm down, it's okay. I'm sorry. I didn't want to         wake you up! Y'know, I was watching ""Thirty Seconds Over Tokyo,""         and I - y'know, I wanted to get some popcorn, and I, uh...I used the spare         keys that you gave me to come into your apartment to get your popper.",3
7618,JERRY,40, You scared me!,3
7619,KRAMER,40, It's just me.,3
7620,JERRY,40, That's enough!,3
7621,KRAMER,40," Forgot the popper... <goes to the kitchen, grabs the popper,         drops the lid, juggles it around, then exits.>",3
7622,JERRY (from outside the door),40, C'mon...c'mon...,3
7623,JERRY,40, Kramer! What are you doing?!,3
7624,KRAMER,40, What does it look like I'm doing? What?,3
7625,JERRY,40," Get out! Get out of the bathroom, I gotta go!",3
7626,KRAMER,40," Alright, alright...",3
7627,JERRY,40, C'mon!,3
7628,KRAMER,40, Sorry. ,3
7629,JERRY,40, Move it! Move it! Get going!,3
7630,KRAMER,40," My drain's all clogged up! <Comes out of the bathroom in a         towel, covered in soap suds.>",3
7631,JERRY (from inside the bathroom),40, Is that my towel?,3
7632,GIRLFRIEND,40, I'm really happy the movie was sold out.,3
7633,JERRY,40," Hey, did you ever pretend there's like, murderers chasing you,         and you try and see how fast you can get your keys out and get into your         apartment?",3
7634,GIRLFRIEND,40," I'm from Witchita, so...",3
7635,JERRY,40," Oh. I see. There he is! <Pretends the murderers are coming.>       ",3
7636,GIRLFRIEND,40," Hurry, Jerry! He's coming! Hurry!",3
7637,JERRY,40, The murderers! <Jerry unlocks his door and they both run inside.>,3
7638,GIRLFRIEND,40, That was close!,3
7639,JERRY,40, Did you see the look on that guy's face?,3
7640,GIRLFRIEND,40," You were so fast with those keys. <They prepare         to kiss, but are interrupted by Kramer and his girlfriend coming out of         Jerry's bedroom, laughing and horsing around.>",3
7641,JERRY,40, Kramer! What the hell are you doing here?!,3
7642,KRAMER,40," Hey, Jerry! How are ya? I thought you were going to the movies.",3
7643,JERRY,40," All right, that's it. Hand 'em over. ",3
7644,KRAMER,40, What?,3
7645,JERRY,40," What, you know what, the keys. I want the keys. You've lost your         key privileges. ",3
7646,KRAMER,40," Oh, come on!",3
7647,JERRY,40," No, come on!",3
7648,KRAMER,40," What, what, I thought you went to the movies!",3
7649,JERRY,40, It was sold out!,3
7650,KRAMER,40, Now how was I supposed to know it was going to be sold out?,3
7651,JERRY,40, That's the point.,3
7652,KRAMER,40, What point?,3
7653,JERRY,40," Just, look, just give the keys.",3
7654,KRAMER,40, Just give me another chance!,3
7655,JERRY,40, Don't ask me!,3
7656,KRAMER,40, I'm asking you!,3
7657,JERRY,40, I'm telling you.,3
7658,KRAMER,40, You're joking.,3
7659,JERRY,40, I'm serious!,3
7660,KRAMER,40, It's not going to happen again!,3
7661,JERRY,40," Yes it will, now give me those keys!",3
7662,KRAMER (getting up),40," O.K., fine, go ahead, you take the keys! But you're         going to regret this. <He angrily storms out. Kramer then re-enters         seconds later when he realizes he's left his girlfriend in Jerry's apartment.>",3
7663,JERRY,40, So put 'em in a safe place.,3
7664,ELAINE,40, I will. ,3
7665,JERRY,40, Where?,3
7666,ELAINE,40," I don't know. I'll hide 'em. So, is Kramer upset?",3
7667,JERRY,40," I think so. I mean, he's acting really weird lately...he's different.",3
7668,ELAINE,40," Well, maybe you should just give him the keys back.",3
7669,JERRY,40, I can't.,3
7670,ELAINE (mouths the words),40, Is that Kramer? <Jerry nods.>,3
7671,JERRY,40, Who's there?,3
7672,KRAMER (in hallway),40," Uh, Kramer. <Jerry opens the door, Kramer enters.         Elaine waves at Kramer with the keys in her hand.> Oh, hi...uh...you         got the...",3
7673,ELAINE,40," Oh, I'm not, uh...",3
7674,KRAMER,40," No, no, no, it's o.k. I don't care about the keys. It's my fault.         I gave the keys away with my stupidity. I broke ""the covenant of         the keys.""",3
7675,ELAINE,40," Jerry, give him the keys back.",3
7676,JERRY,40, Elaine...,3
7677,KRAMER,40," I don't want the keys back! No, I'm glad the way things turned         out. I was clingin' to those keys, man! Like a branch on the banks of         a raging river. And now I have let go. And I'm free...to go with the current.         To float. (To Jerry) And I thank you.",3
7678,JERRY,40, Take the keys.,3
7679,KRAMER,40," I don't want the keys! <Jerry tries to force the keys on Kramer,         but Kramer refuses.> ",3
7680,JERRY,40, O.K.!,3
7681,KRAMER,40," Now, one more thing - I would like my keys back.",3
7682,JERRY,40, Your spare set?,3
7683,KRAMER,40, That's right.,3
7684,JERRY,40, You want 'em back?,3
7685,KRAMER,40," Yeah. Yeah, I think it would be for the best.",3
7686,GEORGE,40," Gee, Kramer, I uh...I don't know what to say.",3
7687,KRAMER,40," Say yes! Yes, George. Yes!",3
7688,GEORGE,40," Should I give you my keys, is that the transaction, trading keys...?         Because Elaine has my keys. ",3
7689,KRAMER,40," Well, you can get 'em back.",3
7690,GEORGE,40, I suppose I could.,3
7691,KRAMER,40," Because you see, George, having the keys to Jerry's apartment?         That kept me in a fantasy world. Every time I went over to his house,         it was like I was on vacation. Better food, better view, better TV. And         cleaner? Oh - much cleaner. That became my reality. I ignored the squalor         in my own life because I'm looking at life, you see, through Jerry's eyes.         I was living in twilight, George. Living in the shadows. Living in the         darkness...like you.",3
7692,GEORGE,40, Me?,3
7693,KRAMER,40," Oh, yeah. I can barely see you, George.",3
7694,GEORGE,40," Alright, stop it Kramer, you're freakin' me out. <The waitress         comes over.>",3
7695,WAITRESS,40," Hi, are you ready to order? <George tries to order, but         Kramer interrupts.>",3
7696,KRAMER (moves over and sits next to George),40, Do you ever yearn?,3
7697,GEORGE,40, Yearn? Do I yearn?,3
7698,KRAMER,40, I yearn. ,3
7699,GEORGE,40, You yearn. ,3
7700,KRAMER,40," Oh, yes. Yes, I yearn. Often, I...I sit...and yearn. Have you         yearned?",3
7701,GEORGE,40," Well, not recently. I craved. I crave all the time, constant         craving...but I haven't yearned.",3
7702,KRAMER (in disgust),40, Look at you.,3
7703,GEORGE,40," Aw, Kramer, don't start...",3
7704,KRAMER (moving back to the othe side of the booth),40," You're wasting your         life.",3
7705,GEORGE,40," I am not! What you call wasting, I call living! I'm living my         life!",3
7706,KRAMER,40," O.K., like what? No, tell me! Do you have a job?",3
7707,GEORGE,40, No.,3
7708,KRAMER,40, You got money?,3
7709,GEORGE,40, No.,3
7710,KRAMER,40, Do you have a woman?,3
7711,GEORGE,40, No.,3
7712,KRAMER,40, Do you have any prospects?,3
7713,GEORGE,40, No.,3
7714,KRAMER,40, You got anything on the horizon?,3
7715,GEORGE,40, Uh...no.,3
7716,KRAMER,40, Do you have any action at all?,3
7717,GEORGE,40, No.,3
7718,KRAMER,40," Do you have any conceivable reason for even getting up in the         morning?",3
7719,GEORGE,40, I like to get the Daily News!,3
7720,KRAMER,40," George, it's time for us to grow up - and be men. Not little         boys.",3
7721,GEORGE,40, Why?,3
7722,KRAMER,40," I'm goin' to California. You know, I got the bug.",3
7723,GEORGE,40," Yeah, I think I got a touch of something, too.",3
7724,KRAMER,40," No, the acting bug. Ever since I was in that Woody Allen movie.",3
7725,GEORGE,40," ""These pretzels are making me thirsty""? That was one         line! You got fired!",3
7726,KRAMER,40," I know, I know, but man! I never felt so alive! Now, are you         coming with me?",3
7727,GEORGE,40," Uh, no, I'm not.",3
7728,KRAMER,40," Alright, suit yourself. But let's keep this between us - we're         key brothers now. <Gets up to leave.>",3
7729,GEORGE,40," You're not really gonna go to California, are you?",3
7730,KRAMER (points to his head),40," Up here, I'm already gone. <Kramer exits.>",3
7731,GEORGE,40," Anyway, so he gave me his spare keys, now he wants to have my         keys, so I need mine back from you.",3
7732,ELAINE,40, Just 'cause you have his keys? Why does he need yours?,3
7733,GEORGE,40," I don't know. He said he wants to be my ""key brother.""       ",3
7734,ELAINE,40, That's ridiculous.,3
7735,GEORGE (shakes huge keyring),40, That's Kramer.,3
7736,ELAINE,40, I'll give you back your spare keys - but now I want mine back.,3
7737,GEORGE,40, What for?,3
7738,ELAINE,40, 'Cause. I'll give 'em to Jerry.,3
7739,GEORGE,40, Jerry? Why?,3
7740,ELAINE,40, 'Cause he gave me his.,3
7741,GEORGE,40, So what?,3
7742,ELAINE,40," So, if he has my keys, I should have his. ",3
7743,GEORGE,40," Well, I don't see why if you have his, he should have yours.",3
7744,ELAINE,40, I just said the same thing to you.,3
7745,GEORGE,40, What?,3
7746,ELAINE,40, What?,3
7747,GEORGE,40," Alright, listen, I'll give you your spare keys, but I don't have         them with me. Can I please have mine to give to back to Kramer?",3
7748,ELAINE,40," Yeah, O.K. I'll go get 'em. <George begins to leaf through         papers on Elaine's counter.> What are you doing? Would you just put         that down? <Takes the papers away from George.> I gotta get some         new friends.",3
7749,JERRY,40, Did you bring the keys? ,3
7750,GEORGE,40," Yes, but I still don't feel right about letting you into Kramer's         apartment without his permission.",3
7751,JERRY,40, This could be an emergency!,3
7752,GEORGE,40, You never should have taken away his keys!,3
7753,JERRY,40," I tried to give 'em back, he wouldn't take 'em. <Jerry and         George go out into the hallway to Kramer's apartment.>",3
7754,GEORGE,40, How'd the Mets do?,3
7755,JERRY,40, They lost.,3
7756,JERRY,40, Kramer? ,3
7757,NEWMAN (startling them),40," Hello, boys. ",3
7758,JERRY,40," Hello, Newman.",3
7759,NEWMAN,40, You lookin' for someone?,3
7760,JERRY,40," Don't play coy with me, Newman, I'm not in the mood!",3
7761,NEWMAN,40, Coy? I'm not being coy.,3
7762,JERRY (to George),40, Is he being coy?,3
7763,GEORGE,40," Yeah, coy.",3
7764,JERRY,40," You're being coy. Now where's Kramer, Newman?",3
7765,NEWMAN (coyly),40, Who?,3
7766,JERRY,40," Listen, Tiny. I wanna know where Kramer is and wanna know now!",3
7767,NEWMAN,40," Alright, go ahead and hit me, Seinfeld. I got witnesses.",3
7768,JERRY,40," Turn around, George.",3
7769,GEORGE,40, Sure. <Turns around.>,3
7770,NEWMAN,40, George?,3
7771,JERRY,40," Now, you better tell me where Kramer is, or are we gonna have         to do this the hard way? <Hits wall with his fist.>",3
7772,NEWMAN,40, Help! Help!,3
7773,JERRY,40, Where's Kramer?,3
7774,NEWMAN,40, HELP! <Elaine enters.>,3
7775,ELAINE,40, What's going on?,3
7776,NEWMAN,40, They're gonna beat me up!,3
7777,GEORGE,40, No we're not.,3
7778,JERRY,40, We're trying to find out what happened to Kramer.,3
7779,NEWMAN,40," You wanna know what happened to Kramer? I'll tell you what happened         to Kramer. He was ticked off. About the keys. Yeah, that's right - about         the keys. Thought he got a bad rap.",3
7780,JERRY,40, Bad rap?,3
7781,NEWMAN,40, Yeah. From you.,3
7782,JERRY,40, Me?,3
7783,NEWMAN,40," You heard me. So he packed it up and split for the coast. La-La         Land. L.A.",3
7784,JERRY,40, L.A.?,3
7785,JERRY,40," I never should have taken his keys away. But he drove me to it!         I had no choice! He wouldn't take 'em back. Elaine, you saw it, remember?         I said, 'Take the keys back.' He wouldn't do anything. You saw it, didn't         you see it?",3
7786,ELAINE,40," Yeah, yeah, I saw it. <mutters under her breath> I mean,         it's complete bullsh*t.",3
7787,JERRY,40, Huh? ,3
7788,ELAINE,40, What...?,3
7789,JERRY,40," No, what'd you say?",3
7790,ELAINE,40, Nothing. I didn't say anything.,3
7791,JERRY,40," Oh, you didn't see it.",3
7792,ELAINE,40," Yeah, I saw it. I saw it! I did, I saw it. Yep.",3
7793,JERRY,40," I heard you say something, there.",3
7794,ELAINE,40, I didn't say anything.,3
7795,JERRY,40," I'm calling Kramer's mother. <Picks up the phone, dials.>         (To Elaine) I don't know what you said. But it was something. I heard         something. Hello? Hello, Mrs. Kramer? Mrs. Kramer? Could you turn the         music down? Could you turn the music down!",3
7796,GEORGE,40, Ask her about Kramer.,3
7797,JERRY,40, She's drunk out of her mind.,3
7798,JERRY (leaving a message on Elaine's machine),40," Elaine? Are you there?         It's me, I'm locked out of my apartment, I need my spare keys. Where are         you? I'm at the coffee shop.",3
7799,KRAMER (shouting over the cycle's engine),40, Hey! You ever been in an accident?,3
7800,BIKER,40," About five years ago. I was going down this very road. Same time         of day, going about the same speed I'm going now...there was a rock in         the road. Couldn't have been more than a pebble. Never really saw it!         Lost control of the bike, went flyin' about a hundred feet - came down         right on my head. Cracked it wide open! Blood and stuff was just splattered         all over the road, there...I broke every bone in my face. Hey, you know,         when they found me, my eyes were hanging out of their sockets? Yeah, they         pronounced me dead at the scene. I was in a coma for...well, they told         me about a year...said I'd be a vegetable for life. Yeah, but I showed         'em. Ever since then I always wear a helmet! <The biker goes into a         turn.> Lean! <Kramer yells.>",3
7801,JERRY (applauding),40," Georgie Boy! Way to come through with the keys! Sit         down, I'm buying you dinner.",3
7802,GEORGE,40," Look, I gotta tell ya...I been thinkin' about it, I just don't         feel right about letting you into Elaine's apartment.",3
7803,JERRY,40, Don't feel right? What are you talking about? ,3
7804,GEORGE,40," Well, you know, I shouldn't have let you into Kramer's, now you         want to go into Elaine's...she entrusted me with her spare keys, how can         I just let you in?",3
7805,JERRY,40, What is the big deal?,3
7806,GEORGE,40," Just because you have someone's spare keys, it doesn't entitle         you to break into their apartment. That's the reason you took away Kramer's         keys.",3
7807,JERRY,40," First of all, you're not even supposed to have Elaine's keys.         You're supposed to give 'em back to her, so she can give 'em back to me,         because she has mine. So technically, those are my keys.",3
7808,GEORGE,40," Yes, well, if you had never taken your keys back from Kramer,         he never would have taken his back from you and given 'em to me, in which         case I wouldn't have had to take mine back from her.",3
7809,JERRY,40," Well, I want those keys. <Tries to grab the keys from George.>",3
7810,GEORGE,40," Nope, no can do.",3
7811,JERRY,40," George, give them to me, I want these keys. <They struggle         over the keys.> I don't want to get physical!",3
7812,GEORGE,40, Do you wanna fight?,3
7813,JERRY,40, Do you wanna fight?,3
7814,GEORGE,40, I'll fight ya! Not the face! Not the face! <The struggle continues.>,3
7815,KRAMER,40," And then, the evil ogre took back the magical keys from the handsome         young prince.",3
7816,HIPPIE #1,40," Oh no. He didn't take back the keys, no way.",3
7817,KRAMER,40," Yes! And then the handsome young prince was cast out into the         cruel, cruel world.",3
7818,HIPPIE #1,40," Oh man, what a bummer. That ogre dude's pretty cold, huh?",3
7819,KRAMER,40," Oh, he's cold.",3
7820,HIPPIE #1,40," Lemme tell you something, Kramer. If that ogre dude pulled         that crap on me <pulls out a knife> - I'D STAB HIM! I'D CUT HIM         IN HALF! I'D GUT HIM LIKE A FISH, MAN! That's what I'd do!",3
7821,KRAMER,40," Yeah, yeah...that'd be funny. (To driver) Hey, you can drop me         here!",3
7822,HIPPIE #1,40," Hey, what's the rush, man?",3
7823,KRAMER,40," Well, you know, I gotta be goin' now.",3
7824,HIPPIE #1,40," Hey, Kramer - have you ever killed a man?",3
7825,KRAMER,40," What do you think, junior? You think these hands have been soakin'         in Ivory liquid? <mimics choking somebody>",3
7826,HIPPIE #2,40," Don't leave, Kramer, stay with us. You know so much about         the world, we need you, please Kramer! (they all start chanting) Please,         Kramer! Please, Kramer! <Scene ends with Kramer trying to escape their         clutches.>",3
7827,JERRY,40," Don't you see? You're just avoiding the middle man. You were gonna         give her her spare keys, so she was gonna give 'em to me. So, all that's         happening is that instead of giving them to her, you're giving them to         me. It's just unfortunate that when she gave you yours, you didn't give         her hers. 'Cause then she would have given 'em to me, because she has         mine. So then I would have never had to ask you for hers, so that I could         get mine.",3
7828,GEORGE,40," You're right, how did I miss that? <Begins unlocking the door,         mutters under his breath> Maybe because it's a crock of sh*t.",3
7829,JERRY,40, What's that?,3
7830,GEORGE,40, Nothing.,3
7831,JERRY,40, I heard something.,3
7832,GEORGE,40, Didn't say anything. (They go into Elaine's apartment.),3
7833,KRAMER,40," So, how long you been drivin' this thing?",3
7834,WOMAN,40, Goin' on four years. ,3
7835,KRAMER,40," Well, nothin's sexier than a woman behind the wheel of a semi.",3
7836,WOMAN,40," Nothin'? (They exchange a glance, then laugh.) Listen to you,         you're quite the sweet-talker.",3
7837,KRAMER,40," You know, I always wanted to drive the big rigs. I used to watch         those commercials during the reruns of Gomer Pyle. ",3
7838,WOMAN,40, You want to give it a try?,3
7839,KRAMER,40, Really?,3
7840,WOMAN,40, Do you know how to double-clutch?,3
7841,KRAMER,40, Yeah.,3
7842,WOMAN,40," Well, come on! <They trade places and Kramer gets behind the         wheel. Kramer turns out to be really rusty on the ol' double-clutch.>",3
7843,GEORGE,40," They were in here, I saw her put 'em in here!",3
7844,JERRY,40," Well, this is great. ",3
7845,GEORGE,40," Well, what do they look like?",3
7846,JERRY,40," They look like keys, George. They look exactly like keys. (In         disgust) ""What do they look like.""",3
7847,GEORGE,40," Well, they're obviously not here.",3
7848,JERRY,40," Well, they've gotta be here somewhere.",3
7849,GEORGE,40," Jerry, unless I pull down on this statuette and a hidden wall         opens up, we have checked every square inch of this apartment!",3
7850,JERRY (looking through some papers on the desk),40," What is this? ""Murphy         Brown""? ",3
7851,GEORGE,40, What?,3
7852,JERRY,40, By Elaine Benes?,3
7853,GEORGE,40, What?,3
7854,JERRY,40," Elaine's writing a ""Murphy Brown""?",3
7855,GEORGE,40, Lemme see this. (Tries to grab the papers.),3
7856,JERRY,40, Wait a second! (They fight over the paper.),3
7857,GEORGE,40, Gimme half!,3
7858,JERRY,40," All right, here! ",3
7859,GEORGE,40, Why didn't she tell us?,3
7860,JERRY (making fun),40," Elaine is writing a sitcom...! <Elaine enters         the room behind Jerry and George. Jerry spots her and tosses his half         of the script at George. George throws it back and paper goes flying everywhere.>",3
7861,ELAINE,40, You weasels!,3
7862,JERRY,40, What? What?,3
7863,ELAINE,40, How dare you!,3
7864,GEORGE,40, We hardly read anything!,3
7865,JERRY,40, It was funny!,3
7866,ELAINE,40," Who gave you permission to come into my house and just go through         all my things? You thought it was funny?",3
7867,JERRY,40, Well... <picks up some of the pages> From what I saw...,3
7868,ELAINE (grabs the papers from Jerry),40," Well, it's just a first draft!",3
7869,JERRY,40," I was locked out of my apartment, I'm just trying to get my keys.",3
7870,ELAINE (turning on George),40, Why did you let him in?! <Shoves George.>,3
7871,GEORGE,40, He forced me to!,3
7872,JERRY,40, I did not!,3
7873,GEORGE,40, Yes you did!,3
7874,ELAINE,40, You! Get out! Get out! Get out!,3
7875,JERRY,40," Elaine, wait! I need my spare keys!",3
7876,ELAINE,40," Here! Here's your damn keys, you keep 'em! I don't want 'em anymore!",3
7877,JERRY,40, Good!,3
7878,ELAINE (to George),40, And I want my keys back from you!,3
7879,GEORGE,40," What, you don't want me to hold your keys?",3
7880,ELAINE,40," No, you can't be trusted!",3
7881,GEORGE,40," Alright, alright, fine. <Gives the keys to Elaine.>",3
7882,JERRY (to Elaine),40, And I don't want you to hold mine!,3
7883,ELAINE,40, Good! I won't!,3
7884,JERRY,40, Good! Don't! Are these my keys?,3
7885,ELAINE,40, These aren't my keys!,3
7886,GEORGE,40, Whose are these?,3
7887,ELAINE,40, I don't know!,3
7888,ELAINE,40, I just thought I could write it.,3
7889,JERRY,40, Is that something you want to do?,3
7890,ELAINE,40, I don't know. Those writers make a lot of money.,3
7891,JERRY,40," Elaine, let me tell you something about show business. It's hard         work! You don't just write a ""Murphy Brown."" You gotta watch         the show, study it, get a sense of the characters, how they relate to         each other.",3
7892,ELAINE,40," O.K., can I just watch the show? <mutters under her breath>         God, what an asshole.",3
7893,JERRY,40, What did you say?,3
7894,ELAINE,40, I didn't say anything.,3
7895,JERRY,40," I heard something. <Looks at the TV> Elaine, Elaine! It's         Kramer! Kramer's on ""Murphy Brown""!",3
7896,ELAINE (laughing),40," Kramer's on ""Murphy Brown""!",3
7897,JERRY,40," Look, there he is, he's sittin' at the desk!",3
7898,CANDICE BERGEN,40," Hi, I'm Murphy Brown, you must be my new secretary.",3
7899,KRAMER,40," Oh, good morning, Miss Brown.",3
7900,CANDICE BERGEN,40, And you are...?,3
7901,KRAMER,40," Oh, I'm uh, Steven Snell.",3
7902,CANDICE BERGEN,40," Snell. Well, hello, Mr. Snell.",3
7903,KRAMER,40, Steven.,3
7904,CANDICE BERGEN,40, Steven. Are you familiar with this computer system?,3
7905,KRAMER,40, Oh - I'm familiar with it.,3
7906,CANDICE BERGEN,40," Steven Snell? I know people...and I have a very good         feeling about you. <exits.>",3
7907,Scripted by,44, Ken Tremblay (briepisken@sympatico.ca) ,4
7908,Supervising producers,44, Larry Charles and Tom Cherones,4
7909,Executive Producer,44, Andrew Scheinman,4
7910,Created By,44, Larry David and Jerry Seinfeld,4
7911,Written by,44, Larry David,4
7912,Directed by,44, Tom Cherones,4
